state;action_reward;n_state
310&3|304&3|539&4|288&1|286&5|1394&5|1105&3|894&1|538&3|270&1|750&5|258&1;292&4|259&2|294&5|328&3;310&3|304&3|539&4|288&1|286&5|1394&5|1105&3|894&1|538&3|270&1|750&5|258&1|292&4|259&2|294&5|328&3
29&2|69&3|164&3|665&3|271&3|554&3|203&5|470&3|17&3|1016&3|270&3|1188&3;576&3|939&4|161&3|157&3;29&2|69&3|164&3|665&3|271&3|554&3|203&5|470&3|17&3|1016&3|270&3|1188&3|576&3|939&4|161&3|157&3
895&3|300&4|313&5|294&4|289&3|258&3|678&3|149&3|295&4|323&4|50&5|328&5;222&3|123&2|181&4|276&3;895&3|300&4|313&5|294&4|289&3|258&3|678&3|149&3|295&4|323&4|50&5|328&5|222&3|123&2|181&4|276&3
268&2|302&5|292&2|242&5|127&4|269&5|116&2|285&4|332&3|294&1|276&4|327&4;995&1|322&3|301&3|690&3;268&2|302&5|292&2|242&5|127&4|269&5|116&2|285&4|332&3|294&1|276&4|327&4|995&1|322&3|301&3|690&3
172&4|134&4|79&1|15&5|242&4|86&5|169&5|1&5|286&2|28&5|275&5|258&5;477&5|164&2|762&2|1129&5;172&4|134&4|79&1|15&5|242&4|86&5|169&5|1&5|286&2|28&5|275&5|258&5|477&5|164&2|762&2|1129&5
748&3|22&4|423&2|174&5|168&4|886&3|209&3|496&4|288&3|301&4|56&4|12&4;318&4|1050&3|273&3|69&4;748&3|22&4|423&2|174&5|168&4|886&3|209&3|496&4|288&3|301&4|56&4|12&4|318&4|1050&3|273&3|69&4
50&5|1014&2|237&2|434&3|174&5|186&5|979&5|1245&4|238&4|470&3|187&4|526&4;229&3|218&3|568&3|447&4;50&5|1014&2|237&2|434&3|174&5|186&5|979&5|1245&4|238&4|470&3|187&4|526&4|229&3|218&3|568&3|447&4
496&4|443&4|402&2|476&4|518&2|404&5|559&3|1161&4|204&5|101&3|692&4|288&2;736&5|588&3|1148&4|652&4;496&4|443&4|402&2|476&4|518&2|404&5|559&3|1161&4|204&5|101&3|692&4|288&2|736&5|588&3|1148&4|652&4
1028&4|281&3|269&3|874&4|220&2|321&4|515&5|284&4|15&3|25&5|109&4|127&4;864&3|1061&4|1023&2|476&5;1028&4|281&3|269&3|874&4|220&2|321&4|515&5|284&4|15&3|25&5|109&4|127&4|864&3|1061&4|1023&2|476&5
212&3|69&3|275&2|514&3|657&3|124&4|521&5|172&3|523&4|286&4|492&4|478&2;45&3|474&5|127&5|56&5;212&3|69&3|275&2|514&3|657&3|124&4|521&5|172&3|523&4|286&4|492&4|478&2|45&3|474&5|127&5|56&5
748&3|322&3|873&2|938&1|340&4|271&2|328&3|300&4|288&4|258&3|269&4|319&3;289&4|1038&4|242&4|302&5;748&3|322&3|873&2|938&1|340&4|271&2|328&3|300&4|288&4|258&3|269&4|319&3|289&4|1038&4|242&4|302&5
127&4|441&2|100&5|413&3|448&5|288&3|444&2|637&4|183&3|56&2|672&1|164&4;567&5|443&3|184&3|447&4;127&4|441&2|100&5|413&3|448&5|288&3|444&2|637&4|183&3|56&2|672&1|164&4|567&5|443&3|184&3|447&4
307&4|272&5|270&3|326&2|294&4|310&3|749&3|315&5|312&2|258&4|300&4|879&3;323&2|678&3|688&2|316&5;307&4|272&5|270&3|326&2|294&4|310&3|749&3|315&5|312&2|258&4|300&4|879&3|323&2|678&3|688&2|316&5
50&3|148&3|281&3|118&3|596&2|1017&4|298&4|244&3|100&5|515&4|121&4|123&5;978&2|370&4|930&2|925&3;50&3|148&3|281&3|118&3|596&2|1017&4|298&4|244&3|100&5|515&4|121&4|123&5|978&2|370&4|930&2|925&3
654&3|318&4|357&4|216&4|168&1|302&3|117&3|751&1|312&3|405&2|173&3|322&2;684&4|609&3|588&2|566&5;654&3|318&4|357&4|216&4|168&1|302&3|117&3|751&1|312&3|405&2|173&3|322&2|684&4|609&3|588&2|566&5
426&1|1157&5|123&3|742&2|288&4|289&2|7&4|1197&3|294&3|476&2|678&2|864&4;125&4|1163&2|1558&1|1277&1;426&1|1157&5|123&3|742&2|288&4|289&2|7&4|1197&3|294&3|476&2|678&2|864&4|125&4|1163&2|1558&1|1277&1
323&3|352&3|354&3|300&3|754&3|258&2|689&2|328&3|340&2|289&1|286&4|898&3;873&4|315&4|905&4|690&4;323&3|352&3|354&3|300&3|754&3|258&2|689&2|328&3|340&2|289&1|286&4|898&3|873&4|315&4|905&4|690&4
292&4|289&3|319&4|1545&4|127&4|479&5|499&4|1063&4|306&4|174&5|45&4|748&2;427&5|484&3|191&3|50&4;292&4|289&3|319&4|1545&4|127&4|479&5|499&4|1063&4|306&4|174&5|45&4|748&2|427&5|484&3|191&3|50&4
300&2|310&4|272&4|315&5|286&2|751&3|319&5|358&4|270&4|243&1|271&3|748&4;683&3|343&3|1296&4|309&5;300&2|310&4|272&4|315&5|286&2|751&3|319&5|358&4|270&4|243&1|271&3|748&4|683&3|343&3|1296&4|309&5
293&3|423&5|172&5|596&5|123&4|100&3|257&3|1&4|237&3|181&5|178&5|121&3;222&3|150&3|126&5|471&4;293&3|423&5|172&5|596&5|123&4|100&3|257&3|1&4|237&3|181&5|178&5|121&3|222&3|150&3|126&5|471&4
50&4|276&3|118&3|457&2|222&4|289&4|15&4|292&5|742&4|121&4|476&3|181&4;237&4|25&4|864&4|300&4;50&4|276&3|118&3|457&2|222&4|289&4|15&4|292&5|742&4|121&4|476&3|181&4|237&4|25&4|864&4|300&4
114&4|50&4|172&4|249&4|227&4|108&3|423&4|541&3|228&5|109&4|313&5|181&4;450&2|25&3|449&2|82&3;114&4|50&4|172&4|249&4|227&4|108&3|423&4|541&3|228&5|109&4|313&5|181&4|450&2|25&3|449&2|82&3
11&2|238&5|174&5|144&5|269&3|100&4|156&5|915&4|208&2|213&3|603&4|302&4;448&3|164&4|172&5|219&3;11&2|238&5|174&5|144&5|269&3|100&4|156&5|915&4|208&2|213&3|603&4|302&4|448&3|164&4|172&5|219&3
312&4|242&4|340&4|908&4|538&4|750&5|334&4|886&4|894&4|315&5|272&5|294&4;329&3|316&4|271&2|305&3;312&4|242&4|340&4|908&4|538&4|750&5|334&4|886&4|894&4|315&5|272&5|294&4|329&3|316&4|271&2|305&3
1051&2|331&3|160&5|95&4|1034&1|307&4|157&4|879&4|981&1|826&4|204&4|689&3;326&3|333&5|50&5|327&4;1051&2|331&3|160&5|95&4|1034&1|307&4|157&4|879&4|981&1|826&4|204&4|689&3|326&3|333&5|50&5|327&4
239&4|156&4|161&4|558&3|480&5|307&4|226&4|662&4|55&4|455&5|168&5|1047&3;380&4|396&3|1411&3|1228&3;239&4|156&4|161&4|558&3|480&5|307&4|226&4|662&4|55&4|455&5|168&5|1047&3|380&4|396&3|1411&3|1228&3
1116&4|483&5|673&4|486&3|511&4|208&4|211&4|848&4|653&4|754&1|178&4|135&3;616&4|526&4|505&4|185&5;1116&4|483&5|673&4|486&3|511&4|208&4|211&4|848&4|653&4|754&1|178&4|135&3|616&4|526&4|505&4|185&5
318&5|1063&5|172&5|304&3|79&4|136&4|28&5|168&5|470&5|403&3|443&3|87&3;419&3|164&4|54&2|542&1;318&5|1063&5|172&5|304&3|79&4|136&4|28&5|168&5|470&5|403&3|443&3|87&3|419&3|164&4|54&2|542&1
324&5|217&5|561&4|218&4|5&4|672&4|334&4|250&5|7&5|184&5|919&5|246&4;448&4|164&4|145&3|219&4;324&5|217&5|561&4|218&4|5&4|672&4|334&4|250&5|7&5|184&5|919&5|246&4|448&4|164&4|145&3|219&4
207&5|499&5|288&2|58&5|221&5|558&5|194&5|1203&5|276&5|954&5|9&5|8&5;205&3|272&5|427&5|1245&5;207&5|499&5|288&2|58&5|221&5|558&5|194&5|1203&5|276&5|954&5|9&5|8&5|205&3|272&5|427&5|1245&5
127&5|8&5|499&3|602&4|185&4|181&4|1126&4|209&3|53&4|496&5|229&3|175&3;1444&2|559&4|729&3|393&3;127&5|8&5|499&3|602&4|185&4|181&4|1126&4|209&3|53&4|496&5|229&3|175&3|1444&2|559&4|729&3|393&3
307&4|106&2|132&4|237&3|175&4|159&3|432&5|50&5|357&4|24&3|252&2|21&2;298&2|198&4|434&4|90&2;307&4|106&2|132&4|237&3|175&4|159&3|432&5|50&5|357&4|24&3|252&2|21&2|298&2|198&4|434&4|90&2
579&1|381&3|174&5|145&1|218&2|432&3|1413&2|12&4|38&1|124&4|466&3|53&3;790&2|824&2|421&3|96&5;579&1|381&3|174&5|145&1|218&2|432&3|1413&2|12&4|38&1|124&4|466&3|53&3|790&2|824&2|421&3|96&5
285&4|1335&2|410&4|740&2|15&4|21&2|322&3|408&3|477&3|237&5|1047&3|1084&2;547&4|919&2|127&5|50&4;285&4|1335&2|410&4|740&2|15&4|21&2|322&3|408&3|477&3|237&5|1047&3|1084&2|547&4|919&2|127&5|50&4
9&5|228&4|188&4|217&3|65&4|435&4|126&4|639&4|530&5|86&4|134&5|347&4;1139&3|823&3|737&3|212&4;9&5|228&4|188&4|217&3|65&4|435&4|126&4|639&4|530&5|86&4|134&5|347&4|1139&3|823&3|737&3|212&4
184&4|2&3|229&2|89&4|62&3|183&4|22&4|68&4|265&4|161&3|230&1|455&4;204&5|135&1|523&3|157&4;184&4|2&3|229&2|89&4|62&3|183&4|22&4|68&4|265&4|161&3|230&1|455&4|204&5|135&1|523&3|157&4
298&3|50&4|696&2|1382&3|1163&2|288&3|476&1|1061&1|116&4|237&4|275&4|1132&1;310&4|1014&4|100&5|269&4;298&3|50&4|696&2|1382&3|1163&2|288&3|476&1|1061&1|116&4|237&4|275&4|1132&1|310&4|1014&4|100&5|269&4
294&5|248&2|257&3|310&4|819&3|249&1|898&2|1028&2|763&2|25&4|323&3|274&4;833&5|409&3|832&5|1&4;294&5|248&2|257&3|310&4|819&3|249&1|898&2|1028&2|763&2|25&4|323&3|274&4|833&5|409&3|832&5|1&4
197&5|382&4|686&3|73&4|724&4|1&5|469&1|238&5|486&5|216&4|174&5|44&4;1017&2|13&3|417&3|782&4;197&5|382&4|686&3|73&4|724&4|1&5|469&1|238&5|486&5|216&4|174&5|44&4|1017&2|13&3|417&3|782&4
641&5|197&5|86&4|12&3|655&3|64&3|100&4|357&4|178&5|205&3|180&5|9&4;77&2|318&4|22&3|661&4;641&5|197&5|86&4|12&3|655&3|64&3|100&4|357&4|178&5|205&3|180&5|9&4|77&2|318&4|22&3|661&4
150&5|288&5|744&2|748&2|304&3|879&4|100&1|323&3|148&3|477&4|1&3|475&3;93&4|276&4|628&4|742&3;150&5|288&5|744&2|748&2|304&3|879&4|100&1|323&3|148&3|477&4|1&3|475&3|93&4|276&4|628&4|742&3
268&4|327&4|906&1|1591&1|346&1|682&1|538&2|328&4|326&4|304&4|898&1|895&4;266&1|680&1|908&1|338&3;268&4|327&4|906&1|1591&1|346&1|682&1|538&2|328&4|326&4|304&4|898&1|895&4|266&1|680&1|908&1|338&3
181&3|815&2|118&3|237&3|1190&3|300&4|258&3|298&5|151&2|121&4|220&3|471&4;476&3|255&3|252&3|1258&1;181&3|815&2|118&3|237&3|1190&3|300&4|258&3|298&5|151&2|121&4|220&3|471&4|476&3|255&3|252&3|1258&1
200&3|300&4|483&5|42&4|318&3|203&5|730&5|568&4|490&4|268&5|150&4|185&2;121&2|1106&4|255&4|381&4;200&3|300&4|483&5|42&4|318&3|203&5|730&5|568&4|490&4|268&5|150&4|185&2|121&2|1106&4|255&4|381&4
186&4|56&3|50&5|71&1|276&4|69&3|325&4|181&5|178&4|9&4|934&1|58&1;406&2|133&4|389&2|418&2;186&4|56&3|50&5|71&1|276&4|69&3|325&4|181&5|178&4|9&4|934&1|58&1|406&2|133&4|389&2|418&2
191&4|778&2|156&5|121&5|423&4|694&5|421&5|403&3|939&4|40&4|737&3|790&1;684&5|53&5|79&3|98&5;191&4|778&2|156&5|121&5|423&4|694&5|421&5|403&3|939&4|40&4|737&3|790&1|684&5|53&5|79&3|98&5
696&5|287&4|473&3|285&4|282&4|751&2|25&4|289&4|248&4|237&5|50&3|328&2;476&5|628&5|150&5|9&5;696&5|287&4|473&3|285&4|282&4|751&2|25&4|289&4|248&4|237&5|50&3|328&2|476&5|628&5|150&5|9&5
242&5|292&5|1025&5|874&5|338&5|1296&5|690&5|300&5|302&5|340&5|333&5|270&5;8&2|294&4|173&3|845&5;242&5|292&5|1025&5|874&5|338&5|1296&5|690&5|300&5|302&5|340&5|333&5|270&5|8&2|294&4|173&3|845&5
286&5|991&4|332&5|310&4|242&5|1024&5|259&2|288&2|324&5|312&4|690&4|329&5;289&1|899&5|299&5|245&4;286&5|991&4|332&5|310&4|242&5|1024&5|259&2|288&2|324&5|312&4|690&4|329&5|289&1|899&5|299&5|245&4
188&2|186&4|672&1|222&3|840&2|1025&2|144&3|667&3|265&3|879&3|363&2|181&2;577&3|202&4|163&2|732&3;188&2|186&4|672&1|222&3|840&2|1025&2|144&3|667&3|265&3|879&3|363&2|181&2|577&3|202&4|163&2|732&3
1142&3|1009&3|25&1|121&4|410&3|117&3|255&5|476&3|287&3|1&5|235&5|279&3;122&3|405&2|841&2|871&2;1142&3|1009&3|25&1|121&4|410&3|117&3|255&5|476&3|287&3|1&5|235&5|279&3|122&3|405&2|841&2|871&2
127&4|245&3|742&4|9&4|924&4|258&5|405&4|121&4|252&3|1&4|282&4|25&5;118&2|827&2|117&3|546&2;127&4|245&3|742&4|9&4|924&4|258&5|405&4|121&4|252&3|1&4|282&4|25&5|118&2|827&2|117&3|546&2
411&3|315&5|123&3|1016&3|50&5|150&5|109&2|1&2|222&4|508&5|471&3|250&1;546&3|827&3|763&5|864&2;411&3|315&5|123&3|1016&3|50&5|150&5|109&2|1&2|222&4|508&5|471&3|250&1|546&3|827&3|763&5|864&2
538&1|288&3|748&4|350&4|300&3|272&3|891&5|270&5|682&4|881&4|1243&5|307&3;362&5|882&5|322&4|1025&5;538&1|288&3|748&4|350&4|300&3|272&3|891&5|270&5|682&4|881&4|1243&5|307&3|362&5|882&5|322&4|1025&5
121&5|257&4|118&4|841&4|222&5|763&3|258&4|181&5|323&5|405&3|127&4|250&3;210&5|739&5|435&5|265&5;121&5|257&4|118&4|841&4|222&5|763&3|258&4|181&5|323&5|405&3|127&4|250&3|210&5|739&5|435&5|265&5
180&5|474&5|98&5|179&5|186&4|252&4|175&4|153&3|216&4|100&5|168&5|89&5;628&4|1674&4|215&4|747&4;180&5|474&5|98&5|179&5|186&4|252&4|175&4|153&3|216&4|100&5|168&5|89&5|628&4|1674&4|215&4|747&4
1219&2|627&3|252&2|520&4|1091&2|405&2|132&3|473&3|118&3|826&2|99&3|202&3;434&3|679&3|662&3|208&3;1219&2|627&3|252&2|520&4|1091&2|405&2|132&3|473&3|118&3|826&2|99&3|202&3|434&3|679&3|662&3|208&3
235&3|8&4|256&4|138&2|1&4|421&4|118&2|642&2|97&3|121&3|300&4|591&4;161&3|325&3|251&4|141&3;235&3|8&4|256&4|138&2|1&4|421&4|118&2|642&2|97&3|121&3|300&4|591&4|161&3|325&3|251&4|141&3
263&5|1265&5|341&5|332&5|292&2|331&4|1296&5|300&4|268&5|881&5|989&5|286&4;334&5|937&5|688&5|289&5;263&5|1265&5|341&5|332&5|292&2|331&4|1296&5|300&4|268&5|881&5|989&5|286&4|334&5|937&5|688&5|289&5
38&1|631&5|546&4|568&1|935&3|303&4|13&1|616&5|936&4|382&5|347&1|4&4;879&4|855&5|906&4|223&5;38&1|631&5|546&4|568&1|935&3|303&4|13&1|616&5|936&4|382&5|347&1|4&4|879&4|855&5|906&4|223&5
546&4|121&4|1011&4|281&4|245&3|334&5|148&4|9&4|338&4|1028&4|129&5|293&4;105&4|823&4|174&5|1277&5;546&4|121&4|1011&4|281&4|245&3|334&5|148&4|9&4|338&4|1028&4|129&5|293&4|105&4|823&4|174&5|1277&5
619&3|30&4|514&5|370&3|740&3|721&1|294&3|69&4|223&4|1009&4|328&3|286&1;665&3|407&3|159&2|147&3;619&3|30&4|514&5|370&3|740&3|721&1|294&3|69&4|223&4|1009&4|328&3|286&1|665&3|407&3|159&2|147&3
50&5|132&4|603&3|148&3|496&4|485&1|136&4|692&3|203&4|655&3|479&3|210&4;64&4|144&5|83&5|172&5;50&5|132&4|603&3|148&3|496&4|485&1|136&4|692&3|203&4|655&3|479&3|210&4|64&4|144&5|83&5|172&5
399&4|50&5|168&4|732&4|226&3|384&3|742&4|689&4|648&3|373&3|254&4|413&4;378&3|1228&3|578&4|196&4;399&4|50&5|168&4|732&4|226&3|384&3|742&4|689&4|648&3|373&3|254&4|413&4|378&3|1228&3|578&4|196&4
322&2|362&3|358&2|350&4|338&2|189&4|333&5|346&5|28&4|268&5|134&5|294&3;42&4|425&4|55&2|89&3;322&2|362&3|358&2|350&4|338&2|189&4|333&5|346&5|28&4|268&5|134&5|294&3|42&4|425&4|55&2|89&3
135&4|56&2|604&4|195&4|193&4|322&3|265&5|269&5|173&3|923&4|175&3|484&4;238&4|12&4|172&4|100&4;135&4|56&2|604&4|195&4|193&4|322&3|265&5|269&5|173&3|923&4|175&3|484&4|238&4|12&4|172&4|100&4
319&3|493&4|517&4|469&4|174&2|523&3|357&4|408&5|495&3|199&5|154&3|514&4;105&3|961&4|235&1|240&1;319&3|493&4|517&4|469&4|174&2|523&3|357&4|408&5|495&3|199&5|154&3|514&4|105&3|961&4|235&1|240&1
879&3|333&4|288&2|275&4|984&2|323&3|307&4|245&4|286&3|259&2|748&3|328&4;125&2|257&2|96&4|699&5;879&3|333&4|288&2|275&4|984&2|323&3|307&4|245&4|286&3|259&2|748&3|328&4|125&2|257&2|96&4|699&5
181&3|294&4|222&3|220&4|151&5|111&4|274&4|258&4|237&3|472&3|950&2|763&1;926&1|717&1|1049&1|225&3;181&3|294&4|222&3|220&4|151&5|111&4|274&4|258&4|237&3|472&3|950&2|763&1|926&1|717&1|1049&1|225&3
172&4|196&2|294&3|323&1|7&2|183&5|806&3|210&3|198&5|589&4|186&5|187&3;121&2|290&3|117&5|250&3;172&4|196&2|294&3|323&1|7&2|183&5|806&3|210&3|198&5|589&4|186&5|187&3|121&2|290&3|117&5|250&3
294&5|259&2|261&3|258&2|1346&4|990&5|435&3|172&3|310&3|300&2|882&3|288&1;9&5|1084&5|14&4|740&5;294&5|259&2|261&3|258&2|1346&4|990&5|435&3|172&3|310&3|300&2|882&3|288&1|9&5|1084&5|14&4|740&5
709&5|560&3|173&5|785&3|163&3|610&3|953&2|731&3|734&3|161&3|283&5|498&3;1469&3|142&3|662&3|162&3;709&5|560&3|173&5|785&3|163&3|610&3|953&2|731&3|734&3|161&3|283&5|498&3|1469&3|142&3|662&3|162&3
268&4|1084&5|125&2|547&4|327&3|124&1|325&1|1010&5|324&5|286&2|246&3|15&2;544&4|1008&5|823&3|253&5;268&4|1084&5|125&2|547&4|327&3|124&1|325&1|1010&5|324&5|286&2|246&3|15&2|544&4|1008&5|823&3|253&5
652&4|59&5|286&2|7&5|653&4|70&4|238&5|956&4|156&3|615&4|526&5|474&3;181&4|19&3|134&5|116&4;652&4|59&5|286&2|7&5|653&4|70&4|238&5|956&4|156&3|615&4|526&5|474&3|181&4|19&3|134&5|116&4
183&4|512&5|656&3|531&3|171&3|489&3|192&5|1286&3|186&4|607&3|238&4|517&4;381&3|1073&3|121&2|649&3;183&4|512&5|656&3|531&3|171&3|489&3|192&5|1286&3|186&4|607&3|238&4|517&4|381&3|1073&3|121&2|649&3
323&2|336&1|877&4|690&4|286&3|682&4|272&5|304&5|895&5|538&5|327&3|268&1;289&3|892&4|678&4|338&3;323&2|336&1|877&4|690&4|286&3|682&4|272&5|304&5|895&5|538&5|327&3|268&1|289&3|892&4|678&4|338&3
321&4|833&4|15&4|1096&3|717&4|1011&3|1059&3|252&2|682&3|245&4|225&3|409&4;199&5|257&5|64&5|1073&3;321&4|833&4|15&4|1096&3|717&4|1011&3|1059&3|252&2|682&3|245&4|225&3|409&4|199&5|257&5|64&5|1073&3
708&3|82&4|170&4|172&4|591&5|28&5|753&5|754&4|159&4|15&5|215&4|392&4;97&5|191&5|735&5|402&5;708&3|82&4|170&4|172&4|591&5|28&5|753&5|754&4|159&4|15&5|215&4|392&4|97&5|191&5|735&5|402&5
293&4|127&5|251&5|129&2|50&5|1&5|249&2|301&3|14&3|1137&4|276&2|813&5;269&2|1105&2|258&2|688&1;293&4|127&5|251&5|129&2|50&5|1&5|249&2|301&3|14&3|1137&4|276&2|813&5|269&2|1105&2|258&2|688&1
430&5|125&3|200&3|28&4|210&5|679&3|58&4|9&4|208&5|172&4|651&5|523&4;274&3|502&5|252&4|294&3;430&5|125&3|200&3|28&4|210&5|679&3|58&4|9&4|208&5|172&4|651&5|523&4|274&3|502&5|252&4|294&3
56&3|176&4|12&5|283&3|11&4|95&2|187&4|185&5|607&5|8&4|483&5|1558&3;66&3|402&5|183&4|527&4;56&3|176&4|12&5|283&3|11&4|95&2|187&4|185&5|607&5|8&4|483&5|1558&3|66&3|402&5|183&4|527&4
50&5|181&5|294&4|284&3|748&3|100&4|117&3|988&3|328&4|301&4|222&3|283&4;1014&3|151&5|742&4|597&2;50&5|181&5|294&4|284&3|748&3|100&4|117&3|988&3|328&4|301&4|222&3|283&4|1014&3|151&5|742&4|597&2
874&3|303&4|307&4|268&4|302&5|321&4|305&5|304&3|286&3|683&3|289&4|262&5;995&3|327&4|1022&3|323&2;874&3|303&4|307&4|268&4|302&5|321&4|305&5|304&3|286&3|683&3|289&4|262&5|995&3|327&4|1022&3|323&2
873&3|900&1|749&2|882&1|750&3|678&1|1233&1|1430&1|310&5|748&4|262&1|288&5;891&2|302&5|242&3|691&1;873&3|900&1|749&2|882&1|750&3|678&1|1233&1|1430&1|310&5|748&4|262&1|288&5|891&2|302&5|242&3|691&1
650&3|94&1|56&4|89&5|154&5|507&3|96&2|81&5|318&4|382&4|32&4|64&5;246&3|272&4|923&3|285&4;650&3|94&1|56&4|89&5|154&5|507&3|96&2|81&5|318&4|382&4|32&4|64&5|246&3|272&4|923&3|285&4
530&4|127&5|241&2|479&3|1045&2|580&4|205&3|216&3|173&5|7&3|732&3|274&2;837&4|383&1|631&2|1412&2;530&4|127&5|241&2|479&3|1045&2|580&4|205&3|216&3|173&5|7&3|732&3|274&2|837&4|383&1|631&2|1412&2
294&3|322&4|268&4|289&2|325&4|286&2|323&2|304&3|321&2|687&2|748&1|288&3;245&2|991&3|989&2|678&3;294&3|322&4|268&4|289&2|325&4|286&2|323&2|304&3|321&2|687&2|748&1|288&3|245&2|991&3|989&2|678&3
288&3|262&5|333&4|286&4|875&4|332&4|327&5|270&4|294&5|748&4|300&4|312&3;872&5|313&5|346&5|264&5;288&3|262&5|333&4|286&4|875&4|332&4|327&5|270&4|294&5|748&4|300&4|312&3|872&5|313&5|346&5|264&5
1073&2|77&4|185&5|573&4|176&4|39&3|5&4|939&3|302&5|183&5|603&4|234&5;44&3|761&3|583&2|1217&4;1073&2|77&4|185&5|573&4|176&4|39&3|5&4|939&3|302&5|183&5|603&4|234&5|44&3|761&3|583&2|1217&4
69&4|969&4|1028&3|28&4|926&2|132&4|135&5|4&4|501&4|423&5|211&5|290&4;167&4|94&4|49&3|73&5;69&4|969&4|1028&3|28&4|926&2|132&4|135&5|4&4|501&4|423&5|211&5|290&4|167&4|94&4|49&3|73&5
143&4|722&4|582&5|186&5|174&4|427&4|493&5|43&4|95&4|209&5|561&5|88&4;1040&2|89&5|218&5|86&5;143&4|722&4|582&5|186&5|174&4|427&4|493&5|43&4|95&4|209&5|561&5|88&4|1040&2|89&5|218&5|86&5
813&4|301&4|289&3|319&4|300&4|1171&3|124&5|9&5|286&4|476&4|100&3|1137&3;277&1|924&1|13&4|284&3;813&4|301&4|289&3|319&4|300&4|1171&3|124&5|9&5|286&4|476&4|100&3|1137&3|277&1|924&1|13&4|284&3
313&5|294&3|322&5|323&5|258&4|347&5|984&5|288&3|300&5|346&1|748&2|751&4;243&3|894&4|343&4|688&3;313&5|294&3|322&5|323&5|258&4|347&5|984&5|288&3|300&5|346&1|748&2|751&4|243&3|894&4|343&4|688&3
476&4|250&5|505&4|12&5|45&4|928&4|265&5|633&5|89&5|1009&4|480&5|413&4;99&4|467&4|423&4|60&5;476&4|250&5|505&4|12&5|45&4|928&4|265&5|633&5|89&5|1009&4|480&5|413&4|99&4|467&4|423&4|60&5
392&4|213&5|332&4|813&4|616&2|628&4|717&3|741&4|1259&3|924&4|137&5|473&3;338&1|1170&3|727&5|209&4;392&4|213&5|332&4|813&4|616&2|628&4|717&3|741&4|1259&3|924&4|137&5|473&3|338&1|1170&3|727&5|209&4
237&2|318&4|699&4|477&4|708&3|246&4|1&4|7&3|125&3|1197&4|280&1|196&4;514&4|8&5|367&3|157&5;237&2|318&4|699&4|477&4|708&3|246&4|1&4|7&3|125&3|1197&4|280&1|196&4|514&4|8&5|367&3|157&5
326&2|302&4|322&3|358&1|328&3|294&2|259&3|873&3|301&1|292&4|748&2|879&4;887&2|688&3|678&4|299&4;326&2|302&4|322&3|358&1|328&3|294&2|259&3|873&3|301&1|292&4|748&2|879&4|887&2|688&3|678&4|299&4
306&3|1258&2|326&2|511&4|295&3|137&2|285&4|324&2|332&3|292&4|539&2|879&2;519&5|268&5|187&5|900&4;306&3|1258&2|326&2|511&4|295&3|137&2|285&4|324&2|332&3|292&4|539&2|879&2|519&5|268&5|187&5|900&4
382&5|289&5|14&4|116&4|582&2|10&3|70&4|179&1|286&4|531&4|45&5|463&3;1148&3|26&3|20&4|949&4;382&5|289&5|14&4|116&4|582&2|10&3|70&4|179&1|286&4|531&4|45&5|463&3|1148&3|26&3|20&4|949&4
476&3|269&3|880&5|257&4|25&3|298&3|93&4|1160&5|301&5|255&4|813&2|327&1;237&5|871&3|1047&1|412&4;476&3|269&3|880&5|257&4|25&3|298&3|93&4|1160&5|301&5|255&4|813&2|327&1|237&5|871&3|1047&1|412&4
306&4|321&3|311&4|276&4|150&4|100&4|20&3|14&4|302&5|137&4|340&3|313&3;182&4|521&5|654&5|191&4;306&4|321&3|311&4|276&4|150&4|100&4|20&3|14&4|302&5|137&4|340&3|313&3|182&4|521&5|654&5|191&4
60&3|258&4|135&5|1052&1|507&4|1414&2|186&3|831&2|326&3|1193&4|797&3|373&3;93&3|1418&4|591&4|264&3;60&3|258&4|135&5|1052&1|507&4|1414&2|186&3|831&2|326&3|1193&4|797&3|373&3|93&3|1418&4|591&4|264&3
428&4|393&4|655&4|1017&3|615&4|70&4|306&5|603&5|523&4|182&3|787&3|300&3;740&4|237&3|1120&4|1028&3;428&4|393&4|655&4|1017&3|615&4|70&4|306&5|603&5|523&4|182&3|787&3|300&3|740&4|237&3|1120&4|1028&3
294&5|678&2|358&1|323&2|333&5|245&3|269&3|271&4|313&4|343&5|260&1|307&3;175&2|12&5|644&3|39&1;294&5|678&2|358&1|323&2|333&5|245&3|269&3|271&4|313&4|343&5|260&1|307&3|175&2|12&5|644&3|39&1
679&5|313&5|122&5|983&2|1047&3|323&5|550&5|235&3|294&5|696&3|1188&5|845&3;227&5|684&5|431&5|333&5;679&5|313&5|122&5|983&2|1047&3|323&5|550&5|235&3|294&5|696&3|1188&5|845&3|227&5|684&5|431&5|333&5
569&2|1419&2|105&2|19&4|79&4|590&2|450&2|652&5|100&4|510&3|33&4|183&4;395&4|725&3|204&3|545&3;569&2|1419&2|105&2|19&4|79&4|590&2|450&2|652&5|100&4|510&3|33&4|183&4|395&4|725&3|204&3|545&3
313&5|264&3|681&2|294&4|307&4|873&2|286&3|258&3|243&2|260&3|895&2|678&2;50&3|181&3|25&2|471&4;313&5|264&3|681&2|294&4|307&4|873&2|286&3|258&3|243&2|260&3|895&2|678&2|50&3|181&3|25&2|471&4
