state;action_reward;n_state
709&5|154&3|99&3|511&5|127&5|9&5|528&3|190&4|191&5|496&4|427&4|144&4;69&4|56&4|433&4|14&2|1101&4|181&4|201&3|202&3|640&4|181&4;709&5|154&3|99&3|511&5|127&5|9&5|528&3|190&4|191&5|496&4|427&4|144&4|69&4|56&4|433&4|14&2|1101&4|181&4|201&3|202&3|640&4|181&4
922&5|160&5|288&3|772&1|479&3|182&4|181&2|237&2|269&4|171&3|124&3|607&3;203&5|121&2|53&4|121&2|538&1|447&3|554&3|652&5|121&2|77&2;922&5|160&5|288&3|772&1|479&3|182&4|181&2|237&2|269&4|171&3|124&3|607&3|203&5|121&2|53&4|121&2|538&1|447&3|554&3|652&5|121&2|77&2
690&4|682&4|751&4|288&5|294&5|339&5|873&5|322&3|333&5|304&5|268&1|313&5;271&3|879&4|678&4|892&4|678&4|338&3|892&4|688&4|689&4|689&4;690&4|682&4|751&4|288&5|294&5|339&5|873&5|322&3|333&5|304&5|268&1|313&5|271&3|879&4|678&4|892&4|678&4|338&3|892&4|688&4|689&4|689&4
243&3|323&3|845&4|248&5|409&4|820&3|50&5|1094&2|833&4|204&4|109&4|271&3;1073&3|295&5|763&5|64&5|763&5|1073&3|100&5|173&5|222&5|318&5;243&3|323&3|845&4|248&5|409&4|820&3|50&5|1094&2|833&4|204&4|109&4|271&3|1073&3|295&5|763&5|64&5|763&5|1073&3|100&5|173&5|222&5|318&5
82&4|143&5|71&4|282&5|471&5|127&4|195&4|172&4|50&4|96&4|200&1|753&5;204&5|88&5|735&5|97&5|402&5|88&5|88&5|204&5|191&5|318&5;82&4|143&5|71&4|282&5|471&5|127&4|195&4|172&4|50&4|96&4|200&1|753&5|204&5|88&5|735&5|97&5|402&5|88&5|88&5|204&5|191&5|318&5
127&5|1086&4|408&4|9&3|50&5|766&4|276&2|16&4|321&4|813&5|14&3|251&5;242&4|333&2|242&4|269&2|1105&2|1105&2|1105&2|269&2|271&2|688&1;127&5|1086&4|408&4|9&3|50&5|766&4|276&2|16&4|321&4|813&5|14&3|251&5|242&4|333&2|242&4|269&2|1105&2|1105&2|1105&2|269&2|271&2|688&1
134&5|8&5|98&4|523&4|511&4|318&5|357&5|526&5|200&3|679&3|485&3|79&5;864&3|151&3|23&4|864&3|276&2|152&3|197&4|23&4|23&4|274&3;134&5|8&5|98&4|523&4|511&4|318&5|357&5|526&5|200&3|679&3|485&3|79&5|864&3|151&3|23&4|864&3|276&2|152&3|197&4|23&4|23&4|274&3
50&4|79&3|419&5|317&3|288&3|187&4|480&5|162&5|315&4|477&2|699&2|751&4;427&5|755&5|527&4|427&5|203&4|66&3|66&3|203&4|66&3|66&3;50&4|79&3|419&5|317&3|288&3|187&4|480&5|162&5|315&4|477&2|699&2|751&4|427&5|755&5|527&4|427&5|203&4|66&3|66&3|203&4|66&3|66&3
100&4|988&3|50&5|294&4|301&4|1&4|328&4|13&5|275&5|181&5|885&2|117&3;742&4|1014&3|151&5|597&2|151&5|151&5|742&4|151&5|151&5|597&2;100&4|988&3|50&5|294&4|301&4|1&4|328&4|13&5|275&5|181&5|885&2|117&3|742&4|1014&3|151&5|597&2|151&5|151&5|742&4|151&5|151&5|597&2
268&4|321&4|683&3|304&3|874&3|288&2|269&4|262&5|289&4|306&4|302&5|322&2;1022&3|323&2|301&4|323&2|323&2|327&4|1022&3|323&2|301&4|301&4;268&4|321&4|683&3|304&3|874&3|288&2|269&4|262&5|289&4|306&4|302&5|322&2|1022&3|323&2|301&4|323&2|323&2|327&4|1022&3|323&2|301&4|301&4
362&1|990&1|310&5|359&1|1176&1|288&5|896&4|678&1|1233&1|300&1|1022&1|309&2;340&3|302&5|1395&1|891&2|361&1|1127&4|340&3|360&1|302&5|360&1;362&1|990&1|310&5|359&1|1176&1|288&5|896&4|678&1|1233&1|300&1|1022&1|309&2|340&3|302&5|1395&1|891&2|361&1|1127&4|340&3|360&1|302&5|360&1
183&4|514&4|1149&4|480&4|59&5|475&4|1073&4|152&3|268&3|89&5|12&5|206&3;202&2|255&2|269&4|923&3|202&2|272&4|269&4|255&2|683&2|180&4;183&4|514&4|1149&4|480&4|59&5|475&4|1073&4|152&3|268&3|89&5|12&5|206&3|202&2|255&2|269&4|923&3|202&2|272&4|269&4|255&2|683&2|180&4
172&3|180&3|235&2|193&4|1091&3|205&3|1093&3|550&3|196&3|661&5|136&5|191&4;449&1|629&3|1058&2|125&2|542&3|542&3|88&3|232&2|125&2|159&3;172&3|180&3|235&2|193&4|1091&3|205&3|1093&3|550&3|196&3|661&5|136&5|191&4|449&1|629&3|1058&2|125&2|542&3|542&3|88&3|232&2|125&2|159&3
687&2|268&4|322&4|323&2|325&4|319&2|243&1|748&1|288&3|292&3|321&2|304&3;989&2|989&2|991&3|245&2|989&2|678&3|989&2|678&3|991&3|989&2;687&2|268&4|322&4|323&2|325&4|319&2|243&1|748&1|288&3|292&3|321&2|304&3|989&2|989&2|991&3|245&2|989&2|678&3|989&2|678&3|991&3|989&2
271&3|262&5|270&4|300&4|748&4|325&1|751&3|333&4|332&4|286&4|245&4|294&5;264&5|264&5|313&5|346&5|346&5|264&5|264&5|264&5|264&5|264&5;271&3|262&5|270&4|300&4|748&4|325&1|751&3|333&4|332&4|286&4|245&4|294&5|264&5|264&5|313&5|346&5|346&5|264&5|264&5|264&5|264&5|264&5
684&4|770&3|566&4|39&3|233&4|603&4|218&3|773&3|525&4|302&5|234&5|573&4;1217&4|44&3|1217&4|1046&2|1046&2|44&3|356&4|583&2|583&2|583&2;684&4|770&3|566&4|39&3|233&4|603&4|218&3|773&3|525&4|302&5|234&5|573&4|1217&4|44&3|1217&4|1046&2|1046&2|44&3|356&4|583&2|583&2|583&2
392&3|763&2|79&4|28&4|205&4|523&4|180&4|465&4|197&5|127&5|655&5|188&3;629&3|15&4|73&5|15&4|751&4|44&3|105&3|222&4|629&3|755&3;392&3|763&2|79&4|28&4|205&4|523&4|180&4|465&4|197&5|127&5|655&5|188&3|629&3|15&4|73&5|15&4|751&4|44&3|105&3|222&4|629&3|755&3
1503&2|183&1|142&4|570&3|417&5|965&4|559&4|232&3|94&4|357&4|158&4|208&5;461&5|1028&5|86&5|196&5|134&5|89&5|196&5|67&4|1297&4|435&5;1503&2|183&1|142&4|570&3|417&5|965&4|559&4|232&3|94&4|357&4|158&4|208&5|461&5|1028&5|86&5|196&5|134&5|89&5|196&5|67&4|1297&4|435&5
121&2|319&4|289&3|476&4|300&4|124&5|301&4|100&3|222&2|813&4|1171&3|286&4;284&3|284&3|284&3|284&3|284&3|13&4|284&3|924&1|277&1|924&1;121&2|319&4|289&3|476&4|300&4|124&5|301&4|100&3|222&2|813&4|1171&3|286&4|284&3|284&3|284&3|284&3|284&3|13&4|284&3|924&1|277&1|924&1
347&5|984&5|346&1|323&5|313&5|315&3|751&4|322&5|748&2|294&3|687&1|300&5;894&4|894&4|688&3|243&3|343&4|243&3|243&3|688&3|688&3|894&4;347&5|984&5|346&1|323&5|313&5|315&3|751&4|322&5|748&2|294&3|687&1|300&5|894&4|894&4|688&3|243&3|343&4|243&3|243&3|688&3|688&3|894&4
98&5|977&4|176&5|205&4|258&5|187&4|647&5|413&4|201&3|111&5|198&5|210&4;175&5|186&3|357&3|479&4|495&4|60&5|1110&5|59&5|180&5|1050&5;98&5|977&4|176&5|205&4|258&5|187&4|647&5|413&4|201&3|111&5|198&5|210&4|175&5|186&3|357&3|479&4|495&4|60&5|1110&5|59&5|180&5|1050&5
1260&5|506&5|93&4|831&2|562&4|111&5|829&5|655&5|982&4|492&5|255&3|1259&3;727&5|9&4|272&5|917&4|931&1|451&5|407&3|591&4|294&1|591&4;1260&5|506&5|93&4|831&2|562&4|111&5|829&5|655&5|982&4|492&5|255&3|1259&3|727&5|9&4|272&5|917&4|931&1|451&5|407&3|591&4|294&1|591&4
16&3|225&3|509&4|93&2|737&3|699&4|286&4|458&4|127&4|1&4|111&4|268&4;511&5|191&5|8&5|435&4|221&5|173&3|582&5|86&5|191&5|367&3;16&3|225&3|509&4|93&2|737&3|699&4|286&4|458&4|127&4|1&4|111&4|268&4|511&5|191&5|8&5|435&4|221&5|173&3|582&5|86&5|191&5|367&3
286&3|332&3|334&3|271&3|302&4|322&3|879&4|258&3|333&4|880&5|288&4|358&1;261&3|245&3|299&4|330&1|688&3|245&3|1025&4|299&4|678&4|678&4;286&3|332&3|334&3|271&3|302&4|322&3|879&4|258&3|333&4|880&5|288&4|358&1|261&3|245&3|299&4|330&1|688&3|245&3|1025&4|299&4|678&4|678&4
195&4|199&4|421&3|302&3|289&4|326&2|1255&2|255&3|325&3|328&3|582&3|324&2;519&5|350&3|303&3|349&2|313&5|180&5|900&4|303&3|1020&3|20&3;195&4|199&4|421&3|302&3|289&4|326&2|1255&2|255&3|325&3|328&3|582&3|324&2|519&5|350&3|303&3|349&2|313&5|180&5|900&4|303&3|1020&3|20&3
740&4|242&5|305&4|83&5|10&3|509&5|70&4|179&1|289&5|275&5|736&4|475&3;714&4|949&4|26&3|1227&4|949&4|1148&3|1227&4|20&4|714&4|737&3;740&4|242&5|305&4|83&5|10&3|509&5|70&4|179&1|289&5|275&5|736&4|475&3|714&4|949&4|26&3|1227&4|949&4|1148&3|1227&4|20&4|714&4|737&3
288&4|298&3|25&3|301&5|327&1|289&4|269&3|1160&5|813&2|323&1|476&3|294&3;871&3|1047&1|871&3|1047&1|1047&1|1047&1|1047&1|411&4|412&4|1047&1;288&4|298&3|25&3|301&5|327&1|289&4|269&3|1160&5|813&2|323&1|476&3|294&3|871&3|1047&1|871&3|1047&1|1047&1|1047&1|1047&1|411&4|412&4|1047&1
124&4|276&4|748&3|14&4|346&3|302&5|286&4|125&3|137&4|751&3|100&4|325&2;521&5|182&4|521&5|191&4|357&5|514&5|182&4|514&5|197&4|182&4;124&4|276&4|748&3|14&4|346&3|302&5|286&4|125&3|137&4|751&3|100&4|325&2|521&5|182&4|521&5|191&4|357&5|514&5|182&4|514&5|197&4|182&4
477&2|1414&2|413&3|276&4|748&2|273&4|451&5|500&4|921&3|771&2|823&4|242&4;55&4|421&4|740&3|1418&4|265&4|421&4|841&2|387&4|841&2|300&3;477&2|1414&2|413&3|276&4|748&2|273&4|451&5|500&4|921&3|771&2|823&4|242&4|55&4|421&4|740&3|1418&4|265&4|421&4|841&2|387&4|841&2|300&3
286&4|168&3|1111&4|196&4|921&4|48&4|47&3|954&3|514&4|357&5|100&5|466&3;1120&4|72&3|1028&3|4&4|517&4|381&4|235&3|451&3|934&3|13&4;286&4|168&3|1111&4|196&4|921&4|48&4|47&3|954&3|514&4|357&5|100&5|466&3|1120&4|72&3|1028&3|4&4|517&4|381&4|235&3|451&3|934&3|13&4
271&4|333&5|313&4|245&3|948&1|309&5|340&5|307&3|343&5|260&1|286&5|323&2;748&4|748&4|644&3|175&2|39&1|748&4|644&3|12&5|748&4|644&3;271&4|333&5|313&4|245&3|948&1|309&5|340&5|307&3|343&5|260&1|286&5|323&2|748&4|748&4|644&3|175&2|39&1|748&4|644&3|12&5|748&4|644&3
619&3|678&4|696&3|70&2|756&2|295&3|568&4|332&4|833&5|226&5|471&4|411&4;728&4|53&3|265&4|77&4|431&5|265&4|326&5|1090&5|552&3|566&4;619&3|678&4|696&3|70&2|756&2|295&3|568&4|332&4|833&5|226&5|471&4|411&4|728&4|53&3|265&4|77&4|431&5|265&4|326&5|1090&5|552&3|566&4
7&3|1210&4|553&2|168&5|288&2|781&3|399&4|849&2|652&5|746&5|228&3|226&3;87&3|1185&1|72&3|364&3|386&2|805&3|545&3|1415&2|780&2|765&3;7&3|1210&4|553&2|168&5|288&2|781&3|399&4|849&2|652&5|746&5|228&3|226&3|87&3|1185&1|72&3|364&3|386&2|805&3|545&3|1415&2|780&2|765&3
294&4|334&2|873&2|748&3|313&5|307&4|328&3|264&3|681&2|258&3|260&3|323&3;25&2|471&4|25&2|181&3|471&4|322&3|322&3|25&2|471&4|181&3;294&4|334&2|873&2|748&3|313&5|307&4|328&3|264&3|681&2|258&3|260&3|323&3|25&2|471&4|25&2|181&3|471&4|322&3|322&3|25&2|471&4|181&3
880&5|690&2|310&4|332&3|346&3|313&4|270&3|307&4|302&3|682&2|292&4|750&5;895&2|294&3|335&3|294&3|343&2|689&3|895&2|294&3|294&3|689&3;880&5|690&2|310&4|332&3|346&3|313&4|270&3|307&4|302&3|682&2|292&4|750&5|895&2|294&3|335&3|294&3|343&2|689&3|895&2|294&3|294&3|689&3
82&3|525&4|443&5|238&5|4&2|1014&4|58&4|403&4|214&2|552&3|742&3|91&5;140&3|629&3|105&2|90&2|1017&3|167&3|105&2|934&1|40&3|1118&5;82&3|525&4|443&5|238&5|4&2|1014&4|58&4|403&4|214&2|552&3|742&3|91&5|140&3|629&3|105&2|90&2|1017&3|167&3|105&2|934&1|40&3|1118&5
31&5|96&5|1159&5|89&5|12&5|748&4|210&5|323&3|528&4|511&5|1065&5|652&5;196&3|68&4|276&1|176&3|191&5|176&3|207&5|68&4|276&1|1154&5;31&5|96&5|1159&5|89&5|12&5|748&4|210&5|323&3|528&4|511&5|1065&5|652&5|196&3|68&4|276&1|176&3|191&5|176&3|207&5|68&4|276&1|1154&5
750&3|682&3|346&3|268&4|269&3|301&4|751&3|306&4|313&5|879&5|332&4|307&4;358&3|259&2|261&3|880&4|350&3|259&2|259&2|880&4|880&4|261&3;750&3|682&3|346&3|268&4|269&3|301&4|751&3|306&4|313&5|879&5|332&4|307&4|358&3|259&2|261&3|880&4|350&3|259&2|259&2|880&4|880&4|261&3
258&3|273&5|127&5|289&4|147&5|137&5|685&3|1016&5|515&5|508&5|117&5|286&5;1283&2|1283&2|410&4|1244&3|120&1|934&2|934&2|274&4|476&1|407&4;258&3|273&5|127&5|289&4|147&5|137&5|685&3|1016&5|515&5|508&5|117&5|286&5|1283&2|1283&2|410&4|1244&3|120&1|934&2|934&2|274&4|476&1|407&4
61&5|172&5|14&5|737&3|154&5|286&3|24&3|42&3|182&4|428&4|198&4|780&4;29&2|218&2|840&1|675&5|64&4|200&4|720&1|32&4|234&2|185&4;61&5|172&5|14&5|737&3|154&5|286&3|24&3|42&3|182&4|428&4|198&4|780&4|29&2|218&2|840&1|675&5|64&4|200&4|720&1|32&4|234&2|185&4
514&5|212&5|524&4|100&5|475&4|60&4|66&4|387&3|155&3|86&4|14&4|176&4;203&5|276&4|659&5|28&3|659&5|269&4|659&5|203&5|234&4|50&5;514&5|212&5|524&4|100&5|475&4|60&4|66&4|387&3|155&3|86&4|14&4|176&4|203&5|276&4|659&5|28&3|659&5|269&4|659&5|203&5|234&4|50&5
308&4|285&4|544&4|95&3|455&3|930&2|683&3|933&3|1057&3|977&2|222&3|246&4;983&3|1336&3|333&3|21&3|1033&4|880&3|886&3|749&3|106&3|268&4;308&4|285&4|544&4|95&3|455&3|930&2|683&3|933&3|1057&3|977&2|222&3|246&4|983&3|1336&3|333&3|21&3|1033&4|880&3|886&3|749&3|106&3|268&4
500&3|270&4|169&5|202&4|304&3|288&2|260&3|328&3|181&5|127&4|419&4|651&5;372&5|318&5|176&4|372&5|176&4|222&5|372&5|222&5|176&4|187&3;500&3|270&4|169&5|202&4|304&3|288&2|260&3|328&3|181&5|127&4|419&4|651&5|372&5|318&5|176&4|372&5|176&4|222&5|372&5|222&5|176&4|187&3
480&5|197&5|258&4|678&3|124&4|50&5|200&4|172&5|362&3|328&3|261&4|879&4;661&4|357&4|659&5|234&4|945&5|31&5|183&3|661&4|604&4|604&4;480&5|197&5|258&4|678&3|124&4|50&5|200&4|172&5|362&3|328&3|261&4|879&4|661&4|357&4|659&5|234&4|945&5|31&5|183&3|661&4|604&4|604&4
443&2|114&5|705&2|864&3|282&3|596&3|471&3|70&5|716&3|92&3|8&5|194&3;269&4|176&4|173&4|751&4|625&3|752&4|17&3|210&4|269&4|690&5;443&2|114&5|705&2|864&3|282&3|596&3|471&3|70&5|716&3|92&3|8&5|194&3|269&4|176&4|173&4|751&4|625&3|752&4|17&3|210&4|269&4|690&5
261&2|690&4|268&3|687&1|269&4|319&3|990&4|325&4|678&4|302&4|286&5|288&4;1048&5|988&2|988&2|988&2|948&4|875&3|1048&5|988&2|988&2|948&4;261&2|690&4|268&3|687&1|269&4|319&3|990&4|325&4|678&4|302&4|286&5|288&4|1048&5|988&2|988&2|988&2|948&4|875&3|1048&5|988&2|988&2|948&4
380&4|208&4|1035&3|13&3|175&4|42&5|100&4|25&4|558&4|185&3|202&4|748&2;49&2|272&4|243&2|150&3|313&5|180&3|587&4|486&3|65&3|49&2;380&4|208&4|1035&3|13&3|175&4|42&5|100&4|25&4|558&4|185&3|202&4|748&2|49&2|272&4|243&2|150&3|313&5|180&3|587&4|486&3|65&3|49&2
740&4|129&4|100&4|273&4|321&4|287&5|284&4|9&4|285&5|744&4|408&4|270&4;628&5|405&3|823&3|628&5|121&4|240&3|696&4|473&4|544&4|121&4;740&4|129&4|100&4|273&4|321&4|287&5|284&4|9&4|285&5|744&4|408&4|270&4|628&5|405&3|823&3|628&5|121&4|240&3|696&4|473&4|544&4|121&4
48&4|195&4|81&4|655&3|143&5|79&4|178&4|357&5|17&2|1048&4|151&5|68&1;282&3|616&4|739&4|40&1|137&4|219&2|282&3|111&3|392&2|15&5;48&4|195&4|81&4|655&3|143&5|79&4|178&4|357&5|17&2|1048&4|151&5|68&1|282&3|616&4|739&4|40&1|137&4|219&2|282&3|111&3|392&2|15&5
538&3|326&3|304&1|289&4|690&4|750&4|259&2|263&3|335&2|342&1|271&4|988&3;266&2|892&1|890&4|893&3|680&2|901&1|890&4|680&2|892&1|890&4;538&3|326&3|304&1|289&4|690&4|750&4|259&2|263&3|335&2|342&1|271&4|988&3|266&2|892&1|890&4|893&3|680&2|901&1|890&4|680&2|892&1|890&4
86&4|191&3|286&4|268&5|318&5|631&5|863&2|528&5|246&5|382&5|127&2|180&1;179&1|423&4|735&4|511&4|87&5|87&5|735&4|423&4|511&4|179&1;86&4|191&3|286&4|268&5|318&5|631&5|863&2|528&5|246&5|382&5|127&2|180&1|179&1|423&4|735&4|511&4|87&5|87&5|735&4|423&4|511&4|179&1
433&4|554&4|869&3|229&3|227&3|1091&2|294&4|56&5|42&4|450&3|421&4|184&4;1092&3|62&5|575&3|559&4|559&4|1028&4|550&4|158&3|29&3|122&2;433&4|554&4|869&3|229&3|227&3|1091&2|294&4|56&5|42&4|450&3|421&4|184&4|1092&3|62&5|575&3|559&4|559&4|1028&4|550&4|158&3|29&3|122&2
578&4|70&1|423&4|117&4|1012&4|418&5|143&5|95&5|54&4|1074&3|1047&4|5&4;869&4|996&4|53&1|801&3|693&3|721&5|155&5|365&3|1473&4|820&5;578&4|70&1|423&4|117&4|1012&4|418&5|143&5|95&5|54&4|1074&3|1047&4|5&4|869&4|996&4|53&1|801&3|693&3|721&5|155&5|365&3|1473&4|820&5
261&2|243&3|687&2|325&1|259&2|323&4|748&3|292&4|258&4|326&4|294&3|333&3;457&2|1025&3|681&1|457&2|681&1|330&2|457&2|881&2|1025&3|1025&3;261&2|243&3|687&2|325&1|259&2|323&4|748&3|292&4|258&4|326&4|294&3|333&3|457&2|1025&3|681&1|457&2|681&1|330&2|457&2|881&2|1025&3|1025&3
977&3|829&3|98&4|249&4|15&5|144&4|271&4|596&3|886&5|7&3|763&5|173&5;410&3|751&5|179&5|338&3|423&4|96&5|421&5|338&3|423&4|96&5;977&3|829&3|98&4|249&4|15&5|144&4|271&4|596&3|886&5|7&3|763&5|173&5|410&3|751&5|179&5|338&3|423&4|96&5|421&5|338&3|423&4|96&5
358&1|289&2|328&2|347&4|288&5|895&2|538&3|315&3|313&5|333&5|301&2|258&3;751&1|748&1|316&3|316&3|751&1|748&1|316&3|748&1|264&3|748&1;358&1|289&2|328&2|347&4|288&5|895&2|538&3|315&3|313&5|333&5|301&2|258&3|751&1|748&1|316&3|316&3|751&1|748&1|316&3|748&1|264&3|748&1
744&4|1068&2|14&4|19&5|283&3|116&5|286&4|20&5|100&5|15&3|275&4|847&4;936&5|508&5|936&5|285&5|936&5|508&5|508&5|936&5|508&5|508&5;744&4|1068&2|14&4|19&5|283&3|116&5|286&4|20&5|100&5|15&3|275&4|847&4|936&5|508&5|936&5|285&5|936&5|508&5|508&5|936&5|508&5|508&5
7&4|221&3|153&4|60&4|175&5|195&4|121&2|238&3|179&5|135&5|55&3|333&4;47&3|1218&4|307&4|338&3|50&5|343&3|11&4|92&4|960&3|1067&4;7&4|221&3|153&4|60&4|175&5|195&4|121&2|238&3|179&5|135&5|55&3|333&4|47&3|1218&4|307&4|338&3|50&5|343&3|11&4|92&4|960&3|1067&4
135&4|321&4|302&4|306&3|490&4|262&5|32&5|875&4|886&2|299&4|484&5|340&3;705&5|153&4|124&4|498&4|611&4|124&4|611&4|153&4|611&4|493&5;135&4|321&4|302&4|306&3|490&4|262&5|32&5|875&4|886&2|299&4|484&5|340&3|705&5|153&4|124&4|498&4|611&4|124&4|611&4|153&4|611&4|493&5
1396&4|582&5|8&5|666&3|45&3|558&4|65&4|643&3|213&5|59&4|1266&4|127&1;174&1|208&2|132&5|918&1|511&2|132&5|208&2|511&2|114&5|482&2;1396&4|582&5|8&5|666&3|45&3|558&4|65&4|643&3|213&5|59&4|1266&4|127&1|174&1|208&2|132&5|918&1|511&2|132&5|208&2|511&2|114&5|482&2
877&3|606&5|1048&4|1315&4|70&3|125&3|306&4|1137&4|337&4|678&3|11&4|322&3;1170&4|163&4|1041&3|229&2|1006&3|396&4|214&3|1170&4|1411&1|74&2;877&3|606&5|1048&4|1315&4|70&3|125&3|306&4|1137&4|337&4|678&3|11&4|322&3|1170&4|163&4|1041&3|229&2|1006&3|396&4|214&3|1170&4|1411&1|74&2
143&3|654&1|204&2|66&3|195&4|663&1|427&1|435&3|480&2|131&4|176&4|499&3;640&2|479&2|489&3|511&2|489&3|214&1|491&2|568&2|505&2|489&3;143&3|654&1|204&2|66&3|195&4|663&1|427&1|435&3|480&2|131&4|176&4|499&3|640&2|479&2|489&3|511&2|489&3|214&1|491&2|568&2|505&2|489&3
173&5|257&3|665&2|659&4|100&2|7&4|2&3|234&4|216&3|153&4|252&4|229&3;211&3|164&5|164&5|385&5|751&3|271&3|135&5|343&3|89&5|203&3;173&5|257&3|665&2|659&4|100&2|7&4|2&3|234&4|216&3|153&4|252&4|229&3|211&3|164&5|164&5|385&5|751&3|271&3|135&5|343&3|89&5|203&3
272&3|903&2|301&3|875&2|302&3|347&4|346&3|269&3|340&3|896&5|303&4|327&2;689&2|245&1|689&2|689&2|689&2|326&1|245&1|689&2|689&2|338&3;272&3|903&2|301&3|875&2|302&3|347&4|346&3|269&3|340&3|896&5|303&4|327&2|689&2|245&1|689&2|689&2|689&2|326&1|245&1|689&2|689&2|338&3
1&3|678&1|477&5|763&4|250&4|295&3|127&4|50&5|293&5|294&4|286&3|264&4;225&4|24&3|936&3|24&3|118&3|111&3|825&5|151&4|825&5|151&4;1&3|678&1|477&5|763&4|250&4|295&3|127&4|50&5|293&5|294&4|286&3|264&4|225&4|24&3|936&3|24&3|118&3|111&3|825&5|151&4|825&5|151&4
294&4|13&3|237&2|744&3|100&4|9&3|269&4|126&4|243&1|475&4|221&2|919&4;151&4|471&2|151&4|508&3|117&3|151&4|222&3|151&4|471&2|508&3;294&4|13&3|237&2|744&3|100&4|9&3|269&4|126&4|243&1|475&4|221&2|919&4|151&4|471&2|151&4|508&3|117&3|151&4|222&3|151&4|471&2|508&3
288&4|123&4|1012&4|259&1|7&4|100&4|50&5|275&4|323&2|471&4|1197&3|596&3;121&5|845&4|591&4|508&3|257&5|257&5|257&5|147&3|410&4|276&3;288&4|123&4|1012&4|259&1|7&4|100&4|50&5|275&4|323&2|471&4|1197&3|596&3|121&5|845&4|591&4|508&3|257&5|257&5|257&5|147&3|410&4|276&3
486&4|1142&4|492&4|510&4|10&5|194&4|195&5|320&5|602&4|228&5|628&3|79&5;423&5|488&5|523&4|462&3|169&5|1039&4|528&5|165&4|169&5|169&5;486&4|1142&4|492&4|510&4|10&5|194&4|195&5|320&5|602&4|228&5|628&3|79&5|423&5|488&5|523&4|462&3|169&5|1039&4|528&5|165&4|169&5|169&5
311&5|10&2|298&3|257&4|287&3|295&4|286&4|279&4|293&4|306&4|285&5|127&5;310&4|309&1|309&1|289&3|316&5|313&5|313&5|242&5|289&3|308&3;311&5|10&2|298&3|257&4|287&3|295&4|286&4|279&4|293&4|306&4|285&5|127&5|310&4|309&1|309&1|289&3|316&5|313&5|313&5|242&5|289&3|308&3
48&5|951&3|501&4|181&4|928&2|283&4|720&2|735&4|125&2|485&4|568&4|1074&3;167&4|918&3|245&3|370&2|155&4|1211&3|87&4|575&3|63&3|736&4;48&5|951&3|501&4|181&4|928&2|283&4|720&2|735&4|125&2|485&4|568&4|1074&3|167&4|918&3|245&3|370&2|155&4|1211&3|87&4|575&3|63&3|736&4
250&4|285&4|14&5|292&3|307&5|248&5|332&3|879&4|873&5|339&3|286&5|275&4;827&4|123&4|127&4|846&5|282&5|827&4|763&5|282&5|293&4|411&5;250&4|285&4|14&5|292&3|307&5|248&5|332&3|879&4|873&5|339&3|286&5|275&4|827&4|123&4|127&4|846&5|282&5|827&4|763&5|282&5|293&4|411&5
179&4|469&4|427&4|237&4|174&3|124&4|194&2|823&3|190&4|519&4|147&2|9&5;330&3|96&4|301&1|792&4|346&4|750&5|23&4|319&4|301&1|304&4;179&4|469&4|427&4|237&4|174&3|124&4|194&2|823&3|190&4|519&4|147&2|9&5|330&3|96&4|301&1|792&4|346&4|750&5|23&4|319&4|301&1|304&4
1010&4|475&5|86&4|224&4|60&5|531&5|275&4|381&5|129&4|258&3|165&4|286&5;405&3|936&4|151&4|245&4|936&4|237&2|237&2|245&4|313&5|1008&5;1010&4|475&5|86&4|224&4|60&5|531&5|275&4|381&5|129&4|258&3|165&4|286&5|405&3|936&4|151&4|245&4|936&4|237&2|237&2|245&4|313&5|1008&5
525&2|127&5|42&1|190&4|56&5|445&4|23&5|435&3|198&5|98&5|8&5|484&5;265&5|185&5|153&4|1232&5|1154&5|176&4|176&4|185&5|1154&5|100&5;525&2|127&5|42&1|190&4|56&5|445&4|23&5|435&3|198&5|98&5|8&5|484&5|265&5|185&5|153&4|1232&5|1154&5|176&4|176&4|185&5|1154&5|100&5
237&5|869&4|202&4|269&5|111&4|100&4|514&5|137&4|644&4|69&4|286&5|792&5;280&3|280&3|535&4|274&4|762&5|274&4|280&3|280&3|762&5|535&4;237&5|869&4|202&4|269&5|111&4|100&4|514&5|137&4|644&4|69&4|286&5|792&5|280&3|280&3|535&4|274&4|762&5|274&4|280&3|280&3|762&5|535&4
463&4|111&3|328&2|402&3|300&3|271&4|70&5|955&4|739&4|971&4|59&5|237&4;222&2|203&4|176&5|226&3|241&4|56&5|203&4|159&4|56&5|566&4;463&4|111&3|328&2|402&3|300&3|271&4|70&5|955&4|739&4|971&4|59&5|237&4|222&2|203&4|176&5|226&3|241&4|56&5|203&4|159&4|56&5|566&4
843&1|56&4|154&3|1109&2|358&3|508&4|581&2|436&4|276&5|290&3|627&2|223&4;780&3|73&3|318&5|768&3|155&2|1220&3|1033&1|755&3|1020&4|1139&2;843&1|56&4|154&3|1109&2|358&3|508&4|581&2|436&4|276&5|290&3|627&2|223&4|780&3|73&3|318&5|768&3|155&2|1220&3|1033&1|755&3|1020&4|1139&2
684&4|511&4|1044&3|216&4|710&2|568&4|317&4|223&5|789&4|549&3|386&3|204&5;63&3|473&4|161&4|1284&3|286&5|145&4|229&4|167&4|399&4|53&4;684&4|511&4|1044&3|216&4|710&2|568&4|317&4|223&5|789&4|549&3|386&3|204&5|63&3|473&4|161&4|1284&3|286&5|145&4|229&4|167&4|399&4|53&4
