state;action_reward;n_state
898&4|682&1|539&4|1176&4|750&5|1105&3|270&1|258&1|310&3|304&3|990&4|1394&5;294&5|328&3|292&4|289&5;898&4|682&1|539&4|1176&4|750&5|1105&3|270&1|258&1|310&3|304&3|990&4|1394&5|294&5|328&3|292&4|289&5
144&4|426&3|188&3|751&3|227&4|241&3|546&3|24&4|574&3|326&3|248&4|449&3;161&3|101&4|125&2|204&4;144&4|426&3|188&3|751&3|227&4|241&3|546&3|24&4|574&3|326&3|248&4|449&3|161&3|101&4|125&2|204&4
13&2|258&3|323&4|682&4|300&4|286&4|295&4|294&4|313&5|678&3|50&5|328&5;276&3|181&4|222&3|123&2;13&2|258&3|323&4|682&4|300&4|286&4|295&4|294&4|313&5|678&3|50&5|328&5|276&3|181&4|222&3|123&2
302&5|332&3|515&5|127&4|294&1|276&4|268&2|306&5|292&2|286&4|285&4|242&5;995&1|322&3|690&3|301&3;302&5|332&3|515&5|127&4|294&1|276&4|268&2|306&5|292&2|286&4|285&4|242&5|995&1|322&3|690&3|301&3
181&4|173&4|82&2|403&4|203&1|69&5|1&5|91&4|408&5|114&4|283&4|707&4;762&2|873&3|243&3|294&4;181&4|173&4|82&2|403&4|203&1|69&5|1&5|91&4|408&5|114&4|283&4|707&4|762&2|873&3|243&3|294&4
195&4|301&4|174&5|294&4|661&3|496&4|12&4|886&3|50&5|288&3|269&5|423&2;318&4|1050&3|152&4|183&5;195&4|301&4|174&5|294&4|661&3|496&4|12&4|886&3|50&5|288&3|269&5|423&2|318&4|1050&3|152&4|183&5
1117&3|97&3|431&3|23&4|64&4|214&4|93&3|203&3|174&5|527&4|181&4|151&4;673&3|367&3|447&4|428&4;1117&3|97&3|431&3|23&4|64&4|214&4|93&3|203&3|174&5|527&4|181&4|151&4|673&3|367&3|447&4|428&4
292&5|702&1|116&3|1006&3|433&3|14&5|238&5|95&4|226&1|443&4|512&4|497&5;179&4|202&5|70&3|969&4;292&5|702&1|116&3|1006&3|433&3|14&5|238&5|95&4|226&1|443&4|512&4|497&5|179&4|202&5|70&3|969&4
127&4|756&2|1028&4|124&3|220&2|15&3|815&4|275&5|237&2|515&5|281&3|25&5;476&5|1061&4|1190&2|225&2;127&4|756&2|1028&4|124&3|220&2|15&3|815&4|275&5|237&2|515&5|281&3|25&5|476&5|1061&4|1190&2|225&2
192&3|199&3|83&4|654&4|205&4|221&3|482&3|1021&3|699&3|479&3|285&4|100&4;45&3|527&5|528&5|318&5;192&3|199&3|83&4|654&4|205&4|221&3|482&3|1021&3|699&3|479&3|285&4|100&4|45&3|527&5|528&5|318&5
873&2|748&3|288&4|286&5|269&4|258&3|938&1|340&4|322&3|271&2|294&4|332&3;289&4|1038&4|242&4|302&5;873&2|748&3|288&4|286&5|269&4|258&3|938&1|340&4|322&3|271&2|294&4|332&3|289&4|1038&4|242&4|302&5
48&5|413&3|56&2|218&3|183&3|558&4|98&2|234&5|441&2|444&2|200&1|164&4;184&3|670&5|447&4|201&3;48&5|413&3|56&2|218&3|183&3|558&4|98&2|234&5|441&2|444&2|200&1|164&4|184&3|670&5|447&4|201&3
347&2|300&4|270&3|307&4|289&1|312&2|879&3|749&3|313&5|258&4|327&4|310&3;323&2|748&3|688&2|678&3;347&2|300&4|270&3|307&4|289&1|312&2|879&3|749&3|313&5|258&4|327&4|310&3|323&2|748&3|688&2|678&3
244&3|118&3|1017&4|123&5|50&3|325&2|475&2|9&4|742&3|596&2|148&3|508&3;978&2|930&2|925&3|286&3;244&3|118&3|1017&4|123&5|50&3|325&2|475&2|9&4|742&3|596&2|148&3|508&3|978&2|930&2|925&3|286&3
659&3|199&3|318&4|1016&3|248&3|111&4|294&1|584&3|143&4|762&2|322&2|275&4;462&4|684&4|185&4|430&2;659&3|199&3|318&4|1016&3|248&3|111&4|294&1|584&3|143&4|762&2|322&2|275&4|462&4|684&4|185&4|430&2
402&3|477&1|294&3|181&5|1014&1|288&4|1272&1|1197&3|1012&1|1&1|289&2|50&5;1152&2|205&4|282&4|840&4;402&3|477&1|294&3|181&5|1014&1|288&4|1272&1|1197&3|1012&1|1&1|289&2|50&5|1152&2|205&4|282&4|840&4
300&3|312&2|538&3|754&3|882&3|340&2|748&2|323&3|328&3|354&3|289&1|311&3;690&4|315&4|272&4|316&4;300&3|312&2|538&3|754&3|882&3|340&2|748&2|323&3|328&3|354&3|289&1|311&3|690&4|315&4|272&4|316&4
331&4|289&3|174&5|292&4|258&5|306&4|499&4|307&3|1545&4|748&2|45&4|479&5;191&3|484&3|173&5|427&5;331&4|289&3|174&5|292&4|258&5|306&4|499&4|307&3|1545&4|748&2|45&4|479&5|191&3|484&3|173&5|427&5
258&3|270&4|271&3|751&3|347&3|316&5|328&2|319&5|315&5|243&1|310&4|312&2;683&3|309&5|334&3|343&3;258&3|270&4|271&3|751&3|347&3|316&5|328&2|319&5|315&5|243&1|310&4|312&2|683&3|309&5|334&3|343&3
423&5|15&4|293&3|48&3|479&5|123&4|763&3|121&3|203&3|596&5|191&4|50&5;150&3|471&4|283&2|111&4;423&5|15&4|293&3|48&3|479&5|123&4|763&3|121&3|203&3|596&5|191&4|50&5|150&3|471&4|283&2|111&4
751&4|457&2|181&4|1&4|121&4|15&4|1047&3|476&3|294&3|275&4|742&4|405&4;257&4|25&4|237&4|127&4;751&4|457&2|181&4|1&4|121&4|15&4|1047&3|476&3|294&3|275&4|742&4|405&4|257&4|25&4|237&4|127&4
431&3|258&4|40&4|229&3|313&5|423&4|249&4|109&4|108&3|114&4|172&4|541&3;449&2|165&1|82&3|25&3;431&3|258&4|40&4|229&3|313&5|423&4|249&4|109&4|108&3|114&4|172&4|541&3|449&2|165&1|82&3|25&3
269&3|156&5|914&3|89&5|525&4|197&3|208&2|653&3|96&4|82&4|302&4|509&2;172&5|164&4|427&4|219&3;269&3|156&5|914&3|89&5|525&4|197&3|208&2|653&3|96&4|82&4|302&4|509&2|172&5|164&4|427&4|219&3
272&5|300&5|332&4|322&4|289&4|269&5|315&5|301&4|259&4|331&4|877&5|338&4;329&3|1313&4|344&3|343&2;272&5|300&5|332&4|322&4|289&4|269&5|315&5|301&4|259&4|331&4|877&5|338&4|329&3|1313&4|344&3|343&2
8&4|56&5|252&3|925&3|412&2|1014&3|4&5|231&4|1291&2|1025&2|588&4|174&5;338&3|1258&3|527&5|272&5;8&4|56&5|252&3|925&3|412&2|1014&3|4&5|231&4|1291&2|1025&2|588&4|174&5|338&3|1258&3|527&5|272&5
290&4|227&4|692&5|739&4|483&5|143&3|239&4|642&3|128&5|121&4|988&4|108&3;552&4|401&2|1260&3|554&2;290&4|227&4|692&5|739&4|483&5|143&3|239&4|642&3|128&5|121&4|988&4|108&3|552&4|401&2|1260&3|554&2
182&2|200&2|211&4|641&4|610&4|659&4|671&4|836&3|504&4|474&4|601&3|483&5;185&5|633&4|655&4|646&3;182&2|200&2|211&4|641&4|610&4|659&4|671&4|836&3|504&4|474&4|601&3|483&5|185&5|633&4|655&4|646&3
69&5|304&3|52&3|568&4|778&4|50&5|584&5|143&5|8&5|510&4|318&5|283&3;570&3|640&4|1030&3|755&4;69&5|304&3|52&3|568&4|778&4|50&5|584&5|143&5|8&5|510&4|318&5|283&3|570&3|640&4|1030&3|755&4
326&4|379&4|217&5|334&4|98&5|201&5|561&4|200&4|551&3|665&5|441&3|333&4;448&4|567&4|145&3|564&2;326&4|379&4|217&5|334&4|98&5|201&5|561&4|200&4|551&3|665&5|441&3|333&4|448&4|567&4|145&3|564&2
498&4|634&4|479&5|483&5|89&4|194&5|1099&5|133&3|650&5|659&3|923&5|186&1;1245&5|304&1|208&3|589&3;498&4|634&4|479&5|483&5|89&4|194&5|1099&5|133&3|650&5|659&3|923&5|186&1|1245&5|304&1|208&3|589&3
132&4|504&3|185&4|968&4|168&5|89&4|648&3|523&3|229&3|419&3|136&3|95&3;396&2|90&1|568&2|559&4;132&4|504&3|185&4|968&4|168&5|89&4|648&3|523&3|229&3|419&3|136&3|95&3|396&2|90&1|568&2|559&4
633&3|102&2|143&4|55&4|250&5|202&4|427&3|204&4|756&3|530&5|520&5|50&5;216&1|298&2|230&2|434&4;633&3|102&2|143&4|55&4|250&5|202&4|427&3|204&4|756&3|530&5|520&5|50&5|216&1|298&2|230&2|434&4
802&3|364&3|728&2|135&4|930&2|195&4|185&3|71&3|1079&3|435&4|40&3|123&3;955&3|583&4|746&3|484&4;802&3|364&3|728&2|135&4|930&2|195&4|185&3|71&3|1079&3|435&4|40&3|123&3|955&3|583&4|746&3|484&4
118&4|275&3|1008&2|742&4|1047&3|281&4|14&3|934&2|988&1|1049&2|1084&2|473&2;315&5|547&4|258&4|333&4;118&4|275&3|1008&2|742&4|1047&3|281&4|14&3|934&2|988&1|1049&2|1084&2|473&2|315&5|547&4|258&4|333&4
132&5|55&3|657&4|23&5|508&4|298&2|11&4|772&4|133&4|5&3|506&4|642&5;380&3|415&3|573&3|411&2;132&5|55&3|657&4|23&5|508&4|298&2|11&4|772&4|133&4|5&3|506&4|642&5|380&3|415&3|573&3|411&2
431&5|89&4|385&5|399&3|222&3|233&4|546&3|231&2|183&4|403&4|172&5|24&4;64&4|506&3|157&4|208&4;431&5|89&4|385&5|399&3|222&3|233&4|546&3|231&2|183&4|403&4|172&5|24&4|64&4|506&3|157&4|208&4
846&2|411&4|237&4|13&3|25&2|696&2|284&1|1382&3|15&1|298&3|276&4|315&3;310&4|412&5|253&4|1014&4;846&2|411&4|237&4|13&3|25&2|696&2|284&1|1382&3|15&1|298&3|276&4|315&3|310&4|412&5|253&4|1014&4
1059&5|310&4|1014&1|535&3|1028&2|819&3|257&3|255&2|355&3|249&1|1038&2|763&2;833&5|117&1|832&5|1&4;1059&5|310&4|1014&1|535&3|1028&2|819&3|257&3|255&2|355&3|249&1|1038&2|763&2|833&5|117&1|832&5|1&4
523&5|792&4|487&5|1006&1|64&5|606&5|31&3|10&5|506&4|26&3|56&4|44&4;775&2|805&4|402&3|13&3;523&5|792&4|487&5|1006&1|64&5|606&5|31&3|10&5|506&4|26&3|56&4|44&4|775&2|805&4|402&3|13&3
276&3|178&5|86&4|317&4|9&4|64&3|641&5|205&3|124&3|58&4|528&4|655&3;772&3|318&4|646&4|22&3;276&3|178&5|86&4|317&4|9&4|64&3|641&5|205&3|124&3|58&4|528&4|655&3|772&3|318&4|646&4|22&3
250&4|257&3|151&4|248&5|326&4|323&3|150&5|1049&2|1&3|890&2|336&3|458&3;282&1|815&4|117&4|742&3;250&4|257&3|151&4|248&5|326&4|323&3|150&5|1049&2|1&3|890&2|336&3|458&3|282&1|815&4|117&4|742&3
995&1|329&4|259&2|294&4|887&3|683&1|307&3|873&3|938&3|269&4|343&1|331&3;338&3|948&1|351&1|266&1;995&1|329&4|259&2|294&4|887&3|683&1|307&3|873&3|938&3|269&4|343&1|331&3|338&3|948&1|351&1|266&1
294&3|926&3|538&4|815&2|845&3|121&4|286&5|125&3|257&4|300&4|1190&3|237&3;252&3|255&3|458&4|476&3;294&3|926&3|538&4|815&2|845&3|121&4|286&5|125&3|257&4|300&4|1190&3|237&3|252&3|255&3|458&4|476&3
194&3|318&3|238&5|433&5|955&4|490&4|1103&5|45&5|1063&1|425&5|1012&4|584&5;405&2|491&4|741&2|347&3;194&3|318&3|238&5|433&5|955&4|490&4|1103&5|45&5|1063&1|425&5|1012&4|584&5|405&2|491&4|741&2|347&3
69&3|191&4|22&4|934&1|479&4|127&4|429&5|185&4|228&5|148&3|50&5|198&4;365&3|140&1|921&5|419&4;69&3|191&4|22&4|934&1|479&4|127&4|429&5|185&4|228&5|148&3|50&5|198&4|365&3|140&1|921&5|419&4
790&1|67&1|186&4|658&5|12&2|733&5|204&3|694&5|156&5|121&5|213&5|69&4;684&5|631&5|1046&2|660&5;790&1|67&1|186&4|658&5|12&2|733&5|204&3|694&5|156&5|121&5|213&5|69&4|684&5|631&5|1046&2|660&5
287&4|1&3|268&4|696&5|591&3|282&4|405&3|751&2|237&5|289&4|246&4|25&4;150&5|740&5|628&5|476&5;287&4|1&3|268&4|696&5|591&3|282&4|405&3|751&2|237&5|289&4|246&4|25&4|150&5|740&5|628&5|476&5
288&5|292&5|874&5|326&5|270&5|984&5|1025&5|690&5|330&5|305&5|300&5|1296&5;294&4|8&2|845&5|168&4;288&5|292&5|874&5|326&5|270&5|984&5|1025&5|690&5|330&5|305&5|300&5|1296&5|294&4|8&2|845&5|168&4
292&5|242&5|332&5|324&5|310&4|294&1|288&2|690&4|1024&5|312&4|286&5|329&5;289&1|245&4|299&5|899&5;292&5|242&5|332&5|324&5|310&4|294&1|288&2|690&4|1024&5|312&4|286&5|329&5|289&1|245&4|299&5|899&5
524&3|391&2|1025&2|650&3|144&3|405&2|79&2|1240&2|260&2|1228&1|98&4|29&1;1052&2|778&3|734&2|476&3;524&3|391&2|1025&2|650&3|144&3|405&2|79&2|1240&2|260&2|1228&1|98&4|29&1|1052&2|778&3|734&2|476&3
476&3|1142&3|126&4|508&4|117&3|235&5|7&2|289&2|9&4|286&2|288&2|293&3;411&3|756&4|405&2|1134&2;476&3|1142&3|126&4|508&4|117&3|235&5|7&2|289&2|9&4|286&2|288&2|293&3|411&3|756&4|405&2|1134&2
1&4|282&4|127&4|121&4|286&5|924&4|125&4|148&3|515&5|237&3|744&4|245&3;118&2|508&2|827&2|546&2;1&4|282&4|127&4|121&4|286&5|924&4|125&4|148&3|515&5|237&3|744&4|245&3|118&2|508&2|827&2|546&2
257&5|250&1|1&2|288&5|117&4|109&2|123&3|845&4|246&4|313&4|7&2|3&3;763&5|405&4|108&3|678&4;257&5|250&1|1&2|288&5|117&4|109&2|123&3|845&4|246&4|313&4|7&2|3&3|763&5|405&4|108&3|678&4
748&4|891&5|270&5|319&2|1243&5|272&3|350&4|326&5|334&5|881&4|313&5|300&3;362&5|1105&5|322&4|882&5;748&4|891&5|270&5|319&2|1243&5|272&3|350&4|326&5|334&5|881&4|313&5|300&3|362&5|1105&5|322&4|882&5
405&3|222&5|323&5|181&5|121&5|117&5|841&4|546&4|763&3|127&4|50&5|257&4;265&5|435&5|210&5|739&5;405&3|222&5|323&5|181&5|121&5|117&5|841&4|546&4|763&3|127&4|50&5|257&4|265&5|435&5|210&5|739&5
174&4|179&5|480&5|656&4|638&3|163&4|463&5|81&4|492&5|511&4|663&4|419&5;493&5|117&3|503&4|1065&5;174&4|179&5|480&5|656&4|638&3|163&4|463&5|81&4|492&5|511&4|663&4|419&5|493&5|117&3|503&4|1065&5
183&3|450&3|1066&3|265&4|28&4|418&3|1091&2|230&3|99&3|523&4|588&3|501&3;434&3|416&3|199&4|470&3;183&3|450&3|1066&3|265&4|28&4|418&3|1091&2|230&3|99&3|523&4|588&3|501&3|434&3|416&3|199&4|470&3
117&4|92&3|3&1|97&3|423&3|731&3|159&4|421&4|222&2|588&4|234&3|275&3;1060&4|55&5|178&5|753&2;117&4|92&3|3&1|97&3|423&3|731&3|159&4|421&4|222&2|588&4|234&3|275&3|1060&4|55&5|178&5|753&2
990&5|304&4|303&5|881&5|258&4|300&4|989&5|263&5|292&2|302&4|938&5|268&5;680&5|688&5|245&5|874&5;990&5|304&4|303&5|881&5|258&4|300&4|989&5|263&5|292&2|302&4|938&5|268&5|680&5|688&5|245&5|874&5
82&1|935&3|13&1|631&5|433&5|258&5|269&5|215&5|568&1|132&5|4&4|347&1;855&5|223&5|1014&3|906&4;82&1|935&3|13&1|631&5|433&5|258&5|269&5|215&5|568&1|132&5|4&4|347&1|855&5|223&5|1014&3|906&4
9&4|685&4|264&3|294&4|245&3|591&5|276&5|293&4|291&4|546&4|689&3|1&3;823&4|1277&5|829&4|125&4;9&4|685&4|264&3|294&4|245&3|591&5|276&5|293&4|291&4|546&4|689&3|1&3|823&4|1277&5|829&4|125&4
1018&3|202&4|1135&3|639&4|640&4|919&3|116&4|25&3|300&4|175&5|120&3|93&4;83&4|129&4|821&2|546&4;1018&3|202&4|1135&3|639&4|640&4|919&3|116&4|25&3|300&4|175&5|120&3|93&4|83&4|129&4|821&2|546&4
705&1|603&3|203&4|692&3|210&4|181&5|485&1|173&5|184&3|132&4|134&2|496&4;64&4|144&5|679&3|83&5;705&1|603&3|203&4|692&3|210&4|181&5|485&1|173&5|184&3|132&4|134&2|496&4|64&4|144&5|679&3|83&5
67&1|79&4|199&4|405&4|232&3|99&4|449&2|426&3|403&5|55&3|175&4|203&4;54&4|28&4|378&3|380&3;67&1|79&4|199&4|405&4|232&3|99&4|449&2|426&3|403&5|55&3|175&4|203&4|54&4|28&4|378&3|380&3
181&5|350&4|288&3|322&2|333&5|124&4|346&5|895&4|147&1|28&4|315&3|243&1;176&5|89&3|7&4|463&3;181&5|350&4|288&3|322&2|333&5|124&4|346&5|895&4|147&1|28&4|315&3|243&1|176&5|89&3|7&4|463&3
176&4|705&3|523&3|525&4|56&2|433&3|494&3|210&3|195&4|835&5|50&4|31&3;650&5|100&4|423&4|170&4;176&4|705&3|523&3|525&4|56&2|433&3|494&3|210&3|195&4|835&5|50&4|31&3|650&5|100&4|423&4|170&4
210&2|475&4|498&4|200&2|183&3|480&4|164&1|16&1|434&5|137&5|95&2|1203&5;240&1|1232&1|105&3|961&4;210&2|475&4|498&4|200&2|183&3|480&4|164&1|16&1|434&5|137&5|95&2|1203&5|240&1|1232&1|105&3|961&4
333&4|275&4|300&4|259&2|282&4|301&1|323&3|245&4|286&3|307&4|748&3|879&3;395&3|125&2|96&4|257&2;333&4|275&4|300&4|259&2|282&4|301&1|323&3|245&4|286&3|307&4|748&3|879&3|395&3|125&2|96&4|257&2
286&4|258&4|472&3|535&1|950&2|181&3|125&5|276&1|1009&5|111&4|250&2|476&3;278&3|1049&1|926&1|845&4;286&4|258&4|472&3|535&1|950&2|181&3|125&5|276&1|1009&5|111&4|250&2|476&3|278&3|1049&1|926&1|845&4
176&5|294&3|100&4|50&5|153&3|181&4|174&3|186&5|127&5|589&4|7&2|283&1;1&3|257&3|928&3|117&5;176&5|294&3|100&4|50&5|153&3|181&4|174&3|186&5|127&5|589&4|7&2|283&1|1&3|257&3|928&3|117&5
1&1|333&5|989&2|292&4|261&3|50&3|300&2|427&4|286&4|100&5|681&3|258&2;276&2|15&4|840&4|151&2;1&1|333&5|989&2|292&4|261&3|50&3|300&2|427&4|286&4|100&5|681&3|258&2|276&2|15&4|840&4|151&2
1435&2|1446&4|418&4|746&4|280&2|72&3|90&3|781&2|49&4|121&5|181&5|748&5;463&3|1119&3|465&4|140&4;1435&2|1446&4|418&4|746&4|280&2|72&3|90&3|781&2|49&4|121&5|181&5|748&5|463&3|1119&3|465&4|140&4
276&2|286&2|1010&5|15&2|125&2|324&5|1084&5|9&4|246&3|100&2|319&5|124&1;1008&5|123&4|823&3|253&5;276&2|286&2|1010&5|15&2|125&2|324&5|1084&5|9&4|246&3|100&2|319&5|124&1|1008&5|123&4|823&3|253&5
197&4|152&2|511&5|238&5|513&4|193&3|283&4|214&4|28&3|498&4|200&3|526&5;868&4|1149&4|181&4|11&4;197&4|152&2|511&5|238&5|513&4|193&3|283&4|214&4|28&3|498&4|200&3|526&5|868&4|1149&4|181&4|11&4
175&5|517&4|79&3|262&2|484&4|269&4|174&3|772&1|183&4|1131&3|425&2|410&3;1083&3|203&5|525&4|59&4;175&5|517&4|79&3|262&2|484&4|269&4|174&3|772&1|183&4|1131&3|425&2|410&3|1083&3|203&5|525&4|59&4
690&4|995&1|326&1|334&1|327&3|310&5|323&2|313&5|749&3|751&4|340&1|258&2;289&3|678&4|689&4|338&3;690&4|995&1|326&1|334&1|327&3|310&5|323&2|313&5|749&3|751&4|340&1|258&2|289&3|678&4|689&4|338&3
237&4|243&3|168&3|7&4|1028&3|930&2|472&1|409&4|281&4|1016&4|109&4|1093&3;1&5|588&4|257&5|744&5;237&4|243&3|168&3|7&4|1028&3|930&2|472&1|409&4|281&4|1016&4|109&4|1093&3|1&5|588&4|257&5|744&5
416&3|276&4|71&4|471&5|174&5|168&4|96&4|203&3|282&5|202&4|127&4|196&5;191&5|318&5|402&5|242&5;416&3|276&4|71&4|471&5|174&5|168&4|96&4|203&3|282&5|202&4|127&4|196&5|191&5|318&5|402&5|242&5
127&5|301&3|50&5|293&4|276&2|766&4|14&3|906&2|1&5|351&2|898&3|349&2;269&2|1105&2|271&2|333&2;127&5|301&3|50&5|293&4|276&2|766&4|14&3|906&2|1&5|351&2|898&3|349&2|269&2|1105&2|271&2|333&2
193&5|526&5|205&5|651&5|507&4|261&4|168&5|1346&3|58&4|28&4|527&5|477&4;213&3|432&4|281&3|866&3;193&5|526&5|205&5|651&5|507&4|261&4|168&5|1346&3|58&4|28&4|527&5|477&4|213&3|432&4|281&3|866&3
11&4|568&4|283&3|317&3|95&2|187&4|750&4|505&4|275&4|751&4|1&4|489&4;673&4|153&5|183&4|427&5;11&4|568&4|283&3|317&3|95&2|187&4|750&4|505&4|275&4|751&4|1&4|489&4|673&4|153&5|183&4|427&5
283&4|885&2|275&5|284&3|117&3|988&3|222&3|100&4|294&4|748&3|328&4|13&5;1014&3|597&2|742&4|151&5;283&4|885&2|275&5|284&3|117&3|988&3|222&3|100&4|294&4|748&3|328&4|13&5|1014&3|597&2|742&4|151&5
288&2|304&3|258&4|269&4|292&4|302&5|683&3|307&4|305&5|268&4|289&4|303&4;323&2|327&4|1022&3|995&3;288&2|304&3|258&4|269&4|292&4|302&5|683&3|307&4|305&5|268&4|289&4|303&4|323&2|327&4|1022&3|995&3
1175&1|294&2|1062&3|750&3|326&1|1431&1|362&1|1176&1|990&1|315&5|300&1|900&1;302&5|340&3|891&2|904&1;1175&1|294&2|1062&3|750&3|326&1|1431&1|362&1|1176&1|990&1|315&5|300&1|900&1|302&5|340&3|891&2|904&1
129&4|173&5|28&3|657&5|479&5|59&5|32&4|154&5|318&4|480&4|100&4|94&1;180&4|286&4|269&4|246&3;129&4|173&5|28&3|657&5|479&5|59&5|32&4|154&5|318&4|480&4|100&4|94&1|180&4|286&4|269&4|246&3
15&4|208&3|527&4|286&1|318&5|289&1|143&3|483&4|510&4|648&4|284&3|640&1;232&2|165&4|160&2|502&4;15&4|208&3|527&4|286&1|318&5|289&1|143&3|483&4|510&4|648&4|284&3|640&1|232&2|165&4|160&2|502&4
748&1|321&2|322&4|243&1|286&2|325&4|319&2|268&4|323&2|292&3|288&3|289&2;678&3|245&2|989&2|991&3;748&1|321&2|322&4|243&1|286&2|325&4|319&2|268&4|323&2|292&3|288&3|289&2|678&3|245&2|989&2|991&3
325&1|332&4|748&4|340&5|288&3|875&4|271&3|294&5|262&5|750&5|300&4|327&5;872&5|302&5|313&5|346&5;325&1|332&4|748&4|340&5|288&3|875&4|271&3|294&5|262&5|750&5|300&4|327&5|872&5|302&5|313&5|346&5
5&4|770&3|176&4|566&4|39&3|1073&2|233&4|684&4|185&5|288&4|443&4|183&5;356&4|761&3|583&2|1046&2;5&4|770&3|176&4|566&4|39&3|1073&2|233&4|684&4|185&5|288&4|443&4|183&5|356&4|761&3|583&2|1046&2
792&3|517&4|174&5|163&3|243&2|181&5|864&3|204&5|98&5|380&4|56&5|70&4;238&3|679&3|393&3|15&4;792&3|517&4|174&5|163&3|243&2|181&5|864&3|204&5|98&5|380&4|56&5|70&4|238&3|679&3|393&3|15&4
191&5|1503&2|357&4|226&4|504&4|737&5|60&5|385&4|965&4|997&3|118&3|1115&5;91&5|53&1|450&4|395&4;191&5|1503&2|357&4|226&4|504&4|737&5|60&5|385&4|965&4|997&3|118&3|1115&5|91&5|53&1|450&4|395&4
813&4|124&5|1010&2|14&4|289&3|319&4|1171&3|121&2|100&3|300&4|222&2|9&5;277&1|924&1|13&4|284&3;813&4|124&5|1010&2|14&4|289&3|319&4|1171&3|121&2|100&3|300&4|222&2|9&5|277&1|924&1|13&4|284&3
748&2|347&5|313&5|346&1|984&5|300&5|328&5|315&3|751&4|687&1|322&5|258&4;688&3|894&4|343&4|243&3;748&2|347&5|313&5|346&1|984&5|300&5|328&5|315&3|751&4|687&1|322&5|258&4|688&3|894&4|343&4|243&3
498&4|201&3|742&5|288&5|480&5|22&5|633&5|151&5|211&5|655&5|238&4|474&5;640&3|436&4|203&4|181&5;498&4|201&3|742&5|288&5|480&5|22&5|633&5|151&5|211&5|655&5|238&4|474&5|640&3|436&4|203&4|181&5
28&5|472&4|718&5|1052&4|322&4|282&5|755&1|23&3|742&5|977&3|105&2|879&5;410&1|209&4|354&5|348&3;28&5|472&4|718&5|1052&4|322&4|282&5|755&1|23&3|742&5|977&3|105&2|879&5|410&1|209&4|354&5|348&3
196&4|1115&3|237&2|77&3|28&4|10&4|1039&4|736&4|69&3|116&4|16&3|151&3;173&3|435&4|285&5|157&5;196&4|1115&3|237&2|77&3|28&4|10&4|1039&4|736&4|69&3|116&4|16&3|151&3|173&3|435&4|285&5|157&5
334&3|328&3|332&3|271&3|358&1|288&4|307&1|1280&4|879&4|327&3|323&3|301&1;330&1|264&3|887&2|299&4;334&3|328&3|332&3|271&3|358&1|288&4|307&1|1280&4|879&4|327&3|323&3|301&1|330&1|264&3|887&2|299&4
872&3|127&5|390&4|1039&4|324&2|895&2|322&2|302&3|195&4|340&3|603&3|7&2;20&3|1020&3|751&3|268&5;872&3|127&5|390&4|1039&4|324&2|895&2|322&2|302&3|195&4|340&3|603&3|7&2|20&3|1020&3|751&3|268&5
582&2|736&4|305&4|10&3|319&5|213&5|381&4|275&5|529&5|116&4|321&1|294&3;20&4|1148&3|26&3|547&4;582&2|736&4|305&4|10&3|319&5|213&5|381&4|275&5|529&5|116&4|321&1|294&3|20&4|1148&3|26&3|547&4
301&5|25&3|288&4|1160&5|327&1|257&4|255&4|294&3|813&2|269&3|289&4|476&3;411&4|1047&1|237&5|412&4;301&5|25&3|288&4|1160&5|327&1|257&4|255&4|294&3|813&2|269&3|289&4|476&3|411&4|1047&1|237&5|412&4
14&4|116&4|340&3|313&3|286&4|321&3|311&4|289&4|124&4|150&4|302&5|111&3;191&4|357&5|654&5|521&5;14&4|116&4|340&3|313&3|286&4|321&3|311&4|289&4|124&4|150&4|302&5|111&3|191&4|357&5|654&5|521&5
181&5|1089&4|431&3|67&2|753&3|1193&4|1014&4|234&5|1416&2|678&3|271&4|313&5;421&4|59&3|740&3|300&3;181&5|1089&4|431&3|67&2|753&3|1193&4|1014&4|234&5|1416&2|678&3|271&4|313&5|421&4|59&3|740&3|300&3
8&3|357&5|26&3|66&2|662&3|466&3|191&5|603&5|88&3|116&4|523&4|514&4;934&3|517&4|1028&3|25&4;8&3|357&5|26&3|66&2|662&3|466&3|191&5|603&5|88&3|116&4|523&4|514&4|934&3|517&4|1028&3|25&4
333&5|678&2|948&1|258&5|307&3|294&5|269&3|687&3|327&4|286&5|313&4|309&5;175&2|748&4|39&1|12&5;333&5|678&2|948&1|258&5|307&3|294&5|269&3|687&3|327&4|286&5|313&4|309&5|175&2|748&4|39&1|12&5
1011&3|181&5|895&5|1150&3|97&5|273&5|546&4|820&4|742&5|845&3|328&5|866&2;728&4|230&5|1090&5|229&5;1011&3|181&5|895&5|1150&3|97&5|273&5|546&4|820&4|742&5|845&3|328&5|866&2|728&4|230&5|1090&5|229&5
568&3|62&4|946&4|174&4|746&5|7&3|25&4|195&4|472&3|849&2|105&2|943&4;780&2|721&3|388&4|395&4;568&3|62&4|946&4|174&4|746&5|7&3|25&4|195&4|472&3|849&2|105&2|943&4|780&2|721&3|388&4|395&4
895&2|264&3|681&2|748&3|326&4|873&2|258&3|307&4|294&4|245&3|328&3|678&2;181&3|322&3|471&4|25&2;895&2|264&3|681&2|748&3|326&4|873&2|258&3|307&4|294&4|245&3|328&3|678&2|181&3|322&3|471&4|25&2
