state;action_reward;n_state
73&4|28&4|473&2|482&3|1517&4|220&3|72&3|719&1|49&4|648&3|451&2|924&3;228&3|162&3|95&5|52&3|417&3|265&5|29&4|142&3|1425&4|1239&4;73&4|28&4|473&2|482&3|1517&4|220&3|72&3|719&1|49&4|648&3|451&2|924&3|228&3|162&3|95&5|52&3|417&3|265&5|29&4|142&3|1425&4|1239&4
324&5|276&2|100&2|125&2|327&3|508&5|475&5|246&3|268&4|325&1|124&1|15&2;544&4|1008&5|253&5|123&4|823&3|1008&5|1008&5|253&5|544&4|123&4;324&5|276&2|100&2|125&2|327&3|508&5|475&5|246&3|268&4|325&1|124&1|15&2|544&4|1008&5|253&5|123&4|823&3|1008&5|1008&5|253&5|544&4|123&4
466&2|431&3|659&4|191&5|956&4|192&4|190&4|153&5|185&5|1211&3|156&3|652&4;23&5|69&4|499&5|499&5|12&4|181&4|116&4|499&5|499&5|1149&4;466&2|431&3|659&4|191&5|956&4|192&4|190&4|153&5|185&5|1211&3|156&3|652&4|23&5|69&4|499&5|499&5|12&4|181&4|116&4|499&5|499&5|1149&4
1142&4|237&2|135&5|171&3|64&4|1404&3|89&5|509&3|486&2|98&4|172&3|479&3;381&3|381&3|628&4|77&2|381&3|59&4|53&4|628&4|558&4|59&4;1142&4|237&2|135&5|171&3|64&4|1404&3|89&5|509&3|486&2|98&4|172&3|479&3|381&3|381&3|628&4|77&2|381&3|59&4|53&4|628&4|558&4|59&4
313&5|749&3|538&5|322&3|333&5|310&5|258&2|995&1|328&5|323&2|301&2|294&5;879&4|689&4|271&3|271&3|289&3|289&3|892&4|892&4|688&4|338&3;313&5|749&3|538&5|322&3|333&5|310&5|258&2|995&1|328&5|323&2|301&2|294&5|879&4|689&4|271&3|271&3|289&3|289&3|892&4|892&4|688&4|338&3
252&2|820&3|597&3|109&4|871&3|245&4|756&3|271&3|1011&3|7&4|678&3|111&4;144&3|763&5|419&3|100&5|258&5|11&3|588&4|1073&3|144&3|295&5;252&2|820&3|597&3|109&4|871&3|245&4|756&3|271&3|1011&3|7&4|678&3|111&4|144&3|763&5|419&3|100&5|258&5|11&3|588&4|1073&3|144&3|295&5
50&4|300&4|328&4|15&5|143&5|276&4|708&3|203&3|168&4|161&5|392&4|228&4;216&5|204&5|216&5|242&5|4&5|191&5|4&5|238&5|318&5|216&5;50&4|300&4|328&4|15&5|143&5|276&4|708&3|203&3|168&4|161&5|392&4|228&4|216&5|204&5|216&5|242&5|4&5|191&5|4&5|238&5|318&5|216&5
1&5|301&3|127&5|321&4|249&2|766&4|1137&4|16&4|304&2|813&5|906&2|285&5;258&2|1105&2|1105&2|242&4|242&4|1105&2|258&2|271&2|1105&2|333&2;1&5|301&3|127&5|321&4|249&2|766&4|1137&4|16&4|304&2|813&5|906&2|285&5|258&2|1105&2|1105&2|242&4|242&4|1105&2|258&2|271&2|1105&2|333&2
946&3|204&4|652&3|203&3|282&4|261&4|993&4|651&5|187&5|679&3|465&4|237&5;294&3|473&3|864&3|866&3|152&3|276&2|546&3|473&3|866&3|195&4;946&3|204&4|652&3|203&3|282&4|261&4|993&4|651&5|187&5|679&3|465&4|237&5|294&3|473&3|864&3|866&3|152&3|276&2|546&3|473&3|866&3|195&4
508&3|607&5|423&4|750&4|315&4|699&2|1&4|143&5|133&4|56&3|317&3|95&2;276&4|183&4|117&4|755&5|427&5|527&4|203&4|427&5|153&5|153&5;508&3|607&5|423&4|750&4|315&4|699&2|1&4|143&5|133&4|56&3|317&3|95&2|276&4|183&4|117&4|755&5|427&5|527&4|203&4|427&5|153&5|153&5
1&4|100&4|50&5|13&5|328&4|222&3|988&3|275&5|283&4|294&4|181&5|748&3;742&4|1014&3|597&2|597&2|151&5|1014&3|742&4|151&5|1014&3|742&4;1&4|100&4|50&5|13&5|328&4|222&3|988&3|275&5|283&4|294&4|181&5|748&3|742&4|1014&3|597&2|597&2|151&5|1014&3|742&4|151&5|1014&3|742&4
321&4|340&5|268&4|324&3|304&3|302&5|262&5|305&5|286&3|288&2|683&3|258&4;327&4|1022&3|1022&3|1022&3|327&4|301&4|301&4|301&4|301&4|327&4;321&4|340&5|268&4|324&3|304&3|302&5|262&5|305&5|286&3|288&2|683&3|258&4|327&4|1022&3|1022&3|1022&3|327&4|301&4|301&4|301&4|301&4|327&4
333&4|310&5|1233&1|262&1|1431&1|990&1|332&3|896&4|336&1|309&2|343&1|313&5;242&3|360&1|889&2|904&1|891&2|891&2|360&1|889&2|1432&1|1434&1;333&4|310&5|1233&1|262&1|1431&1|990&1|332&3|896&4|336&1|309&2|343&1|313&5|242&3|360&1|889&2|904&1|891&2|891&2|360&1|889&2|1432&1|1434&1
268&3|12&5|100&4|59&5|433&4|56&4|588&2|357&5|475&4|474&5|196&4|153&3;288&3|180&4|289&2|271&2|202&2|286&4|923&3|246&3|286&4|269&4;268&3|12&5|100&4|59&5|433&4|56&4|588&2|357&5|475&4|474&5|196&4|153&3|288&3|180&4|289&2|271&2|202&2|286&4|923&3|246&3|286&4|269&4
135&3|470&3|1045&2|78&1|399&2|488&3|1112&3|651&3|77&3|218&4|403&2|212&1;31&3|575&1|1408&1|1058&2|144&4|383&1|871&2|623&1|67&1|51&4;135&3|470&3|1045&2|78&1|399&2|488&3|1112&3|651&3|77&3|218&4|403&2|212&1|31&3|575&1|1408&1|1058&2|144&4|383&1|871&2|623&1|67&1|51&4
304&3|325&4|294&3|292&3|687&2|288&3|286&2|748&1|243&1|322&4|319&2|268&4;678&3|245&2|245&2|245&2|245&2|678&3|245&2|245&2|989&2|678&3;304&3|325&4|294&3|292&3|687&2|288&3|286&2|748&1|243&1|322&4|319&2|268&4|678&3|245&2|245&2|245&2|245&2|678&3|245&2|245&2|989&2|678&3
340&5|300&4|875&4|751&3|286&4|245&4|288&3|312&3|294&5|327&5|750&5|262&5;346&5|346&5|313&5|302&5|264&5|302&5|872&5|346&5|264&5|346&5;340&5|300&4|875&4|751&3|286&4|245&4|288&3|312&3|294&5|327&5|750&5|262&5|346&5|346&5|313&5|302&5|264&5|302&5|872&5|346&5|264&5|346&5
5&4|176&4|684&4|939&3|233&4|566&4|288&4|603&4|443&4|39&3|218&3|770&3;583&2|761&3|1217&4|44&3|1217&4|761&3|1217&4|356&4|1046&2|44&3;5&4|176&4|684&4|939&3|233&4|566&4|288&4|603&4|443&4|39&3|218&3|770&3|583&2|761&3|1217&4|44&3|1217&4|761&3|1217&4|356&4|1046&2|44&3
276&5|200&5|121&4|127&5|69&4|70&4|168&5|821&3|195&4|708&5|482&5|435&4;953&3|219&3|755&3|629&3|953&3|502&3|953&3|755&3|49&3|167&4;276&5|200&5|121&4|127&5|69&4|70&4|168&5|821&3|195&4|708&5|482&5|435&4|953&3|219&3|755&3|629&3|953&3|502&3|953&3|755&3|49&3|167&4
83&5|290&4|965&4|511&5|381&5|118&3|82&4|431&5|71&5|997&3|174&4|405&5;736&5|395&4|704&5|735&5|53&1|631&5|735&5|53&1|790&3|1040&2;83&5|290&4|965&4|511&5|381&5|118&3|82&4|431&5|71&5|997&3|174&4|405&5|736&5|395&4|704&5|735&5|53&1|631&5|735&5|53&1|790&3|1040&2
319&4|1137&3|1171&3|14&4|9&5|1010&2|121&2|100&3|300&4|222&2|286&4|289&3;13&4|284&3|13&4|277&1|277&1|277&1|277&1|13&4|924&1|13&4;319&4|1137&3|1171&3|14&4|9&5|1010&2|121&2|100&3|300&4|222&2|286&4|289&3|13&4|284&3|13&4|277&1|277&1|277&1|277&1|13&4|924&1|13&4
346&1|323&5|322&5|984&5|258&4|751&4|315&3|328&5|300&5|748&2|313&5|687&1;343&4|894&4|343&4|243&3|688&3|243&3|343&4|688&3|343&4|894&4;346&1|323&5|322&5|984&5|258&4|751&4|315&3|328&5|300&5|748&2|313&5|687&1|343&4|894&4|343&4|243&3|688&3|243&3|343&4|688&3|343&4|894&4
483&5|183&5|168&4|182&5|655&5|201&3|435&5|866&4|172&5|193&4|202&5|1199&2;180&5|181&5|56&3|559&4|180&5|60&5|436&4|737&4|357&3|423&4;483&5|183&5|168&4|182&5|655&5|201&3|435&5|866&4|172&5|193&4|202&5|1199&2|180&5|181&5|56&3|559&4|180&5|60&5|436&4|737&4|357&3|423&4
193&4|315&5|595&3|105&2|282&5|286&5|1197&4|154&5|109&5|340&4|210&5|826&4;591&4|338&1|684&4|931&1|471&4|9&4|144&4|591&4|226&3|348&3;193&4|315&5|595&3|105&2|282&5|286&5|1197&4|154&5|109&5|340&4|210&5|826&4|591&4|338&1|684&4|931&1|471&4|9&4|144&4|591&4|226&3|348&3
813&4|531&4|1039&4|7&3|77&3|111&4|423&3|1115&3|215&3|458&4|694&4|125&3;221&5|514&4|306&4|306&4|208&4|306&4|435&4|317&5|194&4|582&5;813&4|531&4|1039&4|7&3|77&3|111&4|423&3|1115&3|215&3|458&4|694&4|125&3|221&5|514&4|306&4|306&4|208&4|306&4|435&4|317&5|194&4|582&5
748&2|879&4|294&2|328&3|332&3|286&3|300&5|690&2|682&4|288&4|340&1|880&5;678&4|688&3|264&3|245&3|330&1|261&3|1025&4|261&3|688&3|261&3;748&2|879&4|294&2|328&3|332&3|286&3|300&5|690&2|682&4|288&4|340&1|880&5|678&4|688&3|264&3|245&3|330&1|261&3|1025&4|261&3|688&3|261&3
582&3|286&3|332&3|655&4|298&3|1089&2|195&4|607&2|993&2|322&2|390&4|596&5;311&3|260&2|344&5|20&3|180&5|180&5|301&3|271&4|344&5|751&3;582&3|286&3|332&3|655&4|298&3|1089&2|195&4|607&2|993&2|322&2|390&4|596&5|311&3|260&2|344&5|20&3|180&5|180&5|301&3|271&4|344&5|751&3
86&5|52&5|286&4|529&5|584&5|170&5|319&5|305&4|301&4|475&3|463&3|294&3;20&4|547&4|547&4|1009&5|1148&3|737&3|737&3|1009&5|949&4|1227&4;86&5|52&5|286&4|529&5|584&5|170&5|319&5|305&4|301&4|475&3|463&3|294&3|20&4|547&4|547&4|1009&5|1148&3|737&3|737&3|1009&5|949&4|1227&4
269&3|93&4|289&4|301&5|813&2|327&1|255&4|323&1|257&4|880&5|1160&5|294&3;412&4|871&3|1047&1|411&4|411&4|871&3|411&4|412&4|412&4|412&4;269&3|93&4|289&4|301&5|813&2|327&1|255&4|323&1|257&4|880&5|1160&5|294&3|412&4|871&3|1047&1|411&4|411&4|871&3|411&4|412&4|412&4|412&4
313&3|340&3|311&4|748&3|289&4|275&4|286&4|305&4|676&3|125&3|137&4|14&4;182&4|182&4|514&5|357&5|182&4|191&4|197&4|514&5|521&5|654&5;313&3|340&3|311&4|748&3|289&4|275&4|286&4|305&4|676&3|125&3|137&4|14&4|182&4|182&4|514&5|357&5|182&4|191&4|197&4|514&5|521&5|654&5
779&2|242&4|273&4|433&3|1416&2|1013&3|132&5|1417&3|60&3|384&2|366&3|1413&2;740&3|591&4|496&4|558&3|300&3|496&4|1418&4|46&3|496&4|1418&4;779&2|242&4|273&4|433&3|1416&2|1013&3|132&5|1417&3|60&3|384&2|366&3|1413&2|740&3|591&4|496&4|558&3|300&3|496&4|1418&4|46&3|496&4|1418&4
216&4|285&5|79&4|196&4|923&4|8&3|194&4|86&5|306&5|100&5|56&4|382&4;451&3|275&4|517&4|237&3|451&3|275&4|856&4|866&3|381&4|381&4;216&4|285&5|79&4|196&4|923&4|8&3|194&4|86&5|306&5|100&5|56&4|382&4|451&3|275&4|517&4|237&3|451&3|275&4|856&4|866&3|381&4|381&4
358&1|309&5|307&3|323&2|678&2|313&4|687&3|245&3|286&5|343&5|340&5|260&1;39&1|39&1|12&5|644&3|12&5|644&3|175&2|644&3|12&5|644&3;358&1|309&5|307&3|323&2|678&2|313&4|687&3|245&3|286&5|343&5|340&5|260&1|39&1|39&1|12&5|644&3|12&5|644&3|175&2|644&3|12&5|644&3
235&3|685&4|120&4|121&5|73&4|288&5|159&5|240&4|271&4|1150&3|406&3|44&3;1157&4|552&3|684&5|452&4|552&3|684&5|230&5|431&5|452&4|1210&3;235&3|685&4|120&4|121&5|73&4|288&5|159&5|240&4|271&4|1150&3|406&3|44&3|1157&4|552&3|684&5|452&4|552&3|684&5|230&5|431&5|452&4|1210&3
156&5|373&4|145&4|864&3|629&2|684&3|720&2|1240&5|358&4|298&3|22&5|175&4;28&3|783&3|80&3|72&3|167&2|951&2|1555&2|204&3|141&3|70&4;156&5|373&4|145&4|864&3|629&2|684&3|720&2|1240&5|358&4|298&3|22&5|175&4|28&3|783&3|80&3|72&3|167&2|951&2|1555&2|204&3|141&3|70&4
873&2|326&4|678&2|313&5|307&4|328&3|323&3|258&3|260&3|294&4|245&3|681&2;25&2|322&3|25&2|50&3|471&4|322&3|322&3|471&4|181&3|181&3;873&2|326&4|678&2|313&5|307&4|328&3|323&3|258&3|260&3|294&4|245&3|681&2|25&2|322&3|25&2|50&3|471&4|322&3|322&3|471&4|181&3|181&3
350&2|268&4|690&2|300&4|288&5|346&3|292&4|286&5|887&4|682&2|750&5|270&3;335&3|294&3|335&3|689&3|343&2|294&3|335&3|895&2|294&3|335&3;350&2|268&4|690&2|300&4|288&5|346&3|292&4|286&5|887&4|682&2|750&5|270&3|335&3|294&3|335&3|689&3|343&2|294&3|335&3|895&2|294&3|335&3
8&3|174&3|223&5|709&4|569&1|443&5|588&2|179&4|422&4|111&3|549&3|559&3;1002&1|476&1|1105&2|725&3|105&2|476&1|122&5|629&3|419&4|725&3;8&3|174&3|223&5|709&4|569&1|443&5|588&2|179&4|422&4|111&3|549&3|559&3|1002&1|476&1|1105&2|725&3|105&2|476&1|122&5|629&3|419&4|725&3
56&5|660&4|289&5|483&5|210&5|7&5|328&5|529&5|31&5|1039&5|431&4|23&5;228&5|191&5|222&4|135&5|68&4|79&4|222&4|1154&5|117&3|68&4;56&5|660&4|289&5|483&5|210&5|7&5|328&5|529&5|31&5|1039&5|431&4|23&5|228&5|191&5|222&4|135&5|68&4|79&4|222&4|1154&5|117&3|68&4
750&3|333&4|301&4|751&3|269&3|332&4|267&4|338&2|340&3|268&4|307&4|302&4;880&4|880&4|880&4|358&3|880&4|358&3|261&3|350&3|261&3|880&4;750&3|333&4|301&4|751&3|269&3|332&4|267&4|338&2|340&3|268&4|307&4|302&4|880&4|880&4|880&4|358&3|880&4|358&3|261&3|350&3|261&3|880&4
685&3|1&5|147&5|50&4|283&4|1302&5|235&5|286&5|111&3|268&5|405&3|244&5;934&2|120&1|120&1|1283&2|934&2|1283&2|1244&3|120&1|1244&3|1132&3;685&3|1&5|147&5|50&4|283&4|1302&5|235&5|286&5|111&3|268&5|405&3|244&5|934&2|120&1|120&1|1283&2|934&2|1283&2|1244&3|120&1|1244&3|1132&3
210&2|386&3|509&4|286&3|233&1|958&4|1069&4|1475&4|384&2|1187&3|154&5|89&4;231&2|196&4|541&1|541&1|559&2|559&2|217&3|809&1|64&4|769&1;210&2|386&3|509&4|286&3|233&1|958&4|1069&4|1475&4|384&2|1187&3|154&5|89&4|231&2|196&4|541&1|541&1|559&2|559&2|217&3|809&1|64&4|769&1
12&4|222&2|1119&3|98&5|168&4|737&4|367&3|170&5|97&4|237&4|694&4|111&3;228&4|178&5|269&4|611&4|498&4|178&5|183&4|673&4|770&3|673&4;12&4|222&2|1119&3|98&5|168&4|737&4|367&3|170&5|97&4|237&4|694&4|111&3|228&4|178&5|269&4|611&4|498&4|178&5|183&4|673&4|770&3|673&4
546&3|683&3|1068&3|1061&3|1057&3|323&4|151&3|456&1|221&4|129&4|479&3|1060&3;21&3|978&4|307&3|328&2|291&3|268&4|749&3|828&3|328&2|1336&3;546&3|683&3|1068&3|1061&3|1057&3|323&4|151&3|456&1|221&4|129&4|479&3|1060&3|21&3|978&4|307&3|328&2|291&3|268&4|749&3|828&3|328&2|1336&3
326&5|304&3|332&4|169&5|270&4|216&4|500&3|174&4|1119&3|325&4|181&5|223&4;372&5|176&4|222&5|318&5|432&5|176&4|187&3|432&5|318&5|187&3;326&5|304&3|332&4|169&5|270&4|216&4|500&3|174&4|1119&3|325&4|181&5|223&4|372&5|176&4|222&5|318&5|432&5|176&4|187&3|432&5|318&5|187&3
316&4|498&5|1050&5|362&3|328&3|197&5|427&5|259&4|269&2|50&5|678&3|172&5;210&4|1204&4|357&4|234&4|95&5|662&4|659&5|95&5|1204&4|357&4;316&4|498&5|1050&5|362&3|328&3|197&5|427&5|259&4|269&2|50&5|678&3|172&5|210&4|1204&4|357&4|234&4|95&5|662&4|659&5|95&5|1204&4|357&4
108&4|90&4|277&3|195&1|455&4|448&3|498&3|128&4|582&4|1014&3|114&5|12&5;301&4|176&4|485&3|210&4|34&3|625&3|690&5|34&3|69&3|423&3;108&4|90&4|277&3|195&1|455&4|448&3|498&3|128&4|582&4|1014&3|114&5|12&5|301&4|176&4|485&3|210&4|34&3|625&3|690&5|34&3|69&3|423&3
690&4|288&4|268&3|319&3|687&1|262&3|294&5|269&4|990&4|678&4|325&4|302&4;1048&5|875&3|1048&5|948&4|1048&5|948&4|988&2|988&2|1048&5|1048&5;690&4|288&4|268&3|319&3|687&1|262&3|294&5|269&4|990&4|678&4|325&4|302&4|1048&5|875&3|1048&5|948&4|1048&5|948&4|988&2|988&2|1048&5|1048&5
174&5|81&4|19&4|22&4|473&3|50&5|709&3|45&4|237&4|746&5|405&2|197&4;1101&4|890&1|307&4|180&3|344&3|180&3|729&4|510&3|177&3|344&3;174&5|81&4|19&4|22&4|473&3|50&5|709&3|45&4|237&4|746&5|405&2|197&4|1101&4|890&1|307&4|180&3|344&3|180&3|729&4|510&3|177&3|344&3
7&3|321&4|15&3|1011&4|475&3|273&4|676&5|991&3|9&4|307&3|237&4|284&4;405&3|240&3|696&4|405&3|117&4|823&3|473&4|121&4|121&4|544&4;7&3|321&4|15&3|1011&4|475&3|273&4|676&5|991&3|9&4|307&3|237&4|284&4|405&3|240&3|696&4|405&3|117&4|823&3|473&4|121&4|121&4|544&4
153&3|41&3|762&4|235&2|946&2|161&3|98&5|318&5|975&4|369&3|96&2|1048&4;122&2|1521&3|255&4|403&2|604&3|122&2|111&3|231&1|72&1|72&1;153&3|41&3|762&4|235&2|946&2|161&3|98&5|318&5|975&4|369&3|96&2|1048&4|122&2|1521&3|255&4|403&2|604&3|122&2|111&3|231&1|72&1|72&1
358&3|326&3|263&3|300&4|294&1|289&4|271&4|243&3|988&3|307&4|690&4|259&2;901&1|680&2|892&1|893&3|893&3|893&3|890&4|893&3|892&1|893&3;358&3|326&3|263&3|300&4|294&1|289&4|271&4|243&3|988&3|307&4|690&4|259&2|901&1|680&2|892&1|893&3|893&3|893&3|890&4|893&3|892&1|893&3
269&3|197&5|645&3|528&5|286&4|515&4|191&3|199&5|268&5|317&5|246&5|527&5;423&4|423&4|423&4|179&1|423&4|423&4|511&4|423&4|511&4|735&4;269&3|197&5|645&3|528&5|286&4|515&4|191&3|199&5|268&5|317&5|246&5|527&5|423&4|423&4|423&4|179&1|423&4|423&4|511&4|423&4|511&4|735&4
678&4|755&3|546&3|946&4|426&4|7&5|82&4|399&4|78&3|447&4|769&4|778&4;368&3|568&4|62&5|395&3|550&4|368&3|386&3|66&3|25&4|550&4;678&4|755&3|546&3|946&4|426&4|7&5|82&4|399&4|78&3|447&4|769&4|778&4|368&3|568&4|62&5|395&3|550&4|368&3|386&3|66&3|25&4|550&4
1218&4|282&5|1014&3|765&3|78&4|742&4|780&4|496&4|379&3|161&5|949&4|327&4;996&4|721&5|693&3|562&4|562&4|983&4|808&4|820&5|138&5|1517&4;1218&4|282&5|1014&3|765&3|78&4|742&4|780&4|496&4|379&3|161&5|949&4|327&4|996&4|721&5|693&3|562&4|562&4|983&4|808&4|820&5|138&5|1517&4
687&2|325&1|323&4|245&3|300&5|876&2|292&4|748&3|259&2|322&3|294&3|678&4;358&1|358&1|1025&3|358&1|358&1|881&2|330&2|358&1|1025&3|681&1;687&2|325&1|323&4|245&3|300&5|876&2|292&4|748&3|259&2|322&3|294&3|678&4|358&1|358&1|1025&3|358&1|358&1|881&2|330&2|358&1|1025&3|681&1
33&4|15&5|678&4|173&5|181&5|1&4|628&5|358&4|25&4|151&4|928&3|475&5;772&4|298&5|222&5|168&5|222&5|168&5|179&5|298&5|179&5|122&2;33&4|15&5|678&4|173&5|181&5|1&4|628&5|358&4|25&4|151&4|928&3|475&5|772&4|298&5|222&5|168&5|222&5|168&5|179&5|298&5|179&5|122&2
301&2|288&5|538&3|324&3|358&1|313&5|289&2|333&5|315&3|328&2|895&2|271&2;264&3|264&3|264&3|748&1|748&1|751&1|343&4|316&3|264&3|751&1;301&2|288&5|538&3|324&3|358&1|313&5|289&2|333&5|315&3|328&2|895&2|271&2|264&3|264&3|264&3|748&1|748&1|751&1|343&4|316&3|264&3|751&1
100&5|9&4|275&4|124&4|137&4|1068&2|283&3|19&5|15&3|744&4|847&4|14&4;508&5|285&5|936&5|936&5|269&4|508&5|285&5|269&4|269&4|936&5;100&5|9&4|275&4|124&4|137&4|1068&2|283&3|19&5|15&3|744&4|847&4|14&4|508&5|285&5|936&5|936&5|269&4|508&5|285&5|269&4|269&4|936&5
69&1|651&3|183&4|693&4|333&4|322&2|508&4|127&5|919&4|527&4|292&3|340&4;689&3|469&4|92&4|47&3|878&1|343&3|358&2|358&2|678&3|948&2;69&1|651&3|183&4|693&4|333&4|322&2|508&4|127&5|919&4|527&4|292&3|340&4|689&3|469&4|92&4|47&3|878&1|343&3|358&2|358&2|678&3|948&2
175&5|1020&3|271&4|268&3|340&3|514&5|1021&3|262&5|303&3|136&5|484&5|319&4;504&5|493&5|504&5|124&4|705&5|504&5|504&5|705&5|504&5|705&5;175&5|1020&3|271&4|268&3|340&3|514&5|1021&3|262&5|303&3|136&5|484&5|319&4|504&5|493&5|504&5|124&4|705&5|504&5|504&5|705&5|504&5|705&5
512&5|45&3|213&5|863&5|382&2|357&4|221&5|584&4|582&5|529&3|127&1|8&5;208&2|114&5|208&2|511&2|174&1|114&5|469&4|511&2|482&2|482&2;512&5|45&3|213&5|863&5|382&2|357&4|221&5|584&4|582&5|529&3|127&1|8&5|208&2|114&5|208&2|511&2|174&1|114&5|469&4|511&2|482&2|482&2
44&4|79&4|549&4|218&3|255&3|870&3|652&5|346&5|531&5|28&3|70&3|936&3;77&3|231&2|1133&4|521&4|1525&4|72&3|1006&3|315&4|450&1|1207&2;44&4|79&4|549&4|218&3|255&3|870&3|652&5|346&5|531&5|28&3|70&3|936&3|77&3|231&2|1133&4|521&4|1525&4|72&3|1006&3|315&4|450&1|1207&2
1149&3|507&4|485&4|659&3|603&4|419&3|988&1|357&4|96&4|496&3|663&1|330&4;220&3|214&1|22&1|465&3|22&1|220&3|428&1|968&1|431&1|465&3;1149&3|507&4|485&4|659&3|603&4|419&3|988&1|357&4|96&4|496&3|663&1|330&4|220&3|214&1|22&1|465&3|22&1|220&3|428&1|968&1|431&1|465&3
154&3|47&3|418&3|64&4|144&5|81&4|357&4|665&2|449&3|181&4|79&3|367&3;269&2|271&3|318&5|199&4|916&3|269&2|82&5|50&5|269&2|269&2;154&3|47&3|418&3|64&4|144&5|81&4|357&4|665&2|449&3|181&4|79&3|367&3|269&2|271&3|318&5|199&4|916&3|269&2|82&5|50&5|269&2|269&2
347&4|269&3|316&3|303&4|903&2|300&2|346&3|750&2|875&2|286&1|896&5|340&3;338&3|689&2|326&1|245&1|326&1|245&1|689&2|326&1|338&3|338&3;347&4|269&3|316&3|303&4|903&2|300&2|346&3|750&2|875&2|286&1|896&5|340&3|338&3|689&2|326&1|245&1|326&1|245&1|689&2|326&1|338&3|338&3
326&1|295&3|250&4|990&2|713&2|328&4|1&3|294&4|275&4|323&3|1534&1|293&5;825&5|825&5|151&4|151&4|824&3|225&4|824&3|151&4|151&4|151&4;326&1|295&3|250&4|990&2|713&2|328&4|1&3|294&4|275&4|323&3|1534&1|293&5|825&5|825&5|151&4|151&4|824&3|225&4|824&3|151&4|151&4|151&4
126&4|125&1|150&5|323&1|919&4|269&4|245&2|100&4|243&1|744&3|221&2|111&3;151&4|471&2|471&2|151&4|628&1|508&3|117&3|151&4|471&2|151&4;126&4|125&1|150&5|323&1|919&4|269&4|245&2|100&4|243&1|744&3|221&2|111&3|151&4|471&2|471&2|151&4|628&1|508&3|117&3|151&4|471&2|151&4
458&3|100&4|926&4|294&2|50&5|288&4|9&2|328&3|1&4|258&4|819&2|1197&3;508&3|410&4|257&5|293&4|276&3|410&4|845&4|147&3|276&3|591&4;458&3|100&4|926&4|294&2|50&5|288&4|9&2|328&3|1&4|258&4|819&2|1197&3|508&3|410&4|257&5|293&4|276&3|410&4|845&4|147&3|276&3|591&4
226&4|499&5|168&5|661&5|665&3|194&4|234&5|228&5|482&5|199&5|408&4|173&5;484&5|528&5|86&4|190&5|169&5|165&4|214&3|169&5|86&4|523&4;226&4|499&5|168&5|661&5|665&3|194&4|234&5|228&5|482&5|199&5|408&4|173&5|484&5|528&5|86&4|190&5|169&5|165&4|214&3|169&5|86&4|523&4
282&4|286&4|302&5|237&4|303&4|275&5|274&3|13&4|284&4|311&5|298&3|280&3;281&3|272&5|300&4|313&5|308&3|308&3|314&1|242&5|272&5|310&4;282&4|286&4|302&5|237&4|303&4|275&5|274&3|13&4|284&4|311&5|298&3|280&3|281&3|272&5|300&4|313&5|308&3|308&3|314&1|242&5|272&5|310&4
576&3|294&2|69&3|447&4|257&4|762&3|699&4|566&3|49&3|1046&3|283&4|367&3;233&2|979&3|554&3|272&4|780&2|222&3|979&3|1037&2|582&5|575&3;576&3|294&2|69&3|447&4|257&4|762&3|699&4|566&3|49&3|1046&3|283&4|367&3|233&2|979&3|554&3|272&4|780&2|222&3|979&3|1037&2|582&5|575&3
150&4|873&5|14&5|321&3|258&4|331&4|268&4|248&5|292&3|260&5|9&5|289&5;293&4|458&4|763&5|1033&4|125&5|458&4|411&5|763&5|125&5|1094&5;150&4|873&5|14&5|321&3|258&4|331&4|268&4|248&5|292&3|260&5|9&5|289&5|293&4|458&4|763&5|1033&4|125&5|458&4|411&5|763&5|125&5|1094&5
204&4|473&4|278&2|648&4|925&3|121&1|631&4|14&5|209&4|460&4|469&4|744&4;346&4|939&4|529&3|433&4|496&3|330&3|750&5|187&5|896&5|792&4;204&4|473&4|278&2|648&4|925&3|121&1|631&4|14&5|209&4|460&4|469&4|744&4|346&4|939&4|529&3|433&4|496&3|330&3|750&5|187&5|896&5|792&4
57&5|381&5|165&4|1022&2|288&3|166&4|949&3|1472&2|116&3|531&5|113&4|61&5;1008&5|345&4|313&5|245&4|151&4|921&5|151&4|221&3|345&4|313&5;57&5|381&5|165&4|1022&2|288&3|166&4|949&3|1472&2|116&3|531&5|113&4|61&5|1008&5|345&4|313&5|245&4|151&4|921&5|151&4|221&3|345&4|313&5
23&5|56&5|98&5|673&4|198&5|1&5|194&2|318&5|174&5|525&2|187&5|234&4;153&4|479&4|185&5|100&5|479&4|7&5|153&4|153&4|176&4|176&4;23&5|56&5|98&5|673&4|198&5|1&5|194&2|318&5|174&5|525&2|187&5|234&4|153&4|479&4|185&5|100&5|479&4|7&5|153&4|153&4|176&4|176&4
69&4|269&5|153&4|111&4|137&4|514&5|180&4|631&4|869&4|202&4|237&5|100&4;280&3|762&5|274&4|280&3|535&4|535&4|535&4|535&4|274&4|762&5;69&4|269&5|153&4|111&4|137&4|514&5|180&4|631&4|869&4|202&4|237&5|100&4|280&3|762&5|274&4|280&3|535&4|535&4|535&4|535&4|274&4|762&5
269&4|584&4|258&4|340&3|155&2|216&4|451&4|302&2|207&3|549&4|744&5|202&4;738&4|159&4|553&4|164&5|159&4|31&4|79&4|241&4|566&4|55&4;269&4|584&4|258&4|340&3|155&2|216&4|451&4|302&2|207&3|549&4|744&5|202&4|738&4|159&4|553&4|164&5|159&4|31&4|79&4|241&4|566&4|55&4
