state;action_reward;n_state
286&5|1105&3|1394&5|898&4|304&3|1176&4|270&1|894&1|288&1|990&4|310&3|258&1;294&5|292&4|328&3|289&5;286&5|1105&3|1394&5|898&4|304&3|1176&4|270&1|894&1|288&1|990&4|310&3|258&1|294&5|292&4|328&3|289&5
343&3|550&3|450&2|433&4|228&4|470&3|326&3|426&3|568&4|1016&3|665&3|827&3;576&3|569&3|161&3|168&4;343&3|550&3|450&2|433&4|228&4|470&3|326&3|426&3|568&4|1016&3|665&3|827&3|576&3|569&3|161&3|168&4
294&4|149&3|678&3|289&3|328&5|288&4|286&4|13&2|323&4|895&3|682&4|295&4;123&2|276&3|181&4|222&3;294&4|149&3|678&3|289&3|328&5|288&4|286&4|13&2|323&4|895&3|682&4|295&4|123&2|276&3|181&4|222&3
683&3|327&4|515&5|127&4|306&5|242&5|116&2|286&4|294&1|268&2|285&4|276&4;995&1|301&3|322&3|690&3;683&3|327&4|515&5|127&4|306&5|242&5|116&2|286&4|294&1|268&2|285&4|276&4|995&1|301&3|322&3|690&3
95&4|173&4|258&5|216&5|694&3|50&4|286&2|83&5|4&1|134&4|237&5|275&5;251&5|993&4|164&2|1129&5;95&4|173&4|258&5|216&5|694&3|50&4|286&2|83&5|4&1|134&4|237&5|275&5|251&5|993&4|164&2|1129&5
209&3|1&4|886&3|423&2|12&4|174&5|22&4|269&5|168&4|50&5|288&3|56&4;318&4|183&5|69&4|273&3;209&3|1&4|886&3|423&2|12&4|174&5|22&4|269&5|168&4|50&5|288&3|56&4|318&4|183&5|69&4|273&3
265&3|98&4|434&3|198&4|746&4|475&4|100&1|411&1|640&3|763&3|6&2|172&4;184&3|636&3|229&3|230&3;265&3|98&4|434&3|198&4|746&4|475&4|100&1|411&1|640&3|763&3|6&2|172&4|184&3|636&3|229&3|230&3
219&3|8&4|217&3|207&4|156&2|132&5|82&3|660&4|559&3|234&4|1227&3|88&3;961&5|655&4|15&4|301&3;219&3|8&4|217&3|207&4|156&2|132&5|82&3|660&4|559&3|234&4|1227&3|88&3|961&5|655&4|15&4|301&3
321&4|756&2|25&5|275&5|301&4|220&2|874&4|269&3|124&3|931&1|280&2|181&3;1190&2|1023&2|225&2|476&5;321&4|756&2|25&5|275&5|301&4|220&2|874&4|269&3|124&3|931&1|280&2|181&3|1190&2|1023&2|225&2|476&5
275&2|1098&4|654&4|285&4|291&4|479&3|64&4|205&4|531&4|212&3|523&4|69&3;528&5|318&5|474&5|56&5;275&2|1098&4|654&4|285&4|291&4|479&3|64&4|205&4|531&4|212&3|523&4|69&3|528&5|318&5|474&5|56&5
258&3|328&3|873&2|271&2|938&1|319&3|294&4|288&4|332&3|748&3|340&4|286&5;1038&4|289&4|242&4|302&5;258&3|328&3|873&2|271&2|938&1|319&3|294&4|288&4|332&3|748&3|340&4|286&5|1038&4|289&4|242&4|302&5
444&2|183&3|672&1|98&2|558&4|218&3|448&5|185&2|56&2|200&1|234&5|637&4;201&3|447&4|184&3|443&3;444&2|183&3|672&1|98&2|558&4|218&3|448&5|185&2|56&2|200&1|234&5|637&4|201&3|447&4|184&3|443&3
289&1|749&3|270&3|315&5|286&4|879&3|310&3|347&2|690&4|326&2|312&2|300&4;316&5|322&4|323&2|748&3;289&1|749&3|270&3|315&5|286&4|879&3|310&3|347&2|690&4|326&2|312&2|300&4|316&5|322&4|323&2|748&3
515&4|288&3|123&5|244&3|596&2|298&4|742&3|246&4|9&4|508&3|281&3|475&2;978&2|930&2|286&3|925&3;515&4|288&3|123&5|244&3|596&2|298&4|742&3|246&4|9&4|508&3|281&3|475&2|978&2|930&2|286&3|925&3
216&4|1011&3|762&2|519&4|225&1|328&4|135&1|282&3|735&5|318&4|484&3|357&4;603&4|478&2|196&5|537&4;216&4|1011&3|762&2|519&4|225&1|328&4|135&1|282&3|735&5|318&4|484&3|357&4|603&4|478&2|196&5|537&4
426&1|275&4|358&3|877&2|127&3|1197&3|263&1|1157&5|261&1|455&2|7&4|181&5;214&1|291&3|840&4|125&4;426&1|275&4|358&3|877&2|127&3|1197&3|263&1|1157&5|261&1|455&2|7&4|181&5|214&1|291&3|840&4|125&4
328&3|538&3|340&2|313&5|323&3|354&3|347&1|311&3|754&3|748&2|300&3|689&2;315&4|272&4|316&4|905&4;328&3|538&3|340&2|313&5|323&3|354&3|347&1|311&3|754&3|748&2|300&3|689&2|315&4|272&4|316&4|905&4
654&5|174&5|331&4|479&5|127&4|499&4|748&2|319&4|45&4|286&5|307&3|1063&4;191&3|173&5|484&3|50&4;654&5|174&5|331&4|479&5|127&4|499&4|748&2|319&4|45&4|286&5|307&3|1063&4|191&3|173&5|484&3|50&4
288&4|243&1|272&4|347&3|751&3|324&4|270&4|312&2|315&5|310&4|300&2|242&4;689&3|683&3|1296&4|334&3;288&4|243&1|272&4|347&3|751&3|324&4|270&4|312&2|315&5|310&4|300&2|242&4|689&3|683&3|1296&4|334&3
257&3|172&5|121&3|293&3|191&4|845&3|100&3|203&3|479&5|423&5|15&4|48&3;222&3|471&4|150&3|126&5;257&3|172&5|121&3|293&3|191&4|845&3|100&3|203&3|479&5|423&5|15&4|48&3|222&3|471&4|150&3|126&5
294&3|476&3|276&3|222&4|405&4|457&2|742&4|50&4|292&5|121&4|597&4|181&4;864&4|237&4|25&4|127&4;294&3|476&3|276&3|222&4|405&4|457&2|742&4|50&4|292&5|121&4|597&4|181&4|864&4|237&4|25&4|127&4
227&4|222&4|230&4|228&5|258&4|109&4|431&3|249&4|541&3|50&4|423&4|108&3;450&2|82&3|25&3|449&2;227&4|222&4|230&4|228&5|258&4|109&4|431&3|249&4|541&3|50&4|423&4|108&3|450&2|82&3|25&3|449&2
208&2|127&4|89&5|197&3|915&4|525&4|79&4|4&3|96&4|82&4|517&2|182&5;234&5|200&3|218&4|219&3;208&2|127&4|89&5|197&3|915&4|525&4|79&4|4&3|96&4|82&4|517&2|182&5|234&5|200&3|218&4|219&3
750&5|322&4|269&5|286&3|1280&3|340&4|243&4|749&4|288&4|350&4|331&4|892&4;316&4|343&2|303&3|307&4;750&5|322&4|269&5|286&3|1280&3|340&4|243&4|749&4|288&4|350&4|331&4|892&4|316&4|343&2|303&3|307&4
772&3|95&4|742&5|27&4|823&3|31&4|483&4|879&4|1023&3|820&3|161&3|1287&1;303&4|1016&5|353&3|336&4;772&3|95&4|742&5|27&4|823&3|31&4|483&4|879&4|1023&3|820&3|161&3|1287&1|303&4|1016&5|353&3|336&4
429&4|22&5|642&3|820&4|523&5|949&3|1488&3|406&3|265&4|474&4|323&4|294&5;415&3|28&4|385&4|1260&3;429&4|22&5|642&3|820&4|523&5|949&3|1488&3|406&3|265&4|474&4|323&4|294&5|415&3|28&4|385&4|1260&3
489&5|182&2|427&5|610&4|474&4|491&4|754&1|174&3|435&3|478&4|606&5|428&2;194&4|526&4|616&4|505&4;489&5|182&2|427&5|610&4|474&4|491&4|754&1|174&3|435&3|478&4|606&5|428&2|194&4|526&4|616&4|505&4
80&2|143&5|181&5|22&5|470&5|265&5|2&4|50&5|195&4|148&4|179&2|21&3;402&4|1140&1|73&4|84&4;80&2|143&5|181&5|22&5|470&5|265&5|2&4|50&5|195&4|148&4|179&2|21&3|402&4|1140&1|73&4|84&4
98&5|670&4|876&3|672&4|561&4|246&4|333&4|406&4|774&4|217&5|760&4|665&5;564&2|443&4|567&4|219&4;98&5|670&4|876&3|672&4|561&4|246&4|333&4|406&4|774&4|217&5|760&4|665&5|564&2|443&4|567&4|219&4
135&5|14&5|133&3|488&5|507&5|207&5|183&5|701&5|605&4|56&4|419&3|300&1;195&5|427&5|1332&3|443&5;135&5|14&5|133&3|488&5|507&5|207&5|183&5|701&5|605&4|56&4|419&3|300&1|195&5|427&5|1332&3|443&5
498&4|550&3|228&3|219&3|519&4|172&3|662&3|179&4|609&3|132&4|178&4|214&2;577&3|1444&2|393&3|674&3;498&4|550&3|228&3|219&3|519&4|172&3|662&3|179&4|609&3|132&4|178&4|214&2|577&3|1444&2|393&3|674&3
97&2|118&3|191&4|69&4|102&2|427&3|474&4|200&4|96&4|655&3|201&2|161&4;412&1|82&4|198&4|196&4;97&2|118&3|191&4|69&4|102&2|427&3|474&4|200&4|96&4|655&3|201&2|161&4|412&1|82&4|198&4|196&4
101&2|73&3|70&3|998&1|395&2|946&3|273&3|124&4|380&2|1413&2|128&3|654&5;105&2|561&3|1037&2|732&3;101&2|73&3|70&3|998&1|395&2|946&3|273&3|124&4|380&2|1413&2|128&3|654&5|105&2|561&3|1037&2|732&3
276&5|1162&1|1049&2|322&3|717&4|1335&2|740&2|922&4|118&4|125&4|544&3|744&5;760&3|508&4|315&5|919&2;276&5|1162&1|1049&2|322&3|717&4|1335&2|740&2|922&4|118&4|125&4|544&3|744&5|760&3|508&4|315&5|919&2
347&4|521&4|175&5|939&4|170&5|101&3|654&5|190&4|92&4|203&4|402&3|204&3;550&2|449&3|82&4|568&3;347&4|521&4|175&5|939&4|170&5|101&3|654&5|190&4|92&4|203&4|402&3|204&3|550&2|449&3|82&4|568&3
550&4|578&4|233&4|176&5|144&5|38&2|184&4|83&4|117&4|127&2|50&5|172&5;135&1|1&4|64&4|157&4;550&4|578&4|233&4|176&5|144&5|38&2|184&4|83&4|117&4|127&2|50&5|172&5|135&1|1&4|64&4|157&4
815&1|242&2|126&2|1163&2|288&3|1134&1|122&3|275&4|1061&1|181&3|294&3|116&4;269&4|1014&4|310&4|100&5;815&1|242&2|126&2|1163&2|288&3|1134&1|122&3|275&4|1061&1|181&3|294&3|116&4|269&4|1014&4|310&4|100&5
257&3|274&4|1028&2|1038&2|819&3|1059&5|535&3|323&3|1014&1|310&4|25&4|898&2;1&4|833&5|832&5|117&1;257&3|274&4|1028&2|1038&2|819&3|1059&5|535&3|323&3|1014&1|310&4|25&4|898&2|1&4|833&5|832&5|117&1
481&3|435&4|186&4|965&5|193&4|100&3|154&4|147&2|81&5|473&4|792&4|137&5;88&5|1041&3|402&3|164&5;481&3|435&4|186&4|965&5|193&4|100&3|154&4|147&2|81&5|473&4|792&4|137&5|88&5|1041&3|402&3|164&5
806&3|276&3|346&3|205&3|48&4|9&4|317&4|58&4|651&4|211&4|64&3|528&4;661&4|11&2|22&3|646&4;806&3|276&3|346&3|205&3|48&4|9&4|317&4|58&4|651&4|211&4|64&3|528&4|661&4|11&2|22&3|646&4
304&3|222&4|1&3|748&2|619&3|1049&2|258&3|336&3|181&5|471&4|150&5|237&3;628&4|117&4|993&3|815&4;304&3|222&4|1&3|748&2|619&3|1049&2|258&3|336&3|181&5|471&4|150&5|237&3|628&4|117&4|993&3|815&4
304&4|352&1|683&1|329&4|258&4|308&1|880&3|322&1|310&5|326&4|538&2|989&1;908&1|680&1|361&1|242&1;304&4|352&1|683&1|329&4|258&4|308&1|880&3|322&1|310&5|326&4|538&2|989&1|908&1|680&1|361&1|242&1
257&4|298&5|815&2|546&3|756&3|181&3|538&4|1190&3|301&3|471&4|151&2|118&3;255&3|1258&1|476&3|111&4;257&4|298&5|815&2|546&3|756&3|181&3|538&4|1190&3|301&3|471&4|151&2|118&3|255&3|1258&1|476&3|111&4
123&4|11&5|640&5|198&3|268&5|222&4|269&4|732&3|209&5|42&4|313&5|1100&2;1048&1|405&2|248&4|823&1;123&4|11&5|640&5|198&3|268&5|222&4|269&4|732&3|209&5|42&4|313&5|1100&2|1048&1|405&2|248&4|823&1
127&4|427&4|479&4|118&1|660&3|71&1|259&1|405&1|288&1|250&4|123&1|69&3;842&1|443&4|241&4|1116&4;127&4|427&4|479&4|118&1|660&3|71&1|259&1|405&1|288&1|250&4|123&1|69&3|842&1|443&4|241&4|1116&4
1119&3|191&4|380&5|67&1|258&5|732&3|421&5|222&5|655&5|939&4|56&5|762&4;53&5|469&5|356&3|961&5;1119&3|191&4|380&5|67&1|258&5|732&3|421&5|222&5|655&5|939&4|56&5|762&4|53&5|469&5|356&3|961&5
25&4|100&4|312&2|591&3|696&5|879&2|268&4|285&4|763&3|756&4|248&4|246&4;535&4|150&5|628&5|9&5;25&4|100&4|312&2|591&3|696&5|879&2|268&4|285&4|763&3|756&4|248&4|246&4|535&4|150&5|628&5|9&5
1025&5|270&5|305&5|874&5|938&5|332&5|288&5|1296&5|338&5|340&5|326&5|333&5;294&4|168&4|845&5|258&5;1025&5|270&5|305&5|874&5|938&5|332&5|288&5|1296&5|338&5|340&5|326&5|333&5|294&4|168&4|845&5|258&5
294&1|332&5|1024&5|292&5|310&4|312&4|329&5|259&2|990&5|288&2|898&5|242&5;245&4|899&5|299&5|289&1;294&1|332&5|1024&5|292&5|310&4|312&4|329&5|259&2|990&5|288&2|898&5|242&5|245&4|899&5|299&5|289&1
201&2|121&3|248&3|181&2|771&2|827&2|445&2|288&2|841&2|751&3|195&4|1&3;652&2|49&2|316&3|384&2;201&2|121&3|248&3|181&2|771&2|827&2|445&2|288&2|841&2|751&3|195&4|1&3|652&2|49&2|316&3|384&2
281&3|9&4|126&4|25&1|7&2|286&2|293&3|235&5|294&4|14&3|289&2|237&2;1134&2|871&2|841&2|411&3;281&3|9&4|126&4|25&1|7&2|286&2|293&3|235&5|294&4|14&3|289&2|237&2|1134&2|871&2|841&2|411&3
924&4|252&3|1&4|121&4|258&5|25&5|127&4|148&3|9&4|282&4|237&3|245&3;257&2|118&2|117&3|546&2;924&4|252&3|1&4|121&4|258&5|25&5|127&4|148&3|9&4|282&4|237&3|245&3|257&2|118&2|117&3|546&2
276&4|7&2|24&1|742&4|410&4|237&5|471&3|620&4|295&3|249&5|475&4|1049&2;322&3|284&4|678&4|108&3;276&4|7&2|24&1|742&4|410&4|237&5|471&3|620&4|295&3|249&5|475&4|1049&2|322&3|284&4|678&4|108&3
538&1|270&5|334&5|891&5|350&4|881&4|258&3|307&3|990&5|272&3|1243&5|288&3;1025&5|1105&5|322&4|362&5;538&1|270&5|334&5|891&5|350&4|881&4|258&3|307&3|990&5|272&3|1243&5|288&3|1025&5|1105&5|322&4|362&5
685&4|405&3|472&4|250&3|118&4|117&5|181&5|323&5|258&4|127&4|763&3|257&4;265&5|739&5|435&5|210&5;685&4|405&3|472&4|250&3|118&4|117&5|181&5|323&5|258&4|127&4|763&3|257&4|265&5|739&5|435&5|210&5
429&3|514&5|297&5|186&4|705&4|176&3|198&3|285&4|195&5|357&5|252&4|1266&5;501&4|88&4|616&5|432&5;429&3|514&5|297&5|186&4|705&4|176&3|198&3|285&4|195&5|357&5|252&4|1266&5|501&4|88&4|616&5|432&5
257&3|405&2|624&3|229&3|408&3|969&2|473&3|448&3|930&3|50&4|71&3|435&3;196&3|96&3|208&3|630&3;257&3|405&2|624&3|229&3|408&3|969&2|473&3|448&3|930&3|50&4|71&3|435&3|196&3|96&3|208&3|630&3
300&4|421&4|176&4|588&4|473&3|622&3|22&3|53&3|138&2|96&4|9&2|234&3;181&4|323&3|141&3|435&3;300&4|421&4|176&4|588&4|473&3|622&3|22&3|53&3|138&2|96&4|9&2|234&3|181&4|323&3|141&3|435&3
681&5|341&5|989&5|300&4|322&3|1265&5|1296&5|938&5|268&5|990&5|292&2|303&5;874&5|680&5|334&5|937&5;681&5|341&5|989&5|300&4|322&3|1265&5|1296&5|938&5|268&5|990&5|292&2|303&5|874&5|680&5|334&5|937&5
382&5|546&4|882&3|303&4|13&1|935&3|936&4|71&1|664&5|616&5|215&5|4&4;906&4|179&5|855&5|879&4;382&5|546&4|882&3|303&4|13&1|935&3|936&4|71&1|664&5|616&5|215&5|4&4|906&4|179&5|855&5|879&4
762&4|293&4|151&4|3&4|264&3|455&4|405&4|129&5|1&3|1028&4|273&5|742&4;168&5|456&4|460&4|105&4;762&4|293&4|151&4|3&4|264&3|455&4|405&4|129&5|1&3|1028&4|273&5|742&4|168&5|456&4|460&4|105&4
100&4|174&2|283&2|1047&3|328&3|405&4|319&4|709&4|1324&2|476&2|393&3|274&3;159&2|383&3|775&1|768&2;100&4|174&2|283&2|1047&3|328&3|405&4|319&4|709&4|1324&2|476&2|393&3|274&3|159&2|383&3|775&1|768&2
134&2|203&4|148&3|210&4|485&1|655&3|181&5|479&3|705&1|132&4|184&3|692&3;64&4|83&5|679&3|172&5;134&2|203&4|148&3|210&4|485&1|655&3|181&5|479&3|705&1|132&4|184&3|692&3|64&4|83&5|679&3|172&5
265&4|172&5|627&3|227&4|174&4|55&3|204&4|194&3|217&5|588&4|266&2|188&2;69&4|578&4|739&4|434&3;265&4|172&5|627&3|227&4|174&4|55&3|204&4|194&3|217&5|588&4|266&2|188&2|69&4|578&4|739&4|434&3
294&3|315&3|362&3|333&5|82&4|322&2|358&2|259&3|268&5|338&2|28&4|514&5;89&3|42&4|425&4|7&4;294&3|315&3|362&3|333&5|82&4|322&2|358&2|259&3|268&5|338&2|28&4|514&5|89&3|42&4|425&4|7&4
604&4|497&3|661&5|294&1|135&4|835&5|183&4|199&4|14&3|493&5|856&3|153&2;678&4|100&4|603&5|238&4;604&4|497&3|661&5|294&1|135&4|835&5|183&4|199&4|14&3|493&5|856&3|153&2|678&4|100&4|603&5|238&4
164&1|199&5|175&5|408&5|208&3|197&4|485&3|58&3|523&3|616&4|511&4|180&4;737&4|107&2|99&5|1232&1;164&1|199&5|175&5|408&5|208&3|197&4|485&3|58&3|523&3|616&4|511&4|180&4|737&4|107&2|99&5|1232&1
748&3|333&4|282&4|328&4|275&4|538&4|300&4|245&4|301&1|294&2|323&3|984&2;699&5|96&4|257&2|395&3;748&3|333&4|282&4|328&4|275&4|538&4|300&4|245&4|301&1|294&2|323&3|984&2|699&5|96&4|257&2|395&3
472&3|151&5|13&4|740&5|476&3|258&4|25&3|220&4|222&3|289&5|596&3|15&3;225&3|1049&1|845&4|280&2;472&3|151&5|13&4|740&5|476&3|258&4|25&3|220&4|222&3|289&5|596&3|15&3|225&3|1049&1|845&4|280&2
474&2|172&4|806&3|198&5|100&4|64&5|98&5|176&5|515&5|183&5|283&1|678&3;117&5|257&3|475&5|121&2;474&2|172&4|806&3|198&5|100&4|64&5|98&5|176&5|515&5|183&5|283&1|678&3|117&5|257&3|475&5|121&2
261&3|323&5|50&3|1346&4|333&5|689&1|259&2|127&4|1&1|288&1|969&1|172&3;840&4|1084&5|25&4|15&4;261&3|323&5|50&3|1346&4|333&5|689&1|259&2|127&4|1&1|288&1|969&1|172&3|840&4|1084&5|25&4|15&4
243&4|105&3|173&5|930&5|110&4|473&2|197&2|194&4|932&4|208&3|125&3|155&3;402&3|768&4|62&4|1076&3;243&4|105&3|173&5|930&5|110&4|473&2|197&2|194&4|932&4|208&3|125&3|155&3|402&3|768&4|62&4|1076&3
327&3|124&1|15&2|324&5|325&1|1010&5|508&5|475&5|125&2|286&2|319&5|9&4;1008&5|123&4|253&5|544&4;327&3|124&1|15&2|324&5|325&1|1010&5|508&5|475&5|125&2|286&2|319&5|9&4|1008&5|123&4|253&5|544&4
175&3|87&3|190&4|657&4|514&5|479&4|324&3|193&3|279&4|582&2|462&3|651&5;172&5|23&5|69&4|19&3;175&3|87&3|190&4|657&4|514&5|479&4|324&3|193&3|279&4|582&2|462&3|651&5|172&5|23&5|69&4|19&3
156&5|302&3|693&3|171&3|32&4|480&5|181&2|79&3|484&4|134&3|772&1|675&4;448&4|591&4|229&2|449&3;156&5|302&3|693&3|171&3|32&4|480&5|181&2|79&3|484&4|134&3|772&1|675&4|448&4|591&4|229&2|449&3
751&4|339&5|310&5|272&5|323&2|286&3|334&1|324&1|877&4|259&5|326&1|682&4;689&4|338&3|688&4|879&4;751&4|339&5|310&5|272&5|323&2|286&3|334&1|324&1|877&4|259&5|326&1|682&4|689&4|338&3|688&4|879&4
105&3|472&1|282&5|281&4|168&3|250&3|1016&4|473&3|833&4|117&4|323&3|243&3;1073&3|1&5|763&5|295&5;105&3|472&1|282&5|281&4|168&3|250&3|1016&4|473&3|833&4|117&4|323&3|243&3|1073&3|1&5|763&5|295&5
591&5|133&4|82&4|392&4|416&3|157&5|69&5|174&5|127&4|28&5|276&4|381&4;4&5|88&5|204&5|735&5;591&5|133&4|82&4|392&4|416&3|157&5|69&5|174&5|127&4|28&5|276&4|381&4|4&5|88&5|204&5|735&5
408&4|293&4|9&3|16&4|286&2|251&5|50&5|301&3|14&3|249&2|351&2|285&5;258&2|1105&2|333&2|242&4;408&4|293&4|9&3|16&4|286&2|251&5|50&5|301&3|14&3|249&2|351&2|285&5|258&2|1105&2|333&2|242&4
97&4|318&5|498&5|98&4|1&5|144&4|588&4|178&5|183&3|842&4|22&4|208&5;195&4|276&2|1142&4|502&5;97&4|318&5|498&5|98&4|1&5|144&4|588&4|178&5|183&3|842&4|22&4|208&5|195&4|276&2|1142&4|502&5
127&5|751&4|423&4|313&4|419&5|591&3|98&5|480&5|195&3|699&2|51&5|288&3;427&5|582&4|755&5|66&3;127&5|751&4|423&4|313&4|419&5|591&3|98&5|480&5|195&3|699&2|51&5|288&3|427&5|582&4|755&5|66&3
988&3|885&2|100&4|222&3|748&3|50&5|284&3|275&5|301&4|1&4|328&4|13&5;742&4|597&2|1014&3|151&5;988&3|885&2|100&4|222&3|748&3|50&5|284&3|275&5|301&4|1&4|328&4|13&5|742&4|597&2|1014&3|151&5
683&3|303&4|321&4|874&3|305&5|258&4|322&2|268&4|289&4|307&4|288&2|340&5;323&2|327&4|1022&3|301&4;683&3|303&4|321&4|874&3|305&5|258&4|322&2|268&4|289&4|307&4|288&2|340&5|323&2|327&4|1022&3|301&4
1430&1|314&1|245&1|300&1|1313&1|359&1|1233&1|272&5|343&1|903&2|262&1|1024&1;889&2|904&1|1127&4|691&1;1430&1|314&1|245&1|300&1|1313&1|359&1|1233&1|272&5|343&1|903&2|262&1|1024&1|889&2|904&1|1127&4|691&1
318&4|357&5|650&3|1149&4|188&5|32&4|187&5|64&5|433&4|479&5|100&4|48&2;289&2|246&3|180&4|269&4;318&4|357&5|650&3|1149&4|188&5|32&4|187&5|64&5|433&4|479&5|100&4|48&2|289&2|246&3|180&4|269&4
628&3|588&4|366&2|211&4|708&3|83&3|30&3|550&3|199&4|616&3|77&3|134&2;636&2|157&4|1408&1|72&3;628&3|588&4|366&2|211&4|708&3|83&3|30&3|550&3|199&4|616&3|77&3|134&2|636&2|157&4|1408&1|72&3
319&2|292&3|288&3|286&2|748&1|687&2|294&3|259&4|304&3|268&4|325&4|322&4;991&3|245&2|989&2|678&3;319&2|292&3|288&3|286&2|748&1|687&2|294&3|259&4|304&3|268&4|325&4|322&4|991&3|245&2|989&2|678&3
294&5|271&3|327&5|875&4|262&5|300&4|333&4|332&4|286&4|751&3|312&3|750&5;313&5|346&5|302&5|264&5;294&5|271&3|327&5|875&4|262&5|300&4|333&4|332&4|286&4|751&3|312&3|750&5|313&5|346&5|302&5|264&5
302&5|684&4|233&4|770&3|288&4|77&4|939&3|573&4|39&3|1073&2|443&4|176&4;1046&2|1217&4|761&3|44&3;302&5|684&4|233&4|770&3|288&4|77&4|939&3|573&4|39&3|1073&2|443&4|176&4|1046&2|1217&4|761&3|44&3
200&5|732&4|179&3|161&5|692&4|58&4|56&5|134&5|205&4|96&4|435&4|153&5;105&3|216&4|219&3|238&3;200&5|732&4|179&3|161&5|692&4|58&4|56&5|134&5|205&4|96&4|435&4|153&5|105&3|216&4|219&3|238&3
417&5|43&4|740&4|602&5|95&4|191&5|181&4|511&5|812&4|70&5|237&4|168&5;52&5|86&5|736&5|401&3;417&5|43&4|740&4|602&5|95&4|191&5|181&4|511&5|812&4|70&5|237&4|168&5|52&5|86&5|736&5|401&3
222&2|1010&2|300&4|14&4|9&5|286&4|289&3|124&5|476&4|1171&3|1137&3|319&4;277&1|13&4|924&1|284&3;222&2|1010&2|300&4|14&4|9&5|286&4|289&3|124&5|476&4|1171&3|1137&3|319&4|277&1|13&4|924&1|284&3
323&5|322&5|346&1|751&4|313&5|748&2|258&4|347&5|315&3|984&5|328&5|294&3;343&4|243&3|894&4|688&3;323&5|322&5|346&1|751&4|313&5|748&2|258&4|347&5|315&3|984&5|328&5|294&3|343&4|243&3|894&4|688&3
1199&2|45&4|748&4|193&4|121&5|91&5|216&5|64&5|657&5|928&4|202&5|50&5;188&5|495&4|175&5|436&4;1199&2|45&4|748&4|193&4|121&5|91&5|216&5|64&5|657&5|928&4|202&5|50&5|188&5|495&4|175&5|436&4
866&3|182&4|831&2|11&5|12&3|924&4|930&3|1086&4|40&4|472&4|259&4|124&4;916&1|1263&3|550&4|1166&5;866&3|182&4|831&2|11&5|12&3|924&4|930&3|1086&4|40&4|472&4|259&4|124&4|916&1|1263&3|550&4|1166&5
509&4|694&4|280&1|10&4|137&3|16&3|732&4|1465&3|125&3|778&4|1039&4|1197&4;157&5|191&5|306&4|8&5;509&4|694&4|280&1|10&4|137&3|16&3|732&4|1465&3|125&3|778&4|1039&4|1197&4|157&5|191&5|306&4|8&5
880&5|748&2|302&4|323&3|334&3|327&3|258&3|259&3|307&1|304&4|873&3|1280&4;1025&4|887&2|245&3|678&4;880&5|748&2|302&4|323&3|334&3|327&3|258&3|259&3|307&1|304&4|873&3|1280&4|1025&4|887&2|245&3|678&4
252&2|539&2|1016&2|840&1|137&2|532&2|47&3|1082&3|515&4|887&3|286&3|346&4;914&2|903&2|344&5|297&3;252&2|539&2|1016&2|840&1|137&2|532&2|47&3|1082&3|515&4|887&3|286&3|346&4|914&2|903&2|344&5|297&3
381&4|937&4|294&3|116&4|584&5|14&4|83&5|242&5|529&5|321&1|301&4|86&5;26&3|1148&3|547&4|714&4;381&4|937&4|294&3|116&4|584&5|14&4|83&5|242&5|529&5|321&1|301&4|86&5|26&3|1148&3|547&4|714&4
323&1|255&4|476&3|327&1|301&5|294&3|93&4|880&5|269&3|288&4|289&4|1160&5;871&3|411&4|412&4|1047&1;323&1|255&4|476&3|327&1|301&5|294&3|93&4|880&5|269&3|288&4|289&4|1160&5|871&3|411&4|412&4|1047&1
20&3|14&4|150&4|306&4|137&4|302&5|116&4|305&4|325&2|111&3|751&3|127&5;197&4|521&5|191&4|357&5;20&3|14&4|150&4|306&4|137&4|302&5|116&4|305&4|325&2|111&3|751&3|127&5|197&4|521&5|191&4|357&5
433&3|325&2|328&4|921&3|1228&1|823&4|134&5|1407&2|67&2|748&2|431&3|771&2;841&2|740&3|1418&4|152&3;433&3|325&2|328&4|921&3|1228&1|823&4|134&5|1407&2|67&2|748&2|431&3|771&2|841&2|740&3|1418&4|152&3
283&4|921&4|194&4|710&3|787&3|487&4|204&4|428&4|655&4|367&3|508&4|603&5;72&3|13&4|712&3|4&4;283&4|921&4|194&4|710&3|787&3|487&4|204&4|428&4|655&4|367&3|508&4|603&5|72&3|13&4|712&3|4&4
678&2|327&4|258&5|269&3|323&2|245&3|271&4|313&4|260&1|333&5|286&5|687&3;12&5|39&1|644&3|175&2;678&2|327&4|258&5|269&3|323&2|245&3|271&4|313&4|260&1|333&5|286&5|687&3|12&5|39&1|644&3|175&2
746&5|226&5|756&2|456&4|252&5|370&2|298&4|121&5|685&4|651&5|332&4|7&4;682&4|431&5|264&3|53&3;746&5|226&5|756&2|456&4|252&5|370&2|298&4|121&5|685&4|651&5|332&4|7&4|682&4|431&5|264&3|53&3
109&4|168&5|172&5|49&3|552&3|249&5|177&4|79&4|381&3|3&4|1240&5|1000&2;584&4|141&3|80&3|66&3;109&4|168&5|172&5|49&3|552&3|249&5|177&4|79&4|381&3|3&4|1240&5|1000&2|584&4|141&3|80&3|66&3
873&2|288&3|681&2|260&3|243&2|264&3|307&4|258&3|334&2|245&3|323&3|876&3;50&3|25&2|181&3|322&3;873&2|288&3|681&2|260&3|243&2|264&3|307&4|258&3|334&2|245&3|323&3|876&3|50&3|25&2|181&3|322&3
