state;action_reward;n_state
245&4|286&4|325&1|271&3|312&3|288&3|748&4|270&4|340&5|875&4|332&4|300&4;264&5|313&5|872&5|346&5|346&5|346&5|264&5|302&5|264&5|346&5;245&4|286&4|325&1|271&3|312&3|288&3|748&4|270&4|340&5|875&4|332&4|300&4|264&5|313&5|872&5|346&5|346&5|346&5|264&5|302&5|264&5|346&5
302&5|233&4|185&5|77&4|603&4|566&4|1073&2|183&5|5&4|218&3|176&4|770&3;44&3|1046&2|583&2|583&2|1046&2|1046&2|44&3|583&2|1046&2|356&4;302&5|233&4|185&5|77&4|603&4|566&4|1073&2|183&5|5&4|218&3|176&4|770&3|44&3|1046&2|583&2|583&2|1046&2|1046&2|44&3|583&2|1046&2|356&4
172&5|651&4|732&4|50&5|234&4|69&4|208&5|420&4|1028&3|392&3|969&4|274&5;502&3|419&4|105&3|216&4|15&4|219&3|44&3|88&4|629&3|722&4;172&5|651&4|732&4|50&5|234&4|69&4|208&5|420&4|1028&3|392&3|969&4|274&5|502&3|419&4|105&3|216&4|15&4|219&3|44&3|88&4|629&3|722&4
158&4|449&4|451&4|794&4|705&4|228&4|624&5|513&4|570&3|421&4|648&4|290&4;105&4|1133&4|1446&4|736&5|196&5|1401&5|735&5|386&4|735&5|1028&5;158&4|449&4|451&4|794&4|705&4|228&4|624&5|513&4|570&3|421&4|648&4|290&4|105&4|1133&4|1446&4|736&5|196&5|1401&5|735&5|386&4|735&5|1028&5
286&4|813&4|121&2|100&3|1171&3|301&4|319&4|476&4|1137&3|300&4|9&5|14&4;284&3|277&1|284&3|284&3|284&3|277&1|924&1|13&4|13&4|924&1;286&4|813&4|121&2|100&3|1171&3|301&4|319&4|476&4|1137&3|300&4|9&5|14&4|284&3|277&1|284&3|284&3|284&3|277&1|924&1|13&4|13&4|924&1
346&1|687&1|328&5|294&3|288&3|347&5|258&4|751&4|323&5|322&5|315&3|286&1;343&4|343&4|343&4|343&4|343&4|894&4|688&3|688&3|343&4|688&3;346&1|687&1|328&5|294&3|288&3|347&5|258&4|751&4|323&5|322&5|315&3|286&1|343&4|343&4|343&4|343&4|343&4|894&4|688&3|688&3|343&4|688&3
69&5|210&4|168&4|655&5|484&4|45&4|91&5|496&5|179&5|748&4|216&5|258&5;495&4|640&3|56&3|99&4|99&4|559&4|559&4|141&4|175&5|141&4;69&5|210&4|168&4|655&5|484&4|45&4|91&5|496&5|179&5|748&4|216&5|258&5|495&4|640&3|56&3|99&4|99&4|559&4|559&4|141&4|175&5|141&4
28&5|1153&5|825&3|276&2|194&5|147&4|172&4|250&2|268&5|412&4|492&5|616&2;269&3|684&4|299&4|354&5|269&3|338&1|407&3|1265&3|931&1|354&5;28&5|1153&5|825&3|276&2|194&5|147&4|172&4|250&2|268&5|412&4|492&5|616&2|269&3|684&4|299&4|354&5|269&3|338&1|407&3|1265&3|931&1|354&5
699&4|387&4|813&4|1039&4|237&2|16&3|246&4|509&4|28&4|1466&3|280&1|116&4;1281&5|86&5|86&5|317&5|173&3|435&4|367&3|208&4|8&5|511&5;699&4|387&4|813&4|1039&4|237&2|16&3|246&4|509&4|28&4|1466&3|280&1|116&4|1281&5|86&5|86&5|317&5|173&3|435&4|367&3|208&4|8&5|511&5
294&2|286&3|877&2|748&2|327&3|340&1|326&2|879&4|331&2|259&3|873&3|292&4;1025&4|299&4|330&1|688&3|887&2|299&4|245&3|678&4|261&3|887&2;294&2|286&3|877&2|748&2|327&3|340&1|326&2|879&4|331&2|259&3|873&3|292&4|1025&4|299&4|330&1|688&3|887&2|299&4|245&3|678&4|261&3|887&2
872&3|249&2|7&2|479&4|604&3|1256&1|607&2|199&4|295&3|253&3|275&2|185&3;11&5|751&3|900&4|1134&4|297&3|914&2|905&2|271&4|350&3|355&2;872&3|249&2|7&2|479&4|604&3|1256&1|607&2|199&4|295&3|253&3|275&2|185&3|11&5|751&3|900&4|1134&4|297&3|914&2|905&2|271&4|350&3|355&2
937&4|301&4|275&5|321&1|289&5|286&4|475&3|582&2|509&5|305&4|170&5|462&4;20&4|547&4|1227&4|1227&4|20&4|737&3|20&4|737&3|1148&3|26&3;937&4|301&4|275&5|321&1|289&5|286&4|475&3|582&2|509&5|305&4|170&5|462&4|20&4|547&4|1227&4|1227&4|20&4|737&3|20&4|737&3|1148&3|26&3
323&1|813&2|298&3|880&5|327&1|255&4|93&4|257&4|476&3|288&4|294&3|25&3;411&4|411&4|1047&1|411&4|411&4|237&5|1047&1|1047&1|871&3|412&4;323&1|813&2|298&3|880&5|327&1|255&4|93&4|257&4|476&3|288&4|294&3|25&3|411&4|411&4|1047&1|411&4|411&4|237&5|1047&1|1047&1|871&3|412&4
127&5|302&5|676&3|275&4|748&3|14&4|137&4|305&4|321&3|150&4|340&3|306&4;182&4|521&5|197&4|357&5|357&5|197&4|514&5|357&5|521&5|191&4;127&5|302&5|676&3|275&4|748&3|14&4|137&4|305&4|321&3|150&4|340&3|306&4|182&4|521&5|197&4|357&5|357&5|197&4|514&5|357&5|521&5|191&4
100&5|328&4|1052&1|1089&4|127&5|213&4|326&3|386&2|508&3|582&4|636&2|500&4;558&3|93&3|591&4|154&3|421&4|59&3|264&3|59&3|1418&4|1418&4;100&5|328&4|1052&1|1089&4|127&5|213&4|326&3|386&2|508&3|582&4|636&2|500&4|558&3|93&3|591&4|154&3|421&4|59&3|264&3|59&3|1418&4|1418&4
732&3|921&4|709&4|64&5|285&5|88&3|48&4|393&4|580&2|116&4|202&3|428&4;517&4|25&4|13&4|25&4|237&3|72&3|934&3|934&3|235&3|1120&4;732&3|921&4|709&4|64&5|285&5|88&3|48&4|393&4|580&2|116&4|202&3|428&4|517&4|25&4|13&4|25&4|237&3|72&3|934&3|934&3|235&3|1120&4
309&5|307&3|327&4|271&4|294&5|269&3|340&5|323&2|687&3|313&4|358&1|245&3;748&4|748&4|175&2|39&1|644&3|175&2|748&4|12&5|39&1|644&3;309&5|307&3|327&4|271&4|294&5|269&3|340&5|323&2|687&3|313&4|358&1|245&3|748&4|748&4|175&2|39&1|644&3|175&2|748&4|12&5|39&1|644&3
451&5|742&5|195&5|159&5|31&4|332&4|673&5|685&4|385&5|406&3|841&4|322&4;684&5|233&4|1042&4|342&4|218&5|227&5|302&5|566&4|326&5|233&4;451&5|742&5|195&5|159&5|31&4|332&4|673&5|685&4|385&5|406&3|841&4|322&4|684&5|233&4|1042&4|342&4|218&5|227&5|302&5|566&4|326&5|233&4
161&5|216&3|590&2|55&3|182&4|588&4|1210&4|420&3|56&4|455&4|128&4|273&4;622&2|1030&1|364&3|393&4|139&3|395&4|780&2|72&3|1030&1|577&2;161&5|216&3|590&2|55&3|182&4|588&4|1210&4|420&3|56&4|455&4|128&4|273&4|622&2|1030&1|364&3|393&4|139&3|395&4|780&2|72&3|1030&1|577&2
328&3|307&4|260&3|876&3|326&4|678&2|681&2|264&3|313&5|323&3|258&3|294&4;25&2|181&3|181&3|471&4|50&3|25&2|25&2|181&3|322&3|50&3;328&3|307&4|260&3|876&3|326&4|678&2|681&2|264&3|313&5|323&3|258&3|294&4|25&2|181&3|181&3|471&4|50&3|25&2|25&2|181&3|322&3|50&3
350&2|750&5|268&4|346&3|682&2|880&5|313&4|302&3|310&4|690&2|286&5|300&4;895&2|895&2|294&3|335&3|343&2|294&3|294&3|689&3|294&3|335&3;350&2|750&5|268&4|346&3|682&2|880&5|313&4|302&3|310&4|690&2|286&5|300&4|895&2|895&2|294&3|335&3|343&2|294&3|294&3|689&3|294&3|335&3
402&2|214&2|168&5|117&3|181&3|501&5|343&5|739&1|806&4|42&2|7&5|210&3;383&2|476&1|755&3|401&4|411&2|428&5|21&2|1071&4|273&2|143&3;402&2|214&2|168&5|117&3|181&3|501&5|343&5|739&1|806&4|42&2|7&5|210&3|383&2|476&1|755&3|401&4|411&2|428&5|21&2|1071&4|273&2|143&3
528&4|203&4|289&5|250&4|295&4|12&5|483&5|328&5|168&4|197&4|175&5|474&5;207&5|135&5|276&1|174&5|423&3|651&5|423&3|276&1|51&3|228&5;528&4|203&4|289&5|250&4|295&4|12&5|483&5|328&5|168&4|197&4|175&5|474&5|207&5|135&5|276&1|174&5|423&3|651&5|423&3|276&1|51&3|228&5
301&4|879&5|269&3|338&2|682&3|306&4|750&3|313&5|340&3|332&4|333&4|346&3;358&3|358&3|350&3|350&3|358&3|259&2|350&3|358&3|261&3|880&4;301&4|879&5|269&3|338&2|682&3|306&4|750&3|313&5|340&3|332&4|333&4|346&3|358&3|358&3|350&3|350&3|358&3|259&2|350&3|358&3|261&3|880&4
255&3|340&5|268&5|293&5|685&3|290&4|1302&5|50&4|244&5|250&1|740&2|405&3;1258&5|410&4|934&2|410&4|1132&3|120&1|407&4|934&2|934&2|274&4;255&3|340&5|268&5|293&5|685&3|290&4|1302&5|50&4|244&5|250&1|740&2|405&3|1258&5|410&4|934&2|410&4|1132&3|120&1|407&4|934&2|934&2|274&4
790&3|176&4|384&2|1018&3|408&5|547&4|432&4|509&4|187&5|60&5|181&5|455&4;191&4|675&5|217&3|27&1|185&4|567&2|1555&4|221&2|121&2|185&4;790&3|176&4|384&2|1018&3|408&5|547&4|432&4|509&4|187&5|60&5|181&5|455&4|191&4|675&5|217&3|27&1|185&4|567&2|1555&4|221&2|121&2|185&4
26&3|684&4|781&2|739&4|150&2|513&5|166&4|111&3|47&4|186&3|204&4|56&4;148&1|121&2|498&4|742&1|53&2|121&2|53&2|226&3|611&4|498&4;26&3|684&4|781&2|739&4|150&2|513&5|166&4|111&3|47&4|186&3|204&4|56&4|148&1|121&2|498&4|742&1|53&2|121&2|53&2|226&3|611&4|498&4
985&3|273&3|109&3|1163&5|252&4|1328&4|294&3|288&3|191&3|989&4|70&4|16&3;291&3|596&3|978&4|268&4|220&2|21&3|220&2|413&3|749&3|328&2;985&3|273&3|109&3|1163&5|252&4|1328&4|294&3|288&3|191&3|989&4|70&4|16&3|291&3|596&3|978&4|268&4|220&2|21&3|220&2|413&3|749&3|328&2
127&4|260&3|332&4|258&5|651&5|91&4|15&5|325&4|174&4|202&4|169&5|328&3;176&4|176&4|432&5|176&4|222&5|318&5|222&5|372&5|176&4|222&5;127&4|260&3|332&4|258&5|651&5|91&4|15&5|325&4|174&4|202&4|169&5|328&3|176&4|176&4|432&5|176&4|222&5|318&5|222&5|372&5|176&4|222&5
427&5|79&5|878&4|511&4|124&4|423&5|478&5|200&4|318&5|193&5|135&3|313&3;31&5|31&5|604&4|183&3|584&4|584&4|95&5|97&5|174&5|659&5;427&5|79&5|878&4|511&4|124&4|423&5|478&5|200&4|318&5|193&5|135&3|313&3|31&5|31&5|604&4|183&3|584&4|584&4|95&5|97&5|174&5|659&5
70&5|153&5|22&4|204&3|90&4|118&3|42&3|32&4|1&3|300&3|79&3|160&1;216&4|176&4|629&3|69&3|752&4|31&3|1296&4|181&4|17&3|243&1;70&5|153&5|22&4|204&3|90&4|118&3|42&3|32&4|1&3|300&3|79&3|160&1|216&4|176&4|629&3|69&3|752&4|31&3|1296&4|181&4|17&3|243&1
269&4|990&4|687&1|319&3|302&4|288&4|261&2|262&3|690&4|321&2|268&3|325&4;875&3|875&3|1048&5|948&4|988&2|948&4|1048&5|875&3|875&3|1048&5;269&4|990&4|687&1|319&3|302&4|288&4|261&2|262&3|690&4|321&2|268&3|325&4|875&3|875&3|1048&5|948&4|988&2|948&4|1048&5|875&3|875&3|1048&5
380&4|735&4|152&4|431&4|423&5|19&4|659&3|483&4|109&3|609&4|715&4|116&4;259&4|510&3|486&3|898&2|307&4|150&3|49&2|49&2|680&1|65&3;380&4|735&4|152&4|431&4|423&5|19&4|659&3|483&4|109&3|609&4|715&4|116&4|259&4|510&3|486&3|898&2|307&4|150&3|49&2|49&2|680&1|65&3
1009&2|475&3|1011&4|273&4|287&5|10&4|991&3|125&4|270&4|285&5|129&4|277&3;405&3|696&4|696&4|473&4|544&4|121&4|823&3|696&4|405&3|696&4;1009&2|475&3|1011&4|273&4|287&5|10&4|991&3|125&4|270&4|285&5|129&4|277&3|405&3|696&4|696&4|473&4|544&4|121&4|823&3|696&4|405&3|696&4
655&3|959&4|710&5|93&4|357&5|869&2|182&5|153&3|69&3|763&5|369&3|276&5;616&4|403&2|843&5|843&5|219&2|134&2|340&5|393&4|282&3|392&2;655&3|959&4|710&5|93&4|357&5|869&2|182&5|153&3|69&3|763&5|369&3|276&5|616&4|403&2|843&5|843&5|219&2|134&2|340&5|393&4|282&3|392&2
988&3|342&1|263&3|243&3|271&4|307&4|259&2|877&1|538&3|750&4|690&4|326&3;892&1|890&4|890&4|901&1|901&1|901&1|266&2|890&4|893&3|680&2;988&3|342&1|263&3|243&3|271&4|307&4|259&2|877&1|538&3|750&4|690&4|326&3|892&1|890&4|890&4|901&1|901&1|901&1|266&2|890&4|893&3|680&2
127&2|382&5|645&3|199&5|528&5|863&2|631&5|427&4|191&3|86&4|197&5|286&4;735&4|735&4|179&1|735&4|423&4|87&5|511&4|179&1|735&4|423&4;127&2|382&5|645&3|199&5|528&5|863&2|631&5|427&4|191&3|86&4|197&5|286&4|735&4|735&4|179&1|735&4|423&4|87&5|511&4|179&1|735&4|423&4
98&4|738&3|168&2|186&3|215&5|794&3|393&4|930&3|229&3|447&4|97&3|176&5;368&3|720&3|161&4|395&3|153&4|62&5|164&4|62&5|368&3|575&3;98&4|738&3|168&2|186&3|215&5|794&3|393&4|930&3|229&3|447&4|97&3|176&5|368&3|720&3|161&4|395&3|153&4|62&5|164&4|62&5|368&3|575&3
173&1|735&5|710&3|125&5|12&4|1469&4|283&4|418&5|294&5|1150&4|318&5|568&5;67&4|731&4|781&3|1229&2|997&1|796&2|623&5|996&4|1178&2|785&3;173&1|735&5|710&3|125&5|12&4|1469&4|283&4|418&5|294&5|1150&4|318&5|568&5|67&4|731&4|781&3|1229&2|997&1|796&2|623&5|996&4|1178&2|785&3
687&2|289&2|243&3|678&4|313&5|325&1|299&3|258&4|292&4|286&3|261&2|333&3;330&2|358&1|1025&3|358&1|1025&3|1025&3|330&2|681&1|681&1|457&2;687&2|289&2|243&3|678&4|313&5|325&1|299&3|258&4|292&4|286&3|261&2|333&3|330&2|358&1|1025&3|358&1|1025&3|1025&3|330&2|681&1|681&1|457&2
758&2|405&5|121&4|150&4|143&1|368&3|176&5|1047&2|257&5|156&4|181&5|237&4;265&4|313&5|172&5|895&2|122&2|96&5|895&2|222&5|298&5|265&4;758&2|405&5|121&4|150&4|143&1|368&3|176&5|1047&2|257&5|156&4|181&5|237&4|265&4|313&5|172&5|895&2|122&2|96&5|895&2|222&5|298&5|265&4
324&3|288&5|895&2|286&4|289&2|358&1|301&2|258&3|302&5|538&3|328&2|271&2;748&1|751&1|343&4|751&1|264&3|264&3|343&4|751&1|316&3|316&3;324&3|288&5|895&2|286&4|289&2|358&1|301&2|258&3|302&5|538&3|328&2|271&2|748&1|751&1|343&4|751&1|264&3|264&3|343&4|751&1|316&3|316&3
286&4|20&5|9&4|15&3|14&4|1068&2|19&5|124&4|253&5|283&3|847&4|137&4;269&4|285&5|508&5|936&5|508&5|508&5|269&4|285&5|269&4|508&5;286&4|20&5|9&4|15&3|14&4|1068&2|19&5|124&4|253&5|283&3|847&4|137&4|269&4|285&5|508&5|936&5|508&5|508&5|269&4|285&5|269&4|508&5
182&5|175&5|299&4|135&5|654&4|124&3|98&5|209&4|300&2|475&4|168&4|87&4;806&4|92&4|50&5|338&3|92&4|628&2|217&3|358&2|1218&4|198&4;182&5|175&5|299&4|135&5|654&4|124&3|98&5|209&4|300&2|475&4|168&4|87&4|806&4|92&4|50&5|338&3|92&4|628&2|217&3|358&2|1218&4|198&4
886&2|135&4|319&4|811&4|32&5|136&5|875&4|490&4|299&4|1021&3|302&4|514&5;493&5|124&4|1019&5|498&4|498&4|498&4|493&5|611&4|1019&5|493&5;886&2|135&4|319&4|811&4|32&5|136&5|875&4|490&4|299&4|1021&3|302&4|514&5|493&5|124&4|1019&5|498&4|498&4|498&4|493&5|611&4|1019&5|493&5
357&4|1006&5|639&4|221&5|127&1|179&4|529&3|1396&4|855&3|213&5|1524&5|268&3;132&5|114&5|132&5|469&4|132&5|469&4|318&5|918&1|174&1|114&5;357&4|1006&5|639&4|221&5|127&1|179&4|529&3|1396&4|855&3|213&5|1524&5|268&3|132&5|114&5|132&5|469&4|132&5|469&4|318&5|918&1|174&1|114&5
70&3|89&4|319&3|4&3|1198&3|531&5|936&3|52&4|14&3|210&3|403&4|286&4;231&2|736&3|172&3|708&4|1504&3|716&3|83&4|740&3|83&4|161&3;70&3|89&4|319&3|4&3|1198&3|531&5|936&3|52&4|14&3|210&3|403&4|286&4|231&2|736&3|172&3|708&4|1504&3|716&3|83&4|740&3|83&4|161&3
191&2|89&4|258&3|210&5|526&2|433&4|275&4|487&2|656&1|1021&1|606&2|172&5;428&1|100&2|465&3|220&3|220&3|202&3|202&3|284&1|505&2|640&2;191&2|89&4|258&3|210&5|526&2|433&4|275&4|487&2|656&1|1021&1|606&2|172&5|428&1|100&2|465&3|220&3|220&3|202&3|202&3|284&1|505&2|640&2
926&3|63&3|550&3|205&5|405&2|154&3|252&4|357&4|1&5|174&5|470&4|209&4;318&5|517&3|651&4|265&4|385&5|50&5|211&3|969&4|82&5|164&5;926&3|63&3|550&3|205&5|405&2|154&3|252&4|357&4|1&5|174&5|470&4|209&4|318&5|517&3|651&4|265&4|385&5|50&5|211&3|969&4|82&5|164&5
312&1|269&3|340&3|750&2|303&4|347&4|301&3|270&3|875&2|896&5|286&1|300&2;326&1|322&1|326&1|326&1|322&1|322&1|689&2|322&1|689&2|338&3;312&1|269&3|340&3|750&2|303&4|347&4|301&3|270&3|875&2|896&5|286&1|300&2|326&1|322&1|326&1|326&1|322&1|322&1|689&2|322&1|689&2|338&3
1152&4|298&5|235&4|988&1|688&4|763&4|293&5|181&4|294&4|242&4|295&3|264&4;151&4|825&5|118&3|824&3|824&3|111&3|824&3|824&3|825&5|118&3;1152&4|298&5|235&4|988&1|688&4|763&4|293&5|181&4|294&4|242&4|295&3|264&4|151&4|825&5|118&3|824&3|824&3|111&3|824&3|824&3|825&5|118&3
100&4|237&2|286&3|7&4|276&4|137&4|294&4|475&4|125&1|111&3|243&1|919&4;117&3|471&2|117&3|508&3|117&3|117&3|508&3|117&3|151&4|471&2;100&4|237&2|286&3|7&4|276&4|137&4|294&4|475&4|125&1|111&3|243&1|919&4|117&3|471&2|117&3|508&3|117&3|117&3|508&3|117&3|151&4|471&2
300&4|742&3|1012&4|117&4|288&4|1&4|118&5|258&4|1197&3|259&1|328&3|123&4;1047&3|147&3|845&4|1047&3|257&5|147&3|1047&3|121&5|845&4|410&4;300&4|742&3|1012&4|117&4|288&4|1&4|118&5|258&4|1197&3|259&1|328&3|123&4|1047&3|147&3|845&4|1047&3|257&5|147&3|1047&3|121&5|845&4|410&4
117&4|472&3|482&5|9&4|264&3|1&4|328&3|661&5|180&5|250&3|98&5|150&4;190&5|193&4|193&4|165&4|1050&4|423&5|265&4|789&4|193&4|528&5;117&4|472&3|482&5|9&4|264&3|1&4|328&3|661&5|180&5|250&3|98&5|150&4|190&5|193&4|193&4|165&4|1050&4|423&5|265&4|789&4|193&4|528&5
293&4|298&3|305&3|280&3|251&5|315&1|303&4|111&4|13&4|285&5|288&3|282&4;281&3|313&5|304&4|283&5|316&5|304&4|272&5|283&5|289&3|309&1;293&4|298&3|305&3|280&3|251&5|315&1|303&4|111&4|13&4|285&5|288&3|282&4|281&3|313&5|304&4|283&5|316&5|304&4|272&5|283&5|289&3|309&1
528&5|143&4|485&4|125&2|226&3|447&4|606&5|97&5|951&3|55&4|317&5|38&3;68&2|155&4|62&4|768&4|410&3|87&4|977&3|435&4|441&3|441&3;528&5|143&4|485&4|125&2|226&3|447&4|606&5|97&5|951&3|55&4|317&5|38&3|68&2|155&4|62&4|768&4|410&3|87&4|977&3|435&4|441&3|441&3
292&3|255&4|250&4|286&5|748&5|1&5|276&5|258&4|310&4|678&3|298&5|323&4;458&4|458&4|282&5|827&4|123&4|827&4|123&4|293&4|458&4|293&4;292&3|255&4|250&4|286&5|748&5|1&5|276&5|258&4|310&4|678&3|298&5|323&4|458&4|458&4|282&5|827&4|123&4|827&4|123&4|293&4|458&4|293&4
169&5|174&3|48&4|1070&4|124&4|199&4|980&5|144&4|514&5|284&4|527&2|134&5;245&2|632&4|792&4|338&3|301&1|23&4|430&5|387&4|245&2|529&3;169&5|174&3|48&4|1070&4|124&4|199&4|980&5|144&4|514&5|284&4|527&2|134&5|245&2|632&4|792&4|338&3|301&1|23&4|430&5|387&4|245&2|529&3
57&5|307&4|475&5|949&3|129&4|676&4|275&4|100&5|224&4|301&3|288&3|531&5;936&4|237&2|245&4|130&2|130&2|221&3|237&2|936&4|237&2|245&4;57&5|307&4|475&5|949&3|129&4|676&4|275&4|100&5|224&4|301&3|288&3|531&5|936&4|237&2|245&4|130&2|130&2|221&3|237&2|936&4|237&2|245&4
183&4|486&3|190&4|1&5|64&5|216&4|234&4|478&2|23&5|79&4|514&4|196&4;7&5|181&5|265&5|176&4|176&4|181&5|153&4|153&4|185&5|185&5;183&4|486&3|190&4|1&5|64&5|216&4|234&4|478&2|23&5|79&4|514&4|196&4|7&5|181&5|265&5|176&4|176&4|181&5|153&4|153&4|185&5|185&5
69&4|153&4|631&4|191&5|792&5|137&4|869&4|100&4|180&4|237&5|514&5|644&4;762&5|535&4|280&3|274&4|274&4|535&4|762&5|535&4|535&4|274&4;69&4|153&4|631&4|191&5|792&5|137&4|869&4|100&4|180&4|237&5|514&5|644&4|762&5|535&4|280&3|274&4|274&4|535&4|762&5|535&4|535&4|274&4
288&3|197&4|640&2|690&4|216&4|88&4|270&4|237&4|111&3|307&3|515&5|86&4;55&4|56&5|98&5|98&5|228&4|226&3|226&3|203&4|226&3|185&4;288&3|197&4|640&2|690&4|216&4|88&4|270&4|237&4|111&3|307&3|515&5|86&4|55&4|56&5|98&5|98&5|228&4|226&3|226&3|203&4|226&3|185&4
455&3|42&5|365&2|531&5|7&2|468&3|191&5|385&3|794&3|443&4|71&3|176&3;510&4|737&4|410&4|804&3|163&4|665&2|1220&3|1076&2|264&3|941&3;455&3|42&5|365&2|531&5|7&2|468&3|191&5|385&3|794&3|443&4|71&3|176&3|510&4|737&4|410&4|804&3|163&4|665&2|1220&3|1076&2|264&3|941&3
214&2|137&4|133&5|238&5|132&5|228&5|134&5|276&5|116&4|708&3|168&4|483&5;1033&2|29&4|333&5|108&3|81&3|29&4|140&3|53&4|399&4|546&4;214&2|137&4|133&5|238&5|132&5|228&5|134&5|276&5|116&4|708&3|168&4|483&5|1033&2|29&4|333&5|108&3|81&3|29&4|140&3|53&4|399&4|546&4
300&3|79&4|543&5|614&3|117&3|520&3|568&4|515&5|357&5|879&2|272&5|333&2;162&5|416&5|176&5|250&2|250&2|1444&3|135&5|50&5|50&5|195&5;300&3|79&4|543&5|614&3|117&3|520&3|568&4|515&5|357&5|879&2|272&5|333&2|162&5|416&5|176&5|250&2|250&2|1444&3|135&5|50&5|50&5|195&5
591&4|52&4|971&2|137&4|727&4|196&4|662&3|1045&4|357&2|505&4|480&4|133&5;692&4|275&4|735&5|97&4|129&5|42&3|97&4|22&3|735&5|275&4;591&4|52&4|971&2|137&4|727&4|196&4|662&3|1045&4|357&2|505&4|480&4|133&5|692&4|275&4|735&5|97&4|129&5|42&3|97&4|22&3|735&5|275&4
1042&4|978&2|127&4|33&5|559&5|569&3|1273&4|77&3|423&2|56&5|156&4|164&2;790&3|239&3|926&4|204&3|80&2|3&5|85&3|467&4|735&3|1249&3;1042&4|978&2|127&4|33&5|559&5|569&3|1273&4|77&3|423&2|56&5|156&4|164&2|790&3|239&3|926&4|204&3|80&2|3&5|85&3|467&4|735&3|1249&3
211&5|514&3|203&4|651&4|186&5|554&4|372&4|516&4|709&5|621&4|523&4|401&3;1022&3|616&2|124&5|496&5|300&3|496&5|345&3|436&3|663&3|168&4;211&5|514&3|203&4|651&4|186&5|554&4|372&4|516&4|709&5|621&4|523&4|401&3|1022&3|616&2|124&5|496&5|300&3|496&5|345&3|436&3|663&3|168&4
28&3|827&2|1&2|455&3|1077&3|1131&3|134&4|132&5|328&3|15&2|174&4|1134&2;949&4|403&4|712&4|1130&4|227&1|559&3|167&2|697&4|1091&3|949&4;28&3|827&2|1&2|455&3|1077&3|1131&3|134&4|132&5|328&3|15&2|174&4|1134&2|949&4|403&4|712&4|1130&4|227&1|559&3|167&2|697&4|1091&3|949&4
331&2|270&3|1176&4|242&4|906&5|304&3|678&1|303&3|269&4|286&5|882&2|311&3;258&2|268&1|288&1|245&2|995&2|995&2|288&1|258&2|258&2|245&2;331&2|270&3|1176&4|242&4|906&5|304&3|678&1|303&3|269&4|286&5|882&2|311&3|258&2|268&1|288&1|245&2|995&2|995&2|288&1|258&2|258&2|245&2
98&4|319&3|8&5|190&5|511&4|517&4|298&2|705&4|213&5|175&3|191&4|603&4;208&2|1121&4|183&4|79&4|443&4|234&4|443&4|443&4|96&4|234&4;98&4|319&3|8&5|190&5|511&4|517&4|298&2|705&4|213&5|175&3|191&4|603&4|208&2|1121&4|183&4|79&4|443&4|234&4|443&4|443&4|96&4|234&4
789&4|213&3|627&2|294&1|717&2|289&4|1003&2|71&3|561&2|334&4|77&1|995&3;1036&2|80&1|715&3|231&3|997&1|1079&1|80&1|385&1|518&4|821&1;789&4|213&3|627&2|294&1|717&2|289&4|1003&2|71&3|561&2|334&4|77&1|995&3|1036&2|80&1|715&3|231&3|997&1|1079&1|80&1|385&1|518&4|821&1
64&4|98&5|245&2|22&5|510&5|136&5|193&4|492&4|237&5|482&5|603&5|418&5;604&5|604&5|604&5|143&2|1443&4|172&5|1443&4|1443&4|143&2|143&2;64&4|98&5|245&2|22&5|510&5|136&5|193&4|492&4|237&5|482&5|603&5|418&5|604&5|604&5|604&5|143&2|1443&4|172&5|1443&4|1443&4|143&2|143&2
315&2|362&1|300&3|304&4|346&2|344&1|301&2|313&3|331&3|895&4|333&5|328&1;1313&2|327&1|1313&2|327&1|288&5|327&1|288&5|288&5|288&5|1313&2;315&2|362&1|300&3|304&4|346&2|344&1|301&2|313&3|331&3|895&4|333&5|328&1|1313&2|327&1|1313&2|327&1|288&5|327&1|288&5|288&5|288&5|1313&2
286&5|311&5|748&1|899&3|312&4|523&5|245&4|315&5|313&3|1176&4|689&1|307&5;285&4|124&5|9&5|234&4|285&4|9&5|285&4|520&5|285&4|1126&3;286&5|311&5|748&1|899&3|312&4|523&5|245&4|315&5|313&3|1176&4|689&1|307&5|285&4|124&5|9&5|234&4|285&4|9&5|285&4|520&5|285&4|1126&3
50&3|269&3|1191&3|1387&3|887&4|750&4|312&4|683&1|905&4|289&3|338&2|690&4;1082&3|1644&2|994&2|1380&2|296&3|296&3|1216&2|256&2|534&3|1669&2;50&3|269&3|1191&3|1387&3|887&4|750&4|312&4|683&1|905&4|289&3|338&2|690&4|1082&3|1644&2|994&2|1380&2|296&3|296&3|1216&2|256&2|534&3|1669&2
23&5|204&3|396&4|319&3|959&3|58&4|132&3|238&4|72&3|384&3|479&4|410&4;28&4|501&4|625&3|97&4|1061&2|48&5|48&5|71&3|64&4|625&3;23&5|204&3|396&4|319&3|959&3|58&4|132&3|238&4|72&3|384&3|479&4|410&4|28&4|501&4|625&3|97&4|1061&2|48&5|48&5|71&3|64&4|625&3
633&4|202&5|51&5|1029&4|946&2|403&5|66&5|924&2|140&3|226&5|431&5|1053&4;751&5|475&5|569&4|318&5|916&5|82&5|385&5|7&5|91&5|318&5;633&4|202&5|51&5|1029&4|946&2|403&5|66&5|924&2|140&3|226&5|431&5|1053&4|751&5|475&5|569&4|318&5|916&5|82&5|385&5|7&5|91&5|318&5
