item_id;vectors
334;-0.2468881|-0.70847166|0.84780693|0.22621554|-1.0831137|-1.3706281|-0.37496737|-0.7890407|0.3347192|0.48427552|0.3055676|0.81989163|0.41851157|1.3316116|-0.26679742|-0.41342917|0.56340086|0.36251554|0.6387694|0.2214585|-0.83637524|0.43909967|0.65673625|-0.18729727|0.410999|-0.28159857|-0.8819772|0.3969912|0.5468551|1.0609038|-0.98882663|0.20222652|-0.030375794|0.21753429|-0.7718092|-0.3124712|-0.18718022|0.55742204|-0.11274132|-0.18456692|0.38631162|-0.1619382|-0.044477344|-0.12942758|-0.13623288|0.18946466|0.19753149|0.86607194|-1.3571341|0.02833268
335;0.48219723|-1.1522542|0.76465267|0.14951724|-1.4675909|-0.0068412423|0.36902168|-1.0267909|0.34603146|0.6506583|0.1863471|0.42531478|1.1543326|0.8559459|-0.04110396|-1.421694|0.13680935|0.20334351|0.26714954|0.3278945|-0.25927928|0.7662617|1.2701678|-0.40792066|0.022292137|-0.01062537|-0.4512338|0.75661385|0.6481276|0.14921096|-0.50913334|1.5563413|-0.11957398|-0.43996868|-0.88720876|0.1294383|-0.48350716|0.059699655|0.032644663|0.19962895|0.29771668|-0.38530684|-0.8861486|1.0001998|-1.2564323|0.8152777|-0.25405806|0.6400379|-0.18783855|0.025129378
336;0.39803797|0.3677841|1.0547847|0.3635745|-1.0305729|-0.0046254247|0.19648486|-0.64881754|-0.26946235|0.44413465|0.42955518|-1.0239278|0.10671656|0.7819763|0.32918024|-0.6932338|0.5515451|0.59009105|-0.38708693|0.021370582|-0.960421|0.5919709|-0.012562543|-0.7820387|0.74615854|0.01536026|-0.78202736|0.278874|0.2436703|0.083197296|-0.10334997|0.1727035|0.19628105|0.20046376|-0.5724048|0.31189346|-1.3092843|-0.36949825|0.09489025|-0.71497744|1.2573454|-0.30672008|-1.0692761|1.0549313|-0.736869|0.18558961|0.4902951|0.21732703|-0.52222383|-0.7662115
337;0.23978725|-0.08038667|0.23695543|-0.14095569|-1.2928307|-0.55621153|-0.22141269|-0.62208|-0.20925702|0.05277577|0.72077596|0.5229782|0.03664571|0.7998959|0.6699102|-0.90881383|0.69658536|1.2545509|-0.17040102|0.13971439|-0.46537143|0.9071107|0.5724671|0.06552482|0.7258519|0.06562474|-0.55822045|0.14979437|-0.40954435|1.0536816|0.30613148|1.3295808|-1.0060594|-0.39363283|0.0023923144|0.5263505|-0.6483155|-0.18901084|-0.97196907|-1.1609097|0.12325403|-0.57850367|-0.95167077|0.45018226|-0.22520751|1.2042986|0.11382827|1.3426945|-0.17440379|-1.1724951
338;0.6596377|-0.39412218|0.193133|0.26085323|-0.44095415|0.3368324|0.14471683|-0.25359666|-0.28584146|0.2584417|0.47738218|0.62012744|0.02143921|0.18558109|0.5212989|-0.8641277|0.46596152|0.14536649|0.1139977|-0.3618159|-0.5129495|0.55351347|0.7105452|-0.23751152|0.88014734|0.5571722|-0.86251736|0.9121921|0.24615069|0.6252527|-0.478715|1.3746102|-0.108297765|-0.08931835|0.78283453|0.054876186|-0.48358566|0.32387912|-0.1045795|-1.3626962|0.33411288|-1.001045|-0.8209624|0.22564442|0.3944704|0.81137735|0.2013078|0.09211379|-0.61237395|-0.8666822
339;0.5741552|-0.66935897|0.714153|0.3192982|-1.2212721|0.61156243|0.05550255|-0.7763365|0.46653992|0.040169895|0.8377619|-0.32870442|0.037053615|0.9632348|0.9211749|-1.1714144|-0.16720194|1.5748454|0.024750799|-0.20196423|-0.621309|0.49949083|0.3404057|0.52205276|1.275531|-0.18086861|-0.7437953|0.2269791|0.026686788|-0.21690634|-0.06940821|0.20505518|0.28386307|0.10096918|-0.36884648|0.0034107268|-1.6980122|0.65539306|0.3267011|-0.7364231|0.76604426|0.4249479|-0.2464534|-0.38025472|-1.068527|0.55931807|0.8474547|0.22442576|-0.394538|-0.4075233
340;-0.30955893|-0.41039434|0.7903641|0.25700253|-0.43559632|-0.017047986|-0.24892533|-0.6178561|0.5377602|1.114624|0.2571906|0.33847645|-0.19191661|-0.28484648|0.32334393|-0.8936153|0.48147365|0.8890487|-0.23586535|0.100889646|0.17762852|0.86580586|0.0015845597|0.46706703|0.43519154|0.16282105|-0.73251194|0.122059554|0.015748605|0.22420697|-0.14557052|1.2817388|-0.34978917|-0.65888935|-0.53053546|1.0265112|-0.91369444|0.37169755|0.2001265|-0.9057856|0.32210612|-0.37618235|-0.89371204|0.21713333|-0.74161273|0.26699924|0.09494905|0.27717566|-0.82447875|0.10358691
341;0.8047902|-0.1660082|1.148308|0.28734395|-0.82636786|0.18703075|0.55151045|-0.54754364|0.20836812|0.4294926|-0.44526023|0.28215083|-0.24075139|-0.13049749|-0.2266838|0.01473254|0.27935982|0.36728898|-0.8991573|0.6668746|-0.38648218|0.4692553|-0.34452465|-0.13296641|0.47144726|-0.2854924|-1.1876357|1.2445027|0.41680598|0.7396183|-0.92534024|1.3961184|-0.3176963|-0.19793653|0.7295548|-0.408929|-0.9611477|0.09402792|0.5295766|-0.75870657|0.70008534|-0.50325227|-0.90467703|0.4348772|-0.84907335|0.66928095|0.7652323|0.79991496|-0.91044974|-0.74461603
342;0.7534989|-1.049831|0.971676|0.47562683|-1.2012286|0.11051674|-0.071335346|-0.31602034|-0.06266634|0.17239308|1.121083|0.24596876|0.54802036|-0.20100534|0.44960105|-0.67661524|0.5605208|1.5113807|0.5313592|-0.64038616|-0.6598935|0.9130877|1.3473094|-0.64557505|1.286363|0.5254206|-0.8274324|1.5395411|0.68006635|0.7651406|-0.42602405|1.290409|-0.30714437|0.18265538|0.14720759|-0.04133293|-0.8117768|0.31702492|-0.123827904|-0.111453235|-0.32550186|-0.19004636|-0.16618344|1.0595766|-0.41861713|0.52709746|0.4411986|0.44866875|-0.117949426|-0.7114163
343;0.29075852|-0.6874019|0.7351691|0.48152524|-0.89100176|-0.63314044|0.04840687|-0.17668667|-0.84097445|0.6477729|0.21286127|1.1682178|0.18573903|1.0105587|0.23155862|-0.33950564|1.1164596|0.36377913|0.16916284|-0.3258217|-0.851195|-0.30693445|1.1579123|0.12085292|0.7445419|-0.44894147|-0.45428082|1.3094461|0.4127775|1.1387187|0.039769948|0.6771981|-0.08718605|-0.5143157|-0.46683353|-0.41470438|-0.6188958|-0.13372232|0.48592368|-0.88152415|-0.2855671|-0.9708092|-0.22379974|1.0060167|-0.71632326|0.5803884|-0.024713904|-0.20071173|-0.66000843|-0.21941756
344;0.65159905|-0.5767821|1.1297762|0.72603464|-1.6021085|-0.33242977|-0.07790932|-1.0011486|0.7128914|0.6544385|1.1294217|-0.1787055|0.44807112|0.56511253|-0.43464375|-0.9463747|0.5962349|1.0402224|0.2185942|-0.14299273|-0.3241308|-0.22086474|0.17443895|-0.5190147|0.83634526|0.2068978|-0.30851078|1.4193845|-0.0013838559|0.2575671|0.11911902|1.2143654|-0.7557795|0.5554839|-0.42241812|0.44902742|-0.3987614|0.0989948|0.40766272|-0.66282076|0.6084658|-0.47215933|-0.58670825|-0.78083|-1.3032959|-0.0846203|-0.061390102|0.5583949|-1.2554727|-1.1901255
345;0.12379229|0.019360274|-0.30250585|0.5734649|-0.26234588|-0.23169997|0.5465136|-0.92542934|-0.10643937|0.41668832|0.30032364|0.47551256|0.14655136|0.53763056|-0.31161958|-0.29952595|0.5437845|0.30988753|0.066558|-0.775086|-0.9147862|0.8948133|0.41833258|0.47406682|0.18459192|-0.43993056|-0.9263567|1.5443344|-0.30934304|0.49962074|-0.036690816|1.0985614|-0.8725862|-0.32207078|-0.46798164|0.13501734|-1.022283|0.08278514|0.009751074|-0.5458005|0.14509931|-0.5139323|0.30057138|-0.06009516|-0.954118|1.1869438|-0.015261471|-0.011065483|-0.92563176|-0.21852021
346;0.53302336|-0.26594332|0.46682063|-0.25220513|-0.9056786|-1.0674447|0.9899969|-0.12004489|0.07723622|0.6450668|1.5291448|0.08923778|0.23851313|0.3924755|1.2229443|-0.9518955|0.105632186|0.9993804|-0.04171048|-0.9142044|-0.8631829|0.5770152|0.618057|0.1513826|0.89816344|-0.474919|0.0724203|-0.17104572|0.65980554|0.8605067|0.63991535|0.8228859|-0.7403548|-0.2281224|0.019320391|1.1765468|-0.67866194|-0.34050685|-0.9976073|-0.79791975|0.13203579|-0.009501904|-0.4274312|-0.5585842|-0.65602136|0.72394824|0.63617885|0.6869471|-0.57535636|-0.73487145
347;0.33562872|-0.17322299|0.7300689|0.016245224|-1.7295544|-0.7271242|0.50615674|-0.33573136|-0.6225785|0.12960914|0.71078885|-0.12087892|0.16551614|0.9362635|0.4802429|-0.5397126|-0.21058947|1.0563983|-0.46787798|0.80823904|-0.8194008|0.59486437|0.5989363|0.021130234|-0.05546367|-0.40294126|-0.23925307|0.52165526|0.90575737|0.3222792|0.41193116|0.13582933|-0.08540316|-0.5230075|0.1288126|-0.087810546|-0.68973285|-0.08273305|-0.13120553|0.33797687|1.1684315|-0.35390988|-0.7486514|1.1785867|-0.8193123|0.2627936|0.43890068|0.81345695|-1.5907638|0.41114926
348;-0.029589027|-0.7976713|0.50475687|0.3023615|-0.60601526|0.0912642|-0.20858917|-0.38377774|-0.13646848|0.5822949|0.84544724|1.1596949|-0.012599438|0.20693775|-0.083180875|-1.9351044|0.0030781627|0.14905351|-0.008890048|0.17000762|-0.15866202|0.35364085|0.28191948|0.017793387|0.11950117|0.0813037|-0.38779262|-0.2091825|0.20088865|0.2557152|0.26239613|0.6997227|0.17663044|-0.55015874|-0.7897525|1.2109196|-0.8554981|0.4398635|0.10021842|-1.2666659|0.1342071|-0.6493464|-1.3004352|0.119690955|-0.6881201|0.8365154|-0.6080058|0.22310483|-1.3987353|-0.77148676
349;0.68551093|-0.6510853|0.8030738|-0.28232986|0.036821246|0.02951485|-0.6821697|-0.83011293|0.4460379|0.04273525|0.3420667|0.03917399|0.61314094|-0.11781144|0.2461124|-0.7451762|0.65938586|0.78612477|0.21526775|-1.1192726|-0.5636431|0.2738607|0.77354455|-1.0534424|1.2922119|1.0054555|-0.5877199|1.0371566|-0.21241558|0.21589427|-0.14046894|0.8802738|-0.7521716|0.3306892|-0.31850022|0.32663202|0.14637512|0.78295|0.46014944|-0.5824464|0.1536622|-0.16969514|-0.17602715|0.3347742|0.5829506|0.7858139|0.98026174|0.3277303|-0.3143887|-0.604665
350;0.41377866|0.15168521|0.53373563|0.04386088|-1.4016631|-0.44744942|0.47828266|-0.017008483|0.6942746|0.615314|0.13924044|1.1528016|0.99083596|0.894187|0.24340136|-1.4098374|0.20232347|-0.2218985|-0.27123538|0.02668681|-0.163113|0.8465899|0.44662604|-0.19150671|0.006574571|-0.018219728|-0.5985777|0.45358193|0.93325204|0.9522661|-0.744429|0.7842109|-0.065090224|-0.23424305|-0.7876377|-0.06294064|-0.21885413|1.0394049|0.1665051|-0.75661373|0.7444588|-0.491109|-0.097408265|-0.09614465|-0.92561066|0.8946773|0.10274258|0.60699004|0.10116887|-0.16685414
351;0.51557547|-0.8410586|1.0454146|-0.11405426|-0.79524404|0.5476726|0.9977311|-0.37609977|0.49661392|-0.08640826|0.078887045|1.4364098|0.3158527|0.9030474|0.06887084|-0.44864887|0.20531213|1.0037184|-0.8723208|0.45828977|0.121610224|0.5446019|0.11445853|0.11818078|0.82362753|0.2238387|-0.19594035|-0.040749013|0.46957716|1.3098161|-0.25015128|1.0280126|-0.6779048|-0.6984048|0.05664216|0.2007298|-0.51585346|0.029723704|-0.28709215|-0.49712822|0.47373074|-0.31199878|-0.7532802|1.4452666|-0.5675219|0.09599602|0.87686306|0.3237183|-0.64524037|-1.4539269
352;0.15306586|-0.9199351|0.99246|0.04510561|-0.6366799|0.12034221|0.11642121|-0.6743119|0.27024022|0.42282465|0.3892372|1.3721377|-0.12308231|-0.053376198|0.101667404|-1.5000134|0.3832866|0.59033614|-0.43314973|0.3684855|-0.06620908|0.2992992|0.8063463|-0.48859543|-0.023722112|-0.2541279|0.0010450482|0.06757736|0.81945986|0.7950349|-0.09038391|1.3696225|0.050044894|-0.6962385|-0.38359803|0.3995815|-0.99725866|0.20190951|-0.7343204|-1.0659454|0.35821128|-0.20136485|-0.44483134|0.6180667|-0.847471|0.74137276|0.10848135|0.6131171|-0.44268197|-0.19428161
353;0.7397064|-0.006847292|0.2613038|0.19284719|-1.011476|-0.25834292|0.22978623|-0.061688006|-0.3824581|0.09511088|0.6149951|0.09239423|0.6891407|0.36527187|-0.2504496|-0.4179017|0.6747733|0.95933986|-0.2353217|-0.4671102|-1.1035504|1.2093087|0.38479948|-0.37096587|0.6678337|-0.32187414|-0.5692002|0.5503665|-0.12064612|1.1525555|-0.6931399|-0.13436764|-0.15578642|0.35761744|0.4988098|0.20340976|-0.47893906|0.12082261|0.6187471|-0.9895072|0.56669414|-0.84023416|-0.77887714|0.2809282|-0.04678315|0.86343354|1.0832723|0.6152514|-0.63643223|-0.1798599
354;0.06886536|-0.08222267|0.80228686|-0.49955684|-0.94048965|0.21327142|0.019669369|-0.36359385|0.29015887|0.015786737|0.7526458|0.77863866|0.81712997|0.78660476|0.37052646|-0.96161246|0.30670142|-0.08184928|-0.594404|0.6975321|0.07774919|-0.15623805|0.37008274|-0.1021865|0.558599|-0.35547426|-0.62949437|0.28047425|0.19027264|0.4394654|0.12677166|0.23048002|-0.43085513|-0.65262806|-1.1490545|0.6291753|-0.4008963|0.76856756|-0.64928657|-0.7716324|0.9993094|-1.0709137|-0.7699401|0.30454805|-1.4287171|0.2946599|0.18333825|0.22530463|-0.20310134|-0.25548148
355;0.21902923|-0.32828155|1.0164328|-0.15747675|-0.15674609|0.09320368|-0.14898628|-0.50664407|0.18901785|0.140237|0.65168524|0.31567237|0.5900059|0.1465728|0.61078525|-0.2602431|0.7168395|0.95931864|-0.43048525|0.025180228|0.27478307|-0.04943189|1.0279765|0.25732842|0.7567867|-0.035701104|-0.26587495|0.38820294|0.06974208|0.46234113|-0.15490419|0.92173207|-0.4356913|0.48929602|-0.24033393|0.03790617|-1.0253206|-0.1490558|0.017773475|-0.14991048|0.5277787|-0.32477817|0.36354125|-0.09260526|-0.8065588|0.7124426|0.31683883|0.18675485|-0.37769026|-0.432111
356;-0.37100583|0.2196329|0.47926202|-0.30440718|-1.1889132|-0.25052634|0.9852116|-0.24135005|0.39769635|0.4048884|1.3994198|-0.2808308|0.107524775|0.39053118|0.569263|-1.3629047|-0.5053978|0.82235473|-0.5942552|-0.50981736|-1.0797684|1.2220945|0.8533596|0.31687406|0.6409166|-0.16177665|0.057480752|0.50436467|0.0752058|1.0517553|0.47439402|0.7837249|-0.49081403|-0.9565117|-0.29166317|0.33831584|-1.290884|0.30626586|-0.83878917|-0.39799118|0.49610913|-0.29739052|-0.88762844|0.41554394|-1.4301136|0.6475106|0.62882465|0.9935261|-0.5350245|-0.6225521
357;0.8671641|-0.92013776|0.3647505|0.2848248|-1.1505767|-0.7268485|0.47422013|-0.7323057|0.25111097|-0.24408624|0.09959063|0.6504365|0.006320283|0.3572477|-0.14181826|-0.14592165|0.521411|0.91140324|0.3187966|-0.04012858|-0.49075767|1.1104409|0.19422495|0.4696184|1.2550752|0.34073165|-0.3070156|0.32196477|-0.011228919|0.8714638|0.3019114|0.64636517|-0.30583775|-0.8121269|0.5137896|1.0614244|0.09245163|-0.07155065|-0.943338|-0.82018876|0.46452063|-1.070827|-1.056286|0.38678426|-0.35757184|0.2869092|0.34098542|0.1131067|-0.09370476|-0.97864
358;-0.4816345|0.2592877|0.33498955|0.95940596|-0.22136462|-0.12526496|-0.10367903|-0.7856619|1.0189875|0.7460268|0.6626362|0.87589866|0.87360203|0.18065545|-0.10401213|-0.4996795|0.7126653|0.52344555|-0.13218892|-0.7487308|-0.7466687|0.42242506|0.7529908|0.10401279|0.45173082|0.28427014|-0.073875934|0.9091625|-0.042922586|0.36054742|0.26431414|0.7499905|-0.8776287|-0.38596997|-0.3980506|0.020963445|0.08145797|0.47888774|-0.0356528|-0.69209814|0.51051617|-0.74367213|-0.733385|0.16059047|-1.1913738|0.4860733|0.40795815|0.12798017|-0.8440665|0.41552287
359;0.34586763|-0.85185325|1.2239189|0.25661504|-1.07252|0.2735502|0.017817602|-0.09864092|0.013029382|0.21225289|0.62067586|0.5302386|0.20571764|0.31578267|0.74648774|0.2080921|0.30914408|0.965742|-0.38928682|-0.47348988|-0.35119852|0.8565461|0.38829577|0.18376091|0.52079713|0.052888818|-0.56706333|0.9953748|0.04829754|0.98512423|-0.28700268|1.3943658|0.17968467|-0.63577807|-0.0006769374|0.25991273|-1.5921956|-0.14730857|-0.4974034|-0.65526795|0.664991|-0.85474885|-0.72458625|0.18014379|-0.6853279|0.9073634|0.59688276|0.2172293|-0.38203484|-0.5761653
360;0.2063758|-0.8468385|1.6027098|1.1013843|-0.7967628|-0.27669078|-0.10952157|-0.33253562|-0.106153056|0.20104674|0.13376889|0.021873683|0.36795938|0.6050048|0.23417386|0.07535565|0.40163818|1.5010285|-0.14862064|-0.2671719|-0.84382313|0.28343785|0.32889885|-0.25357962|0.17299432|0.49999645|-1.0053252|0.845779|-0.10017145|0.011508614|-0.43271217|1.7711698|0.7509733|-0.40659538|0.6621803|0.083939195|-1.2719666|0.51609427|0.18741566|-0.7399132|-0.123236|-1.4237069|0.039146602|0.7598753|-0.061166525|0.049067736|0.42268494|-0.17626238|-0.34122083|0.59988236
361;0.94180316|-0.92956245|0.6307301|-0.00050165504|-1.0435427|0.9972448|-0.069954336|-0.95487916|-0.22438516|0.1399911|0.38908273|0.4118809|0.2716512|0.67181057|1.1527932|-0.20942298|0.40214667|1.0585059|-0.19548102|0.75105065|-0.09480399|0.10488713|0.47383943|-0.613974|-0.17309737|-0.44327068|-0.33831078|0.15007126|0.14278264|0.7977069|-1.0189211|1.2196147|-0.38145274|-0.39856088|-0.64041775|0.66772425|-0.22086775|0.06716568|-0.7058602|-0.5382648|-0.57662064|0.2398617|-0.65849483|1.1158034|-1.3559384|-0.21364266|0.8893509|0.66035914|0.1102919|0.14541775
362;0.3745041|0.0823715|0.17383891|0.4640134|-0.85983354|-0.4233946|0.64400864|-0.6260539|-0.17717667|0.5909227|0.5447484|0.36278626|-0.08764869|0.754033|-0.3576222|-0.27457255|0.61592114|0.7874351|-0.4563285|-0.5731972|-1.1763767|0.35149315|0.39606914|-0.21124962|0.11285493|-0.36926103|-0.44516134|1.0790868|-0.023281947|0.48640847|-0.285878|1.0348625|-0.35152602|-0.24051195|0.15692063|0.72489184|-0.23293194|-0.06881952|0.33227482|-0.76693916|0.5690849|-0.2654854|-0.54638183|0.623446|-0.7456784|0.2869577|-0.1346643|0.20057717|-0.18962654|-0.11320874
363;0.34029552|-1.1447403|-0.09744823|0.08207893|-0.70092535|-0.2634303|0.04099062|-0.54917985|0.32828003|-0.08063629|0.67820835|0.3725254|0.32144934|0.0063921213|0.75615185|-0.4752455|0.44788057|0.63730466|-0.0022711456|-0.1565274|-0.42987716|0.41456464|0.51737237|-0.37759125|0.34045672|0.0035729315|-0.4049828|0.5656253|0.4055456|0.7029785|-0.4130604|0.93043923|-0.7171753|-0.4494422|-0.17607775|0.22758538|-0.77452904|-0.055650175|-0.33284482|-0.4505766|0.0968492|-0.27141184|-0.6904143|0.114872426|-0.35215983|0.59000844|0.045579076|0.7186294|-0.38893622|-0.6367597
364;-0.2377646|-0.43901825|0.98067987|0.04597843|-0.33064586|-0.87200224|0.659564|-1.0973737|0.13537051|0.2583667|0.3193319|0.061905682|0.3947057|0.5630828|0.7951875|-0.67977554|0.1976715|0.6739963|-0.41728938|0.2107335|-0.8245645|0.14953938|0.4878673|-0.47160116|0.35763684|-0.04428101|-0.11474505|0.6932754|0.9130827|0.6084893|-0.37882578|0.8247458|0.47624952|-0.08142838|-0.024993762|0.05068308|-0.46263465|0.32296115|0.14515498|-0.22590575|0.29486567|-0.4610511|-0.9091114|0.32635736|-0.67066604|1.2009131|0.12280035|0.81090856|-0.6467693|0.4508593
365;0.050382897|-0.79873717|0.6498536|0.08607886|-0.41569734|-0.022354037|0.19785199|-0.69513637|0.18288228|0.050475582|0.41711697|0.4393959|0.104418896|0.36160374|0.43292212|-0.40178487|0.58847606|0.8901018|-0.44345477|0.2450406|-0.35758865|0.19766006|0.5066287|-0.4434986|0.55059844|-0.09383868|-0.6602543|0.53458583|0.14150135|-0.0070114434|-0.22790377|0.6597297|-0.07603304|-0.22036044|-0.27405196|0.3140667|-1.2073066|-0.048371837|0.26081482|-0.16682199|0.48114637|-0.29620975|-0.3810045|0.44854185|-0.7141708|0.4943449|0.24966669|0.54152906|-0.45367682|-0.36705542
366;0.6798558|-0.2935265|0.94996554|0.55059093|-1.1671721|-0.54868305|-0.14694086|-0.042343557|0.22850789|0.5177629|0.50906277|0.88495016|0.34840137|-0.009537846|0.14208843|-0.50036025|0.12996301|0.6265088|-0.2966935|0.12868834|-0.286603|0.8974395|0.42165995|-0.5948818|0.63161695|0.039713044|-0.53357995|0.5465|0.39135227|0.49691263|-0.5107101|0.9714196|-0.46437162|-0.3419005|-0.6093443|-0.066820964|-0.29122218|-0.009994805|0.09945033|-0.4700355|0.270113|-0.108296245|-0.08633709|-0.34814492|-0.41564026|0.14018556|1.1381786|0.26544866|-0.7744071|-0.16699523
367;-0.052856117|-0.29767466|1.192291|0.32284564|-0.31133088|-0.038553327|0.10883161|-1.1726178|0.24984188|0.45101526|0.13090193|0.38662717|0.080549404|-0.29685032|-0.12939331|-0.48664445|0.8831582|0.8804817|0.059574753|-0.07002957|-0.40992337|0.34641492|0.44706422|-0.3492011|0.70442015|0.27592102|-0.7068395|1.0020708|0.008202329|0.609093|-0.20162694|0.9732043|-0.85252035|-0.21052226|-0.51132196|0.24107143|-0.88243484|0.14493826|0.08729785|-0.42285663|0.63219106|-0.21591555|-0.175024|0.20759009|-0.5553616|0.53421474|0.35715798|0.25516775|-0.91519654|-0.8588414
368;0.09130588|-0.3182447|1.0054199|-0.32707673|-0.9330382|-0.7268738|-0.19183478|-0.8549144|-0.39356452|0.7707894|0.6944186|-0.04865049|-0.30901575|0.53386295|0.83604014|-0.6091231|-0.11830962|0.49128386|-0.38840845|-0.15838392|-0.30121967|0.40801704|0.40588403|-0.598179|0.59351444|0.060915064|-0.24613586|0.07783264|-0.15050647|0.51105714|-0.58655095|0.81803143|-0.8564247|0.25597978|-0.046821903|0.3666013|-1.120022|-0.11876501|-0.118138716|-0.11546099|0.42162853|-1.1218553|-0.5963813|0.9107748|-1.3266644|0.70762163|0.36714673|0.44197947|-1.0325794|-0.6393454
369;-0.17808163|-0.50108266|-0.013678908|-0.2684502|-0.90117735|-0.036986828|0.5696168|-0.78991556|0.50303024|0.60564435|0.5095522|0.14755404|0.43429735|0.24653563|0.85202855|-0.4304853|0.16362458|0.37272537|-0.5338372|0.22872335|-0.768858|0.63986546|0.48482057|-0.42109585|0.5167182|0.5703639|-0.21011245|-0.25273645|-0.42559147|0.97009206|-0.16418093|1.2842919|-0.24891745|-0.17428488|0.050205067|0.25852984|-0.16011065|0.19934225|-0.52598727|-0.4079247|0.36926043|0.0053800642|-0.7195084|0.19238606|-0.9044894|1.5943196|0.3186445|0.99111485|-0.39038533|0.26137358
370;0.65367484|-0.3551418|1.0115802|0.19424117|-1.0889013|-0.38198137|-0.28788814|-0.39316308|-0.017003775|0.63357174|0.79830945|0.62776|0.16179696|0.27995032|0.41282842|-1.042777|0.14974022|0.412207|0.4795709|0.087060265|-0.4855158|0.9043638|1.0671936|0.19961914|0.30938977|-0.28985432|0.1730296|-0.41532856|0.035327256|0.67862606|-0.10968785|0.69474256|0.2762031|-0.21280353|0.21819337|0.29464856|-0.3848009|-0.3506629|-0.72008014|-0.48271254|0.516321|-0.48098862|-0.78866637|-0.04449588|-0.3510017|0.25514132|0.46667248|0.5056702|-0.99628526|-0.7231685
371;0.005572349|-0.7464987|0.30158043|-0.25331587|-0.21942133|-0.0107524395|0.2292819|-0.8205928|0.59161425|0.42371786|0.6480296|0.2997198|-0.0128251165|-0.027772933|0.37808275|-0.9020773|0.70183176|0.31937975|-0.39190838|0.72830415|-0.5296951|0.45614687|-0.20294616|-0.4547835|0.007995546|-0.680973|-0.80461085|0.91756034|0.78944546|0.62799305|-0.065989524|0.9364326|-0.39714795|-0.046227142|-0.3744493|-0.3417424|-0.6407732|-0.08845325|-0.0040038917|0.06260657|0.18282518|0.22600469|-0.6456319|0.2055592|-0.25087434|0.9427818|-0.25619262|1.0697669|-0.14791077|-0.27638647
372;0.15968598|-0.29919592|0.40127492|0.015637923|-0.82473046|-0.7009667|0.30601132|-0.505524|0.85945314|0.5963383|0.32993215|-0.27921754|-0.06813261|-0.0068008006|0.16695389|-0.47097963|0.4819356|0.6523825|-0.20444036|0.032633223|-0.7981297|-0.08439919|0.45665428|-0.38077587|0.49340224|-0.13587809|-0.24960208|0.38624138|-0.015629992|0.32067424|-0.39327884|1.2526902|-0.35231683|-0.04296787|0.21660806|-0.08300763|-0.611349|-0.064961895|0.049429186|-0.55856997|0.6242176|-0.62265646|-0.7368466|0.36873236|-0.85700977|0.4318108|0.5664153|0.55611163|-0.4688095|-0.22029969
373;0.5259887|-0.2407787|0.4006145|0.1643228|-0.79881394|-0.015773222|0.39854866|-0.21250057|-0.010548964|-0.034656197|0.7551568|0.2777095|-0.032964557|0.677892|0.51817703|-0.8692814|0.3052099|0.87977|-0.22708908|-0.80406487|-0.8871558|0.93741906|0.4283745|-0.56642824|0.785623|-0.68976367|-0.92567277|1.2462348|0.23902792|0.09603697|-0.40283358|1.1246743|0.08374372|-0.48505908|0.052785978|0.33308053|-0.9327494|-0.18790461|-0.061100643|-0.9944317|0.44579232|-0.31459174|-0.38622153|0.5079211|-0.8266687|0.4692219|0.0048327744|0.5318304|-0.4261099|-0.12005082
374;0.09477994|-0.21271661|0.5540515|-0.38907003|-0.8593091|0.023017824|-0.027434468|-0.45726854|0.04744214|0.31409478|1.0085092|0.0026040822|0.15325364|0.39799103|0.53494954|-0.93133426|0.28260702|0.42010066|-0.25058678|-0.11299497|0.2404958|0.7115799|0.3600145|-0.42358273|0.41015682|-0.6599526|-0.38924798|0.64315295|-0.0029172897|0.488899|0.022950202|0.5765097|-0.29922035|-0.39977974|-0.20820262|0.1315459|-1.3917611|0.15627578|-0.5721122|-0.5224426|0.3574055|-0.29779702|-0.5264347|0.27259886|-0.738614|0.94863564|-0.050691634|0.33437145|-0.6009884|-0.48276448
375;0.2734891|-0.9295505|0.2669988|0.54254997|-1.1196915|-0.70310134|0.0910577|-0.56310356|0.32437325|0.35446787|1.1485511|0.15507852|0.034679815|0.4906675|0.74901897|-0.67806375|0.9000657|0.6063818|-0.35876173|-0.39139366|-0.3956325|0.52034265|-0.1278635|-0.6010294|0.8914913|0.06868212|-0.29924256|0.59507567|0.40127176|0.3241075|0.24081212|0.8441276|-0.38455197|0.010122418|-0.12298675|0.45309353|-0.77771854|0.32537413|-0.38595703|-0.47322762|0.14478573|-0.31213266|-0.31073704|-0.071725965|-0.41625416|0.5971024|0.15015794|0.46512768|-0.46173164|-0.1985236
376;0.2244516|-0.4127742|0.8432815|0.21701744|-0.7928243|-0.48345196|0.15203539|-0.39150894|-0.12219773|0.32012916|0.3229102|0.4432354|0.27968335|-0.3351817|0.27273813|-0.8148296|0.7876418|0.6235226|0.09474507|-0.052997265|-0.54761344|0.82953477|0.2650176|-0.20784387|0.05686623|-0.011666647|-0.78322726|0.85592604|0.6689842|0.7426276|-0.09765771|0.9314067|-0.30705786|-0.2092599|0.06265117|0.49672055|-0.67759633|-0.36092544|-0.018017089|-0.6653198|0.47684044|-0.11341989|-0.5892974|0.22512457|-0.5106551|0.23186678|0.029737353|0.6563896|-0.43508238|-0.42307004
