item_id;vectors
459;-0.4844445|0.9891422|0.10239372|0.0061994344|0.009138316|-0.50583863|-0.4599606|-0.042436495|-0.18859962|0.876418|0.5185236|0.098140344|-0.7772479|0.8764947|-0.19014694|-0.5117376|-0.39514592|-0.28676948|-1.0124152|0.8898313|-0.10423356|0.4791632|-0.71097046|-0.12566192|0.13599376|0.046066146|-0.37703317|0.3450971|-0.6696034|-0.41360158|0.23314446|0.4927836|-0.31486642|0.36872545|-0.07190007|-0.4740873|-0.51905197|0.43882492|-0.02527456|0.81326085|0.13471727|0.18434583|-0.76024866|-0.16166489|-0.085526794|0.94804037|0.035136312|0.18227379|1.0991086|-0.5709648|0.5395991|-0.8427669|-0.57700837|0.024989357|-0.46274155|-0.336353|-0.16385168|-0.041950375|-0.41756123|0.19673055|-0.12620172|0.06660889|-0.036399484|-0.17190763|-0.34202924|0.32633954|0.41112772|-0.49594426|0.34168342|-0.1028645|-0.699386|-0.16774839|0.15335315|0.3991532|0.29530385|-0.37986165|-0.022016212|0.7116023|0.355088|0.56914026|0.525791|0.5543432|-0.6990254|-0.33210158|-0.25525102|0.20798936|-0.41563427|0.52726185|0.2500005|-0.6036681|0.11438611|0.14719078|-0.22823203|0.06324655|-0.48978692|0.22320214|-0.29788828|-0.38196242|-0.368584|-0.20752026
460;-0.17351173|0.101872265|-0.066545255|0.2989022|-0.41375375|-0.31404415|-0.2575971|0.4564401|0.31976712|-0.090722695|0.61427253|-0.3978294|-0.11072561|-0.16105852|-0.7921556|0.0016969442|-0.23243822|-0.349047|-0.62554175|0.4581131|-0.28705195|0.55148685|-0.47883952|-0.08218658|0.25537762|-0.120257005|-0.41443682|-0.12158568|-0.48626685|-0.19455934|0.4328152|0.690598|0.07092114|0.8787325|0.18932226|-0.6092589|-0.41804048|-0.19230492|-0.061288|0.5119608|-0.05133769|0.39606637|0.07038736|-0.51906586|-0.4200459|0.10645831|-0.06063679|0.22934529|1.0560445|0.66941154|0.23857626|0.06393382|-0.014375567|0.074496225|-0.11255972|0.09365385|-0.07178606|0.28199476|-0.55483454|0.32534418|0.38772583|-0.16915192|0.26242143|-0.26289594|-0.3302121|0.4037785|0.8648336|-0.0222819|0.46882263|-0.28662235|-0.16057862|0.28592014|0.40747857|0.22099498|0.43414527|-0.38512143|-0.39743853|0.82627624|0.30582747|1.1350386|0.52130735|-0.01444447|-0.02862966|0.06766035|-0.25371665|0.36777085|-0.020281017|0.17122039|0.7476837|-0.6867379|0.13341615|0.21585427|-0.2489382|0.05781743|-0.4254034|0.21242979|-0.087700136|-0.3837003|0.08311546|-0.46348977
461;-0.33269578|-0.22001705|0.089984685|0.13997456|-0.051412463|-0.08053267|-0.21312445|-0.053789675|-0.6297321|0.06349357|0.42846107|0.5334931|-0.35011345|0.42230263|0.4569111|-0.36043915|0.2923531|-0.5344371|-0.31368747|0.7887607|-0.44403684|0.4993318|-0.18110955|-0.52392894|0.49136078|-0.29945838|-0.10361394|0.41391164|-0.2814541|-0.21978453|0.33584878|0.8378936|-0.46692005|-0.11000353|-0.055893466|-0.52137554|-1.0465913|-0.37427643|-0.19613913|0.3668301|-0.17484397|-0.070673615|-0.09511967|-0.16738361|0.5808731|0.09251276|0.763782|-0.2238248|1.0582222|0.59796786|0.017760068|-0.232829|-0.699483|0.18542667|-0.62006164|-0.1260823|-0.44624427|0.76486266|0.30422837|0.40527946|0.5521571|0.16972302|0.25291702|-0.0539079|-0.40834397|0.7366785|0.0039612204|0.015923828|0.16763514|-0.035956774|-0.03580174|0.19978772|0.18782768|0.2796926|0.3395068|-1.1587889|0.44510365|1.0153811|0.20288783|0.42660132|0.0481202|-0.048933983|0.11818957|0.22187355|-0.4892125|0.64132607|-0.3709609|0.7464439|0.819929|-0.8385709|-0.07332802|0.4335345|-0.5173211|-0.15351605|-0.13144769|0.007545978|0.010816127|-0.03722939|-0.19831307|0.18851918
462;-0.48883635|-0.21696827|-0.27980453|-0.42736763|0.05422443|-0.7665991|-0.57770246|-0.032383636|-0.44852674|0.017826602|0.5037509|-0.29550835|-0.36956903|0.89167935|-0.78149915|0.044768617|0.1330332|-0.03068664|-0.0072211027|0.0026092231|-0.20024379|0.4058185|-0.22193596|-0.14473507|0.4687953|-0.68205464|-0.4185778|0.20225044|-0.41290194|-0.29615417|-0.1716395|0.41334957|0.022878468|0.30182534|0.096060716|-0.7324374|0.10468462|0.19419646|-0.44267097|-0.31267363|-0.25479802|0.29025757|-0.24761125|-0.24045886|0.2950826|0.17022458|0.28091508|0.35996652|0.84642094|0.4807508|0.93049514|-0.18944179|-0.23854652|-0.1537925|-0.079741195|-0.29769027|-0.030626222|0.62609893|-0.62621003|-0.38048255|-0.01881656|-0.17764787|0.20439641|-0.5936905|-0.479783|0.20477973|0.87825894|0.23032601|0.01202764|0.4646264|-0.5758915|0.27467415|0.58062595|0.82136035|0.7883365|-0.42994305|0.3011243|0.5599302|0.2888785|-0.09172866|0.26004344|0.60278445|-0.261969|-0.11973196|-0.21614227|0.32223856|-0.32593375|0.10234004|0.62619865|-0.64560497|0.22937013|-0.0125130415|0.3377275|0.752404|-0.5487516|0.68338895|0.11335702|0.1377847|-0.5677701|-0.663401
463;-0.2996936|0.41872218|-0.34434447|0.25909185|-0.09917615|-0.40953898|-0.6410217|-0.067215696|-0.10161239|0.18537995|0.30313134|-0.19081433|-0.41829157|0.2323919|-0.30498594|-0.14280692|0.06669812|-0.008012682|-0.8032298|0.70715487|-0.54328316|0.7352587|-0.42516637|-0.39389777|-0.006044656|-0.028016247|-0.14655575|-0.14596848|-0.56591296|-0.60455745|0.24818756|0.59103894|0.14662431|0.44161066|0.19462097|-0.2664336|-0.5955715|-0.33622015|0.09231416|0.37966746|-0.33053333|0.3334924|-0.44371918|0.086741894|0.24263564|0.25761604|0.45705697|-0.15098228|1.1174455|-0.29587722|0.5777601|-0.018133521|-0.21231693|0.19132726|-0.00663203|-0.20515001|-0.11553552|0.59423566|-0.062473208|0.1719272|-0.32043758|0.32060024|0.07809207|-0.0042924434|-0.6772843|0.34183753|0.30321684|-0.27658838|0.27912956|0.1420408|-0.38011461|0.19581044|0.2647567|0.24463682|0.22579606|-0.3156302|0.27862337|1.1076055|0.46560362|0.44617438|0.61735576|0.06390795|-0.31400982|0.22556713|-0.25575435|0.43114293|0.00017999113|0.3836283|0.010829866|-0.33557743|0.13457064|0.35724965|-0.3622814|0.1331449|-0.321259|0.3489106|0.00057958066|0.04534687|-0.40977043|0.061932057
464;-0.38645855|0.34083202|-0.32499057|0.20681491|-0.5542404|-0.4026068|-0.12542135|0.275249|0.18046668|0.10652308|0.56837755|-0.014351385|-0.37645295|-0.045987695|0.1488002|-0.3598559|-0.2197727|0.34258103|-0.71819055|0.4677123|-0.3717725|0.33996534|-0.705282|-0.30735135|0.21194595|0.029881865|-0.37717408|0.088826686|-0.59386164|-0.68046683|0.2867097|0.9122683|0.11401055|0.5412167|0.24583516|-0.468615|0.03548971|0.21184552|0.29563412|1.0913725|-0.445138|0.43829155|-0.2216686|-0.14723758|0.1691122|0.42302185|0.17819643|0.03550959|1.2704768|0.3353138|0.3418966|0.28633034|0.035345316|0.020801613|-0.9317885|-0.121093705|-0.60930604|-0.2733921|-0.44100606|-0.44347847|-0.43517017|0.88771963|0.7714777|0.17003106|-0.52402115|0.2316511|0.19672745|-0.2330732|0.3402209|-0.4565342|-0.3320871|0.19379158|0.5436074|0.91880965|0.45244607|-0.38419095|0.09476836|0.71941125|0.02522546|0.3974545|0.35643435|0.28847617|-0.18315901|-0.11992201|-0.60240245|0.16595142|-0.2729812|0.66478074|0.87068784|-0.864563|0.85438955|0.505698|-0.56001383|0.87801707|-0.29749474|0.0685142|-0.17285135|-0.36220425|-0.6241435|-0.09958258
465;-0.37276685|0.3204147|-0.39847594|0.3300305|-0.24540764|-0.6289679|-0.35145763|0.5752733|-0.23719345|-0.09707995|0.7221541|0.16224661|-0.20019972|0.8033946|-0.7381723|-0.17005835|-0.12210812|0.37706107|-0.51786995|0.33673418|-0.5197676|0.16011745|-0.59856296|-0.019332029|0.42402232|0.06305604|-0.61674356|-0.26679522|-0.66715896|-0.6146614|0.431292|0.6938471|-0.038717344|0.14704594|-0.3001966|-0.6013756|0.023226857|-0.18750171|0.5321523|0.66983205|-0.12917823|0.6355056|-0.50503385|0.22431764|0.83596295|0.3157253|0.577043|0.0123701105|1.0209404|-0.1667513|0.71598876|-0.45673528|-0.22009125|-0.3170603|-0.43330717|0.040010564|-0.10653759|0.67472553|-0.7287446|0.23506278|-0.5038164|0.16765232|0.36876735|-0.38403666|-0.5071551|0.63877463|0.38347018|-0.10088252|0.4428608|0.047634467|-0.13835557|0.54710895|0.51173985|0.524438|-0.057621658|-0.1138469|-0.11945082|0.7808078|0.42648163|0.6207918|0.6834009|0.71743155|-0.3423528|-0.032026097|-0.09802312|0.40443236|-0.22886464|0.6314616|0.44205356|-0.26734722|0.8163358|0.30283713|-0.04808107|0.45861363|-0.24398717|0.47093868|0.36466372|0.06980711|-0.5111202|-0.50794256
466;-0.26882267|0.18986258|-0.011636686|0.08342144|-0.5327149|-0.606318|-0.4964411|0.23711458|-0.21643414|0.085942596|0.5252017|0.091993794|-0.12692028|0.39752138|-0.6080811|-0.5061341|0.08985686|-0.4385884|-0.8515885|0.56405437|0.20167139|0.7545407|-0.70021397|-0.22453368|0.2959652|-0.15781103|-0.17192286|0.08682177|-0.42659903|-0.52222353|0.0070698857|0.6750249|-0.195301|0.5509229|-0.0710015|-0.07013181|-0.17655396|-0.11726464|0.34679988|0.1977781|-0.36864614|0.5799346|-0.29980686|-0.34167302|-0.098433316|0.16154797|0.2204599|-0.5642608|0.97666353|0.04967892|0.26212487|-0.11972667|-0.5655227|0.1553854|-0.52441776|-0.06371295|-0.32367605|0.32821375|-0.74132085|0.37808308|-0.6997588|-0.04346691|-0.20288318|-0.529495|-0.49046612|0.25615558|0.2738526|-0.20275182|0.27346438|-0.33572114|-0.70533144|0.644073|0.34893066|0.16768417|0.206552|-0.61856514|0.40154338|0.4578802|0.6437821|0.6556247|0.5072804|0.7099762|-0.16099484|-0.014272153|-0.40271676|0.06405851|-0.17961235|0.49864635|0.86925364|-0.31513622|0.40740705|0.42313272|-0.07856783|0.61643696|-0.30277646|0.06644422|-0.17256074|-0.3134997|-0.4391314|-0.7411402
467;-0.1750905|-0.10485181|-0.4501416|0.42420432|-0.4304528|-0.6295209|-0.4511993|0.46729773|-0.36104542|0.020253427|0.8492826|-0.13796495|-0.74667686|0.17917643|-0.08403082|-0.25063765|-0.5856994|-0.021139726|-0.614437|0.95196587|0.007219374|0.42908928|-0.4937818|-0.11502863|0.357005|-0.2215354|0.22935614|0.08794292|-0.26054463|-1.1234274|0.42171955|0.61701703|0.47957277|0.21070367|0.26750952|-0.20141777|0.06624065|-0.25964263|-0.20888498|0.46824318|-0.49665648|-0.21761276|-0.8437886|-0.22032475|0.4900848|0.27979305|0.30069506|0.08442716|0.61503506|0.74089855|0.6177729|0.0221823|-0.6295001|-0.13491204|-0.34702206|0.28324717|-0.101973765|0.49636674|-0.34133366|-0.17248112|-0.40282655|0.36109537|0.013298422|-0.22922845|-0.21145871|0.5977302|0.5656154|-0.49959558|0.09341209|0.12996021|-0.46345964|0.22635628|0.2148456|0.78319323|0.6754088|-0.85100186|-0.13702072|0.52310693|0.76904285|0.66156745|0.6460721|0.42031235|-0.80522007|0.18745102|-0.26451272|0.30049378|-0.07993178|0.5268179|0.6336992|-0.11323428|0.39804998|0.4092425|-0.2272808|0.050829053|0.07121742|0.4259858|-0.3140937|-0.2494363|-0.56549376|-0.38880813
468;-0.07148814|0.30448338|0.24186352|-0.21939866|-0.036014438|-0.6847057|-0.34424764|-0.21158358|-0.72862643|-0.10629107|0.42215395|-0.3153901|-0.65103|0.025455981|-0.0769794|-0.17074883|-0.10883142|0.075558715|-0.520402|0.64692485|-0.5437574|0.11327091|-0.5586663|-0.10606703|0.03528312|0.87599605|-0.041805834|0.3448024|-0.16696161|-0.65280026|0.31057036|1.1418619|0.055119596|0.74958813|0.7407546|-0.46835703|-0.3141402|0.34789127|-0.05385892|0.6711308|-0.4267735|0.07868705|-0.45240188|0.13704562|0.34179983|0.77844787|-0.028728366|-0.16276534|0.620917|0.19298354|1.0002514|-0.19777523|0.015222132|-0.38247025|-0.52666515|-0.34781513|-0.36184505|0.3645155|-0.33008632|0.30607283|-0.667728|-0.045127764|0.4922092|0.28573138|-0.50426805|-0.27200922|0.25441396|-0.37326792|0.5322162|0.21964678|-0.3469411|0.12969115|0.5453878|0.97729695|0.20568831|-0.35002798|0.44550222|0.6946918|0.163418|0.20123813|0.450852|0.39616144|0.089176565|0.27215922|-0.18538387|0.49669766|-0.34551692|0.916427|0.21290496|-0.27946663|0.515109|0.40137368|-0.5657785|0.07094699|0.2735895|0.4775939|-0.7173995|-0.16236667|-0.3451368|0.20376918
469;-0.43812108|0.34845203|0.062483143|0.43110174|-0.77503264|-0.79285103|0.3837436|0.6038805|-0.17974347|0.074832335|0.30766234|0.36216632|0.013961613|0.08578698|-0.4721568|-0.038905725|0.059785996|-0.1736089|-0.7996405|0.25054377|-0.3265074|0.9187015|-0.45425266|-0.039663598|0.26434472|0.16502908|-0.472467|0.1959413|-0.3776032|-0.29349893|0.06540072|0.43166405|0.42855942|0.79353666|0.5047833|-0.25320342|0.13707367|0.009987574|0.15315285|0.27475098|-0.39644682|0.16196309|-0.6984415|-0.2095537|0.43030453|0.36071098|0.0683707|-0.2323885|1.1632502|0.22111498|0.3816383|-0.07314165|-0.00490433|0.40925646|-0.0761307|0.22023967|0.49241388|0.50719017|-0.31934|0.13170491|-0.350102|-0.20132987|0.41206527|-0.76599276|-0.26062322|0.44112742|-0.22894055|0.1565408|0.81396514|0.2264595|0.23094893|0.6552984|0.03989798|0.40424278|0.23290962|-0.4168995|0.056370497|0.66879267|1.3434272|0.21035466|0.6883032|0.15334894|-0.3796153|0.68527067|-0.43032318|0.8738512|-0.565458|0.8618963|0.50395936|-0.25990513|-0.5648186|-0.010341123|-0.32849577|0.3053904|-0.09353848|0.29171687|-0.37735084|-0.15576932|-0.379397|0.076319635
470;-0.30325425|1.050802|0.22863144|-0.032594845|-0.32950264|-0.5165196|-0.358256|0.030409351|-0.117843926|0.89505863|0.50636905|-0.4337835|-0.40240374|0.5890796|-0.35054246|-0.2412679|0.5358073|0.32100907|-0.30011824|1.1495202|0.10644138|0.5914488|-0.46846342|-0.21784434|0.120281756|-0.09305626|0.6074039|0.22583142|-0.14898807|-0.4925712|0.3173959|0.4557365|0.10860265|0.9651326|0.39979798|-0.23777854|-0.20497234|-0.13803335|-0.057257682|0.25797057|0.07026817|0.23155618|-0.33101064|-0.76264215|0.22025621|0.17104284|-0.21657845|0.15657406|0.44549128|0.682449|0.7449194|0.17299986|-0.54167426|0.4263875|-0.5263665|-0.15879855|-0.37059394|0.914487|-0.3071563|0.084673464|-0.012403995|-0.08650969|-0.24857098|-0.87073404|-0.698467|1.2286253|0.61956346|-0.36942828|0.3080169|-0.23742218|-0.5302761|0.36985037|0.254666|0.40389764|0.14885381|-1.2121375|1.0478318|0.8982761|0.6963413|0.6255349|0.33290115|0.35920838|-0.5821461|0.09071997|-0.73081183|-0.39548817|0.022732064|0.1918237|0.9462399|-0.4277471|-0.14282805|0.6566612|-0.62767136|0.08338733|0.005575031|0.59538627|-0.40843087|-0.91074353|-1.0772316|0.03430125
471;-0.9730407|0.55409485|-0.2635774|-0.3959546|-0.25701237|-0.7965917|-0.07045123|-0.123765945|0.20579827|0.5872699|-0.05188316|0.14924519|-0.7539787|-0.12123406|0.1268923|-0.26919973|0.17296441|0.20535895|-0.31837422|0.30052367|0.17518088|0.3287872|-0.038519472|-0.09789781|0.54670495|-0.31676275|-0.3925672|0.08975418|-0.23115312|-0.88244605|0.077512085|0.8392568|-0.3748857|0.5236802|0.27539992|-0.10745691|0.48907357|-0.131862|0.14937161|0.5571064|-0.56948704|-0.14247619|-0.4719384|-0.17637701|0.24027985|0.44515964|-0.06763801|-0.57567245|0.8938383|0.3910141|0.13182876|0.064252764|-0.53036094|0.022102447|-0.26325956|-0.16897249|-0.3282031|0.20440324|-0.021527857|0.039190054|-0.5303246|0.3916414|0.22966716|-0.2563578|0.06251797|-0.117717326|0.3827703|0.025222972|0.14901665|0.19323647|-0.23471804|-0.07600573|0.06268358|0.7343199|0.33064535|-0.33348298|0.3505296|1.2176837|0.5363616|0.85702974|-0.06798503|0.59330666|-0.3956057|0.21393721|-0.48330933|0.65867007|0.08184107|0.920761|0.74660105|-0.20454943|0.08280535|0.10500063|-1.1506845|0.24192971|-0.12873471|0.65182436|-0.38364887|-0.8262463|-0.28044516|0.5021398
472;-0.040180296|-0.097563624|-0.23313066|0.60238856|-0.27444467|-0.78111565|-0.38221803|0.24582088|-0.31167546|-0.1986533|0.3643312|-0.36136904|-0.50651634|0.012354761|-0.3070718|-0.13447747|0.10826613|0.12602682|-0.66275096|0.74613976|0.097605914|-0.0076915026|-0.4363256|-0.46191835|-0.23231646|0.39136446|0.08062267|-0.3647361|0.1991212|-0.578585|-0.13044381|0.0020132065|0.51088256|0.2684794|0.76105976|-0.30240557|0.11778432|-0.18491517|0.021210387|0.7731408|-0.24179706|0.19335933|-0.52895784|-0.5145526|0.3982653|0.3164739|0.16519645|-0.44566318|0.4585582|0.12072033|0.94903183|-0.46022534|-0.42809358|-0.07913077|-0.19256362|-0.1803897|-0.32187927|0.5665892|-0.8105415|-0.01893942|-0.2569965|0.48466754|0.3570034|-0.36935157|-0.37360013|0.30545184|0.98484683|-0.5211681|0.6904915|0.041368127|-0.2445561|0.23108213|0.45328823|-0.013971269|0.24091417|-0.8261938|0.37928745|0.53886926|0.7579933|0.6035337|1.063767|-0.1678583|0.12878087|0.030811906|0.20658538|0.4577561|-0.34582567|0.67269397|0.3795546|0.18287039|0.21387164|-0.2885391|0.59609777|0.5833385|0.0006429255|-0.08152646|-0.11513905|-0.09773734|-0.49169874|-0.21008691
473;0.23352426|0.33685717|-0.16415036|0.14066702|-0.62184566|-0.41731858|-0.58391356|0.69540626|-0.37319064|0.08662933|0.47422072|0.124242485|-0.916443|0.8030653|0.36460918|-0.73141813|-0.29626197|-0.022901166|-0.5909451|0.48604685|0.23081544|0.63959026|-0.38079402|-0.2104157|0.5934785|0.26517165|-0.5125214|-0.7207698|0.085513145|-0.9445232|-0.25579846|0.082273275|0.0753538|0.27320528|0.15052857|-0.72613406|-0.078762226|0.20211226|0.5363215|1.009012|-0.7735572|0.12648308|0.17310283|-0.3591671|0.22326165|0.5370242|0.30631828|-0.3359369|0.9556746|0.80720353|0.69094217|-0.056704663|-0.5517114|0.07614594|-0.058648735|-0.015646514|-0.110805474|0.2433804|-0.67158043|0.23639418|-0.61605144|0.26330954|0.31489304|0.116510734|-0.4146605|0.49639097|0.2455805|-0.71117175|-0.022310708|-0.24874185|-0.7486819|-0.14569724|0.26823312|0.18658976|0.3397426|-0.58367676|-0.16208397|0.6310922|1.2969708|0.62170315|0.084861934|0.6616998|-0.36874372|0.080422096|-0.84981894|0.16270651|-0.078896984|0.5153764|-0.14619958|0.05482778|0.09417704|0.20204426|-0.6130565|0.27152148|-0.4689743|0.28293487|-1.00563|-0.077674896|-0.67009115|0.06402272
474;-0.027079433|0.30103004|-0.2519837|0.579623|-0.33023885|-0.9482447|0.25352547|-0.57727313|-0.45494717|0.44189876|-0.07837784|0.19820362|-0.15428683|-0.09469178|-0.2687433|0.21267553|0.111285016|0.59754926|-0.7858072|-0.5132302|-0.59557265|0.64134187|0.36867288|-0.23427343|-0.0002039969|0.102258906|0.28889272|-0.034776054|-0.21320789|-0.34811932|0.22179526|0.26962143|0.16504593|1.436884|0.49050522|-0.23360133|-0.949751|-0.42766055|1.2854013|0.39387843|0.1322598|-0.4454046|0.13131514|-0.07220704|0.94400567|0.41461805|0.18634379|-0.09923074|0.75422704|0.09702359|0.34855515|-0.2861573|-0.39067712|0.29256368|-0.30748206|-0.033265777|-0.435552|0.59324473|-0.45539948|0.33050245|-0.32790217|0.22627322|0.53183687|-0.2351206|-0.18381776|-0.48247692|0.09740576|-0.18246822|0.02347599|1.0619944|-1.0433728|1.2546062|0.14730364|0.19851139|0.92368853|-0.14959136|-0.05805789|0.9349087|0.52725923|0.3005693|0.59411|0.2875807|-0.770115|-0.08633931|-0.10499668|0.71963024|-0.6968754|1.2304302|0.6093285|-0.27254236|0.50302726|0.14193662|-0.05960518|0.6057408|-0.034543097|0.45284986|-0.60795414|0.41286874|0.031920552|-0.20288901
475;0.40419346|0.68733364|0.0035123713|0.40439788|-0.25603834|-0.6399434|-0.0444718|0.5544599|-0.6161097|0.5073929|-0.077178955|0.29133266|-0.9594741|0.1464953|-0.35992795|-0.060399786|0.38864014|-0.25133178|-0.24839741|0.06580654|-1.116956|0.4904532|-0.62595344|0.12990208|0.91269565|0.5045625|0.5852237|0.22280577|-1.2078384|-1.0248177|0.29009366|0.5696331|0.42584464|0.3282411|0.5211814|-0.53103364|-0.072617956|0.05624469|-0.38493565|0.14983189|-0.585921|-0.16114892|-0.1612593|-0.2346813|0.19362505|0.43147767|0.7001389|0.42880294|0.4026216|0.21269435|0.45278457|-0.3528338|-0.23978198|-0.3431759|-0.03538227|0.33637697|-0.52453876|0.34145486|0.07325095|0.6743961|0.118229106|0.18572447|1.3484056|-0.6706555|0.16802174|0.3902176|-0.1617912|-0.25214058|0.16939887|-0.6349298|0.21668166|0.8600472|0.43939525|0.13096923|0.49037835|-0.35666284|-0.50353277|1.352915|0.5374364|0.45117116|0.35516596|0.4017181|-0.3778167|0.8658918|0.12143716|-0.29266587|0.27661484|0.63311106|-0.106992364|-0.4940434|0.6141668|-0.029862791|-0.49614263|0.5365927|-0.5354819|0.82702965|-0.4984076|0.10633603|-0.1326662|-0.1515751
476;0.1684689|-0.035368264|0.18144141|0.46299785|-0.56995535|-0.501595|-0.8402581|0.4590384|-0.4606671|-0.12087305|0.8284868|-0.038205825|-0.4820879|-0.14089221|-0.4118704|-0.40027007|0.5974102|-0.15875214|-0.5125115|0.8355432|-0.26188847|0.14159629|0.015047997|0.19533996|0.4592415|-0.13605696|0.0076065958|0.009675493|-0.40481737|-0.4368092|0.21723479|1.2060738|-0.06607984|0.5069292|-0.69297653|-0.090602666|-0.5486692|0.5179823|0.02993039|0.61810464|-0.07899721|0.15902057|-0.0018010437|0.09295672|0.41094342|0.5707446|0.058646396|-0.19415517|0.4081303|0.16196153|0.3387937|0.21090004|-0.30156764|-0.28323174|-0.47930455|0.16142577|-0.5614256|0.3482883|-0.31988767|0.36223033|-0.06167659|0.45302153|0.45143148|0.29108542|-0.41082102|-0.021496058|0.013933405|-0.1600656|0.20672683|-0.060437948|-0.4855669|0.05257657|0.35711303|0.82640016|0.12510285|-0.16317528|0.9527178|0.785861|0.114035636|0.48877242|0.37899885|0.3475533|-0.5308871|0.32309294|0.40344378|0.2655319|-0.29127583|0.469486|0.27328077|-0.03504771|0.6609169|0.22320947|-0.19311789|0.09110159|-0.17635916|-0.16803917|-0.56912756|0.41303408|-0.6447655|0.10807669
477;-0.5298805|0.29162064|0.022634823|0.063376695|-0.8779324|-1.0088415|-0.9173348|-0.04973647|-0.0478632|-0.060758725|0.55770755|0.19545224|-0.4122637|0.8136425|0.19605964|-0.44702613|-0.3915925|0.42231044|-0.4890851|0.59640145|-0.32709736|0.6535232|-0.74689454|-0.46435982|0.061330155|0.10398118|-0.5442987|0.24709973|-0.7063539|-0.34886277|0.27069834|0.19598913|-0.36724564|0.6459719|-0.45240343|-0.17370543|-0.20736825|0.18570337|0.08430168|0.8556831|0.1152475|0.5287608|-0.40234968|0.49589172|0.44766048|0.42713028|-0.020369709|-0.40802252|1.155335|0.16252586|-0.026586354|-0.18495297|-1.1167235|-0.14613903|-0.5029589|-0.16844198|-0.24982733|0.3530188|-0.44534218|0.23482537|-0.13472979|-0.110056624|-0.18828535|-0.6757045|-0.51923305|-0.09035027|0.09116292|-0.21297832|0.17372794|0.15849876|-0.5648715|0.38983756|0.32584292|0.6652105|0.050443053|-0.31331915|-0.06820373|0.43312803|0.6673994|0.47636616|-0.2728481|0.24982627|-0.83229357|0.33630466|-0.3745866|0.42813605|-0.38159302|0.11548737|1.089062|-0.078176916|-0.3719404|0.5399253|0.031799138|0.322745|-0.35085228|-0.31857604|-0.44490707|-0.00761763|-0.7114157|-0.18680143
478;-0.43713734|0.85701334|-0.35488847|0.66492736|-0.7033106|-0.24624166|-0.008179545|1.0054448|-0.13891989|0.19613114|0.7501372|0.10507427|-0.39337143|0.8316375|-1.1208777|-0.09467005|-0.38810238|0.27222192|-1.0563533|0.15785855|-0.16004789|0.19285586|-0.2051762|-0.6012222|0.33058584|0.4139892|-0.41241777|-0.3549431|0.27282074|-1.0624074|0.53505546|0.3053795|0.09187128|0.15067565|-0.15914871|-0.003911197|0.22736472|-0.03386747|0.38855076|1.0071044|0.11383833|0.074399695|-0.4866276|-0.16985467|0.9170072|0.5517205|0.35044485|-0.19792901|0.15100795|0.119850084|0.34037092|0.14926529|-0.5405015|-0.22266231|-0.4988323|-0.2864808|-0.58046573|0.18253753|-0.9280736|0.619233|-0.25745347|0.31563395|0.3414239|-0.42430314|-0.1919368|0.031673446|0.6721975|-0.5093362|0.22911659|0.28400955|-0.34663016|0.24415898|0.2528083|0.3670347|0.10848448|0.009500653|-0.26870245|1.164768|0.6784287|0.014246464|1.0513402|0.5830717|-0.8142431|0.7952175|-0.15389007|0.2606916|-0.5156352|-0.0728088|0.5406289|-0.7622515|0.11135051|-0.39088786|-0.17771792|-0.089978576|0.2807988|0.5181047|-0.039744258|0.32740223|-0.061925918|-0.7068254
479;0.05303681|-0.47666886|0.30569038|0.24516475|-0.2973589|-0.34286976|-0.28535825|0.3870082|-0.10623559|0.24761619|0.8235184|0.40179515|-0.10333648|0.47088987|-0.2692566|0.17241053|0.33200985|0.24274981|0.11789262|0.2045302|-0.062873274|0.08276051|-1.0845737|0.025723785|0.13905422|-0.40367198|-0.16645946|0.13210587|0.13735154|-0.04320532|0.097020224|0.64666253|0.12951937|0.059423774|0.22977696|0.46896264|-0.09933582|-0.43582106|0.8210677|0.65321743|-0.13309917|0.39409605|0.015186787|-0.5632441|0.8211914|0.5402496|0.23867843|0.22851837|0.5395998|-0.12723929|0.25957817|-0.31477773|-0.29026216|0.026468795|-0.07116106|0.15635484|-0.16426808|0.9698627|-0.35773498|-0.39378357|-0.11185343|0.34492356|0.18390547|0.3781013|-0.53954726|0.9813986|0.17854953|-0.52575076|0.39295143|0.20585364|-0.68516505|0.11899975|-0.050570697|0.78614414|0.80024433|-0.8039187|-0.037797168|0.5293261|0.46887606|1.0648413|0.15217024|-0.1880058|0.19261926|0.2967839|-0.3331022|0.2795361|-0.18823549|0.60521775|0.42110133|-0.15979278|-0.05051419|-0.14430405|-0.3300028|1.0463039|-0.4142517|0.582519|0.182627|-0.23513408|-0.24245253|-0.8844212
